NEIGHBOURHOOD,HOOD_ID,OCC_YEAR,area,POP,type,PersonInCrisis,MentalHealth
Weston-Pelham Park,91,2016,1.4558760132416064,11998,density,81.05085798979889,38.46481396126049
Weston-Pelham Park,91,2017,1.4558760132416064,10027,density,81.73772966767854,27.47486711518606
Weston-Pelham Park,91,2018,1.4558760132416064,17093,density,81.73772966767854,30.22235382670467
Weston-Pelham Park,91,2019,1.4558760132416064,12291,density,72.80839785524306,24.727380403667457
Weston-Pelham Park,91,2020,1.4558760132416064,11150,density,98.90952161466983,30.22235382670467
Weston-Pelham Park,91,2021,1.4558760132416064,10851,density,68.68716778796515,28.161738793065712
Weston-Pelham Park,91,2022,1.4558760132416064,13374,density,103.03075168194773,28.161738793065712
Junction Area,90,2014,2.631906324540766,14377,density,77.13040472115621,23.937022154841582
Junction Area,90,2015,2.631906324540766,15187,density,85.86931757133647,26.596691283157316
Junction Area,90,2016,2.631906324540766,13991,density,79.41012111685541,25.836785817924248
Junction Area,90,2017,2.631906324540766,13121,density,79.79007384947194,25.456833085307714
Junction Area,90,2018,2.631906324540766,17268,density,73.33087739499088,27.736549481006914
Junction Area,90,2019,2.631906324540766,15800,density,87.76908123441913,25.836785817924248
Junction Area,90,2020,2.631906324540766,16108,density,96.5079940845994,30.77617134193918
Junction Area,90,2021,2.631906324540766,13011,density,86.62922303656954,30.01626587670611
Junction Area,90,2022,2.631906324540766,17083,density,92.70846675843407,30.396218609322645
Oakridge,121,2014,1.8781883834164446,14018,density,78.2669093781772,25.02411388281856
Oakridge,121,2015,1.8781883834164446,14256,density,83.59118892771306,29.815965477400837
Oakridge,121,2016,1.8781883834164446,13496,density,93.7073200718312,23.4268300179578
Oakridge,121,2017,1.8781883834164446,14354,density,97.43431575650631,37.80238480170463
Oakridge,121,2018,1.8781883834164446,15033,density,89.9803243871561,26.088969792725734
Oakridge,121,2019,1.8781883834164446,15755,density,85.72090074752741,37.26995684675105
Oakridge,121,2020,1.8781883834164446,15277,density,124.05571350418563,46.32123208096202
Oakridge,121,2021,1.8781883834164446,17864,density,201.79019492740923,65.48863845929112
Oakridge,121,2022,1.8781883834164446,12829,density,194.33620355805903,52.17793958545147
Clairlea-Birchmount,120,2014,7.397865914545022,26401,density,22.303729468195925,6.0828353095079795
Clairlea-Birchmount,120,2015,7.397865914545022,27048,density,23.79064476607565,10.543581203147165
Clairlea-Birchmount,120,2016,7.397865914545022,26404,density,27.305171833791373,10.273232967169031
Clairlea-Birchmount,120,2017,7.397865914545022,33114,density,28.927261249660166,11.624974147059694
Clairlea-Birchmount,120,2018,7.397865914545022,27104,density,28.927261249660166,14.328456506841018
Clairlea-Birchmount,120,2019,7.397865914545022,29071,density,39.6060165707964,20.546465934338062
Clairlea-Birchmount,120,2020,7.397865914545022,35882,density,35.01009655916815,16.626416512655144
Clairlea-Birchmount,120,2021,7.397865914545022,26549,density,35.68596714911348,13.787760034884753
Clairlea-Birchmount,120,2022,7.397865914545022,26154,density,43.79641422845745,16.76159063064421
Wexford/Maryvale,119,2014,10.264035474088868,28191,density,16.46525875973768,6.137936697417004
Wexford/Maryvale,119,2015,10.264035474088868,31443,density,16.562686326363345,5.845653997540004
Wexford/Maryvale,119,2016,10.264035474088868,27445,density,19.290658191882013,8.086488029930338
Wexford/Maryvale,119,2017,10.264035474088868,28811,density,24.45431922304235,9.742756662566673
Wexford/Maryvale,119,2018,10.264035474088868,29595,density,24.551746789668016,9.158191262812673
Wexford/Maryvale,119,2019,10.264035474088868,29685,density,26.305442988930018,9.84018422919234
Wexford/Maryvale,119,2020,10.264035474088868,29639,density,23.57747112341135,9.742756662566673
Wexford/Maryvale,119,2021,10.264035474088868,28571,density,22.895478157031683,9.54790152931534
Wexford/Maryvale,119,2022,10.264035474088868,31104,density,34.002220752357694,16.660113892989013
Tam O'Shanter-Sullivan,118,2014,5.421859078083518,27960,density,19.91936685270232,10.697437754229025
Tam O'Shanter-Sullivan,118,2015,5.421859078083518,28940,density,25.268085729816836,10.697437754229025
Tam O'Shanter-Sullivan,118,2016,5.421859078083518,27885,density,23.054822746183245,9.59080626241223
Tam O'Shanter-Sullivan,118,2017,5.421859078083518,31677,density,23.60813849209164,9.59080626241223
Tam O'Shanter-Sullivan,118,2018,5.421859078083518,27379,density,26.92803296754203,11.066314918167958
Tam O'Shanter-Sullivan,118,2019,5.421859078083518,31050,density,27.85022587738936,11.988507828015287
Tam O'Shanter-Sullivan,118,2020,5.421859078083518,30448,density,22.132629836335916,10.881876336198491
Tam O'Shanter-Sullivan,118,2021,5.421859078083518,25361,density,25.82140147572523,10.697437754229025
Tam O'Shanter-Sullivan,118,2022,5.421859078083518,30708,density,29.51017311511455,13.095139319832082
Steeles,116,2014,4.561057602753861,25363,density,11.181617169054691,6.138927073206497
Steeles,116,2015,4.561057602753861,22654,density,11.620111959998011,4.823442700376533
Steeles,116,2016,4.561057602753861,37358,density,8.331401027923103,6.358174468678158
Steeles,116,2017,4.561057602753861,22791,density,11.400864564526351,4.165700513961552
Steeles,116,2018,4.561057602753861,26380,density,8.989143214338085,4.384947909433212
Steeles,116,2019,4.561057602753861,27818,density,8.989143214338085,5.481184886791515
Steeles,116,2020,4.561057602753861,25128,density,12.935596332827975,5.700432282263176
Steeles,116,2021,4.561057602753861,25939,density,10.52387498263971,4.384947909433212
Steeles,116,2022,4.561057602753861,23806,density,16.662802055846207,7.673658841508121
Mount Dennis,115,2014,2.1293427329433303,13596,density,51.659133261252926,21.602910272887588
Mount Dennis,115,2015,2.1293427329433303,11761,density,63.399845366083134,26.76882359901288
Mount Dennis,115,2016,2.1293427329433303,13718,density,59.17318900834426,24.420681178046838
Mount Dennis,115,2017,2.1293427329433303,21341,density,68.09613020801523,30.056222988365338
Mount Dennis,115,2018,2.1293427329433303,13438,density,60.112445976730676,22.542167241274004
Mount Dennis,115,2019,2.1293427329433303,13899,density,50.71987629286651,25.829566630626463
Mount Dennis,115,2020,2.1293427329433303,15305,density,45.08433448254801,25.359938146433255
Mount Dennis,115,2021,2.1293427329433303,15032,density,46.023591450934425,23.011795725467213
Mount Dennis,115,2022,2.1293427329433303,12910,density,63.86947385027634,26.29919511481967
Lambton Baby Point,114,2014,1.7821444016176349,8220,density,16.272530987767876,7.294582856585599
Lambton Baby Point,114,2015,1.7821444016176349,9294,density,19.63926153696123,6.172339340187815
Lambton Baby Point,114,2016,1.7821444016176349,9431,density,28.617209668143502,8.977948131182275
Lambton Baby Point,114,2017,1.7821444016176349,11960,density,36.472914282927995,12.905800438574522
Lambton Baby Point,114,2018,1.7821444016176349,6936,density,51.06207999609919,16.272530987767876
Lambton Baby Point,114,2019,1.7821444016176349,13922,density,32.54506197553575,14.589165713171198
Lambton Baby Point,114,2020,1.7821444016176349,8344,density,26.933844393546828,8.977948131182275
Lambton Baby Point,114,2021,1.7821444016176349,6436,density,29.178331426342396,12.905800438574522
Lambton Baby Point,114,2022,1.7821444016176349,7668,density,27.494966151745718,6.172339340187815
Weston,113,2014,2.5655981586631373,18560,density,79.9033937983569,31.96135751934276
Weston,113,2015,2.5655981586631373,18704,density,86.13975624115548,32.74090282469258
Weston,113,2016,2.5655981586631373,18248,density,74.44657666090814,32.74090282469258
Weston,113,2017,2.5655981586631373,19023,density,104.84884356955125,35.85908404609187
Weston,113,2018,2.5655981586631373,20438,density,97.05339051605301,37.41817465679152
Weston,113,2019,2.5655981586631373,19094,density,95.88407255802828,30.40226690864311
Weston,113,2020,2.5655981586631373,19541,density,102.51020765350178,38.587492614816256
Weston,113,2021,2.5655981586631373,18478,density,109.9158880543251,42.09544648889046
Weston,113,2022,2.5655981586631373,20090,density,128.23520273004596,51.44999015308834
Beechborough-Greenbrook,112,2014,1.8335671023386113,6644,density,65.44620038554726,18.543090109238392
Beechborough-Greenbrook,112,2015,1.8335671023386113,6378,density,59.44696535020543,22.360785131728647
Beechborough-Greenbrook,112,2016,1.8335671023386113,7273,density,40.90387524096704,15.270780089961027
Beechborough-Greenbrook,112,2017,1.8335671023386113,6240,density,71.99082042410198,33.81387019919942
Beechborough-Greenbrook,112,2018,1.8335671023386113,6939,density,59.44696535020543,32.177715189560736
Beechborough-Greenbrook,112,2019,1.8335671023386113,9958,density,41.44926024417993,13.634625080322346
Beechborough-Greenbrook,112,2020,1.8335671023386113,5851,density,49.08465028916045,19.633860115664177
Beechborough-Greenbrook,112,2021,1.8335671023386113,11176,density,56.17465533092807,25.63309515100601
Beechborough-Greenbrook,112,2022,1.8335671023386113,5805,density,53.4477303148636,31.08694518313495
Rockcliffe-Smythe,111,2014,5.0708977644932975,23075,density,42.39880391701874,13.01544678382901
Rockcliffe-Smythe,111,2015,5.0708977644932975,21883,density,34.90506182935962,13.409854262126858
Rockcliffe-Smythe,111,2016,5.0708977644932975,24497,density,46.145674960848304,20.903596349785985
Rockcliffe-Smythe,111,2017,5.0708977644932975,30787,density,34.90506182935962,21.495207567232757
Rockcliffe-Smythe,111,2018,5.0708977644932975,29168,density,43.77923009106121,20.903596349785985
Rockcliffe-Smythe,111,2019,5.0708977644932975,22549,density,37.271506699146705,15.184687914467178
Rockcliffe-Smythe,111,2020,5.0708977644932975,23102,density,38.45472913404026,15.77629913191395
Rockcliffe-Smythe,111,2021,5.0708977644932975,22886,density,36.08828426425316,19.325966436594587
Rockcliffe-Smythe,111,2022,5.0708977644932975,20586,density,36.877099220848855,15.973502871062875
Keelesdale-Eglinton West,110,2014,1.7506169887333463,11393,density,56.55149049572012,23.991541422426717
Keelesdale-Eglinton West,110,2015,1.7506169887333463,10708,density,38.272220840537855,18.279269655182258
Keelesdale-Eglinton West,110,2016,1.7506169887333463,11942,density,38.272220840537855,21.135405538804488
Keelesdale-Eglinton West,110,2017,1.7506169887333463,11822,density,39.985902370711194,18.279269655182258
Keelesdale-Eglinton West,110,2018,1.7506169887333463,13955,density,40.557129547435636,17.708042478457813
Keelesdale-Eglinton West,110,2019,1.7506169887333463,11886,density,47.411855668128986,24.562768599151163
Keelesdale-Eglinton West,110,2020,1.7506169887333463,13398,density,58.8363992026179,19.992951185355597
Keelesdale-Eglinton West,110,2021,1.7506169887333463,11388,density,57.12271767244456,26.847677306048944
Keelesdale-Eglinton West,110,2022,1.7506169887333463,11592,density,45.69817413795565,19.421724008631152
Palmerston-Little Italy,80,2014,1.4352428177742171,14397,density,85.00303815433705,22.29587886015398
Palmerston-Little Italy,80,2015,1.4352428177742171,12854,density,66.88763658046194,21.59913264577417
Palmerston-Little Italy,80,2016,1.4352428177742171,18028,density,75.24859115301969,28.56659478957229
Palmerston-Little Italy,80,2017,1.4352428177742171,13404,density,89.18351544061592,23.689371288913605
Palmerston-Little Italy,80,2018,1.4352428177742171,18239,density,90.57700786937555,35.53405693337041
Palmerston-Little Italy,80,2019,1.4352428177742171,15082,density,91.97050029813516,38.32104179088965
Palmerston-Little Italy,80,2020,1.4352428177742171,14688,density,89.18351544061592,38.32104179088965
Palmerston-Little Italy,80,2021,1.4352428177742171,14133,density,90.57700786937555,39.71453421964928
Palmerston-Little Italy,80,2022,1.4352428177742171,16471,density,94.75748515565442,30.656833432711725
University,79,2014,1.405192015437037,7038,density,225.59194509898205,64.04818630570469
University,79,2015,1.405192015437037,6541,density,195.7027914896532,62.62489327668903
University,79,2016,1.405192015437037,7761,density,252.6345126502796,78.28111659586128
University,79,2017,1.405192015437037,7224,density,263.30921036789704,74.0112375088143
University,79,2018,1.405192015437037,7640,density,281.10037323059277,82.55099568290827
University,79,2019,1.405192015437037,7974,density,276.8304941435458,86.1092282554474
University,79,2020,1.405192015437037,6970,density,264.7325033969127,88.2441677989709
University,79,2021,1.405192015437037,7174,density,129.51966564042505,57.643367675134215
University,79,2022,1.405192015437037,8802,density,185.02809377203576,89.66746082798656
Kensington-Chinatown,78,2014,1.534610660495242,18528,density,381.20418100784707,116.64196307761475
Kensington-Chinatown,78,2015,1.534610660495242,18106,density,337.5448987385723,121.20338062813599
Kensington-Chinatown,78,2016,1.534610660495242,17732,density,437.2444537713938,140.75231298751277
Kensington-Chinatown,78,2017,1.534610660495242,19426,density,467.2194833891049,144.66209945938812
Kensington-Chinatown,78,2018,1.534610660495242,20741,density,589.0744950958867,183.75996417814167
Kensington-Chinatown,78,2019,1.534610660495242,20170,density,554.5380479276545,151.17841024584703
Kensington-Chinatown,78,2020,1.534610660495242,21645,density,609.9266896125553,177.24365339168273
Kensington-Chinatown,78,2021,1.534610660495242,19337,density,560.4027276354675,201.35400330158075
Kensington-Chinatown,78,2022,1.534610660495242,20328,density,529.7760669391105,215.0382559531445
North St.James Town,74,2014,0.42391884053223794,18917,density,563.7871619481009,153.33123651308185
North St.James Town,74,2015,0.42391884053223794,19834,density,526.0440883448807,153.33123651308185
North St.James Town,74,2016,0.42391884053223794,17535,density,868.0906928740634,250.04786262133345
North St.James Town,74,2017,0.42391884053223794,20069,density,929.4231874792961,233.53526791992465
North St.James Town,74,2018,0.42391884053223794,19261,density,901.1158822768809,325.53400982777373
North St.James Town,74,2019,0.42391884053223794,19889,density,830.3476192708432,250.04786262133345
North St.James Town,74,2020,0.42391884053223794,25432,density,995.4735662849313,219.38161531871708
North St.James Town,74,2021,0.42391884053223794,18784,density,1011.9861609863401,316.09824142696874
North St.James Town,74,2022,0.42391884053223794,19695,density,842.1423297718495,254.76574682173597
Moss Park,73,2014,1.3968898894822799,17536,density,624.243905382681,134.58469519718352
Moss Park,73,2015,1.3968898894822799,18744,density,679.3663603304636,152.48159615425578
Moss Park,73,2016,1.3968898894822799,19530,density,787.4636421111801,193.28653033638057
Moss Park,73,2017,1.3968898894822799,18809,density,856.1877417863377,204.02467091062394
Moss Park,73,2018,1.3968898894822799,20528,density,910.5943206958374,206.8881750637555
Moss Park,73,2019,1.3968898894822799,20802,density,1078.8251896923168,253.4201175521434
Moss Park,73,2020,1.3968898894822799,22426,density,1091.7109583814088,267.0217622795183
Moss Park,73,2021,1.3968898894822799,22273,density,1158.2874299417176,266.30588624123544
Moss Park,73,2022,1.3968898894822799,20444,density,918.4689571169491,222.63744790597912
Regent Park,72,2014,0.6502712515274605,10973,density,272.19410297508045,43.058954142950576
Regent Park,72,2015,0.6502712515274605,11041,density,247.58898632196582,58.43715205114721
Regent Park,72,2016,0.6502712515274605,11149,density,366.0011102150799,66.12625100524554
Regent Park,72,2017,0.6502712515274605,11087,density,430.58954142950574,133.7903218013107
Regent Park,72,2018,0.6502712515274605,13221,density,438.27864038360406,144.55506033704836
Regent Park,72,2019,0.6502712515274605,13064,density,536.6991069960626,186.0761946891793
Regent Park,72,2020,0.6502712515274605,12737,density,475.186315363276,138.40378117376972
Regent Park,72,2021,0.6502712515274605,14028,density,465.959396618358,164.546717617704
Regent Park,72,2022,0.6502712515274605,12503,density,366.0011102150799,123.02558326557308
Cabbagetown-South St.James Town,71,2014,1.417905937638262,11606,density,183.36900431707733,47.958047282927915
Cabbagetown-South St.James Town,71,2015,1.417905937638262,10309,density,236.96917480976145,56.42123209756225
Cabbagetown-South St.James Town,71,2016,1.417905937638262,10333,density,169.26369629268675,55.71596669634272
Cabbagetown-South St.James Town,71,2017,1.417905937638262,12261,density,184.77953511951637,47.25278188170839
Cabbagetown-South St.James Town,71,2018,1.417905937638262,13887,density,189.71639292805307,54.30543589390366
Cabbagetown-South St.James Town,71,2019,1.417905937638262,11672,density,149.51626505853997,50.779108887806025
Cabbagetown-South St.James Town,71,2020,1.417905937638262,12179,density,228.50598999512712,58.537028301220836
Cabbagetown-South St.James Town,71,2021,1.417905937638262,11349,density,204.52696635366317,70.5265401219528
Cabbagetown-South St.James Town,71,2022,1.417905937638262,17137,density,165.73736928658911,71.23180552317234
South Riverdale,70,2014,11.030087465310032,27329,density,30.734117119756803,11.423300168405184
South Riverdale,70,2015,11.030087465310032,26978,density,32.72866159360533,11.967266843091146
South Riverdale,70,2016,11.030087465310032,27190,density,30.643456007309144,9.70073903189964
South Riverdale,70,2017,11.030087465310032,30641,density,28.28626708366998,10.516689043928581
South Riverdale,70,2018,11.030087465310032,29243,density,33.54461160563427,12.420572405329446
South Riverdale,70,2019,11.030087465310032,29558,density,33.72593383052959,12.964539080015408
South Riverdale,70,2020,11.030087465310032,30604,density,42.97336730019093,16.228339128131175
South Riverdale,70,2021,11.030087465310032,28298,density,41.70411172592369,16.409661353026493
South Riverdale,70,2022,11.030087465310032,30344,density,34.813867179901514,12.692555742672427
Blake-Jones,69,2014,0.9412009738733563,8000,density,122.18431896296983,31.874170164252998
Blake-Jones,69,2015,0.9412009738733563,7950,density,143.4337657391385,45.68631056876263
Blake-Jones,69,2016,0.9412009738733563,7747,density,100.93487218680116,31.874170164252998
Blake-Jones,69,2017,0.9412009738733563,8142,density,123.24679130177826,38.249004197103595
Blake-Jones,69,2018,0.9412009738733563,9022,density,117.93442960773609,46.74878290757106
Blake-Jones,69,2019,0.9412009738733563,9992,density,126.43420831820356,38.249004197103595
Blake-Jones,69,2020,0.9412009738733563,7060,density,132.80904235105416,39.31147653591203
Blake-Jones,69,2021,0.9412009738733563,8478,density,121.12184662416139,50.998672262804796
Blake-Jones,69,2022,0.9412009738733563,8095,density,99.87239984799272,40.37394887472046
North Riverdale,68,2014,1.786047335860542,12229,density,77.26558934313447,20.156240698208993
North Riverdale,68,2015,1.786047335860542,12355,density,97.98172561629372,34.15363007196524
North Riverdale,68,2016,1.786047335860542,12489,density,93.50256101669171,23.51561414791049
North Riverdale,68,2017,1.786047335860542,12612,density,68.86715571888072,25.75519644771149
North Riverdale,68,2018,1.786047335860542,11710,density,76.70569376818422,29.674465472363238
North Riverdale,68,2019,1.786047335860542,13507,density,99.10151676619421,26.315092022661737
North Riverdale,68,2020,1.786047335860542,17566,density,76.14579819323397,30.794256622263738
North Riverdale,68,2021,1.786047335860542,11514,density,72.22652916858222,28.554674322462738
North Riverdale,68,2022,1.786047335860542,11873,density,74.46611146838322,32.473943347114485
Playter Estates-Danforth,67,2014,0.8875805921316858,7711,density,99.14592633064682,23.659823328904352
Playter Estates-Danforth,67,2015,0.8875805921316858,7885,density,114.91914188324972,34.92640586647786
Playter Estates-Danforth,67,2016,0.8875805921316858,8886,density,101.39924283816151,37.179722373992554
Playter Estates-Danforth,67,2017,0.8875805921316858,7781,density,113.79248362949237,52.95293792659546
Playter Estates-Danforth,67,2018,0.8875805921316858,7481,density,125.05906616706586,46.192988404051356
Playter Estates-Danforth,67,2019,0.8875805921316858,8603,density,144.21225648094082,64.21952046416897
Playter Estates-Danforth,67,2020,0.8875805921316858,7109,density,144.21225648094082,60.839545702896906
Playter Estates-Danforth,67,2021,0.8875805921316858,7643,density,138.57896521215406,40.55969713526461
Playter Estates-Danforth,67,2022,0.8875805921316858,9687,density,127.31238267458056,46.192988404051356
Danforth,66,2014,1.1196654241138897,9877,density,86.63302260741544,24.114346498971308
Danforth,66,2015,1.1196654241138897,9893,density,83.9536507741964,23.221222554564964
Danforth,66,2016,1.1196654241138897,9542,density,100.02988177351061,31.259338054222066
Danforth,66,2017,1.1196654241138897,9864,density,86.63302260741544,46.44244510912993
Danforth,66,2018,1.1196654241138897,10837,density,111.64049305079308,31.259338054222066
Danforth,66,2019,1.1196654241138897,10727,density,149.15169871585957,50.014940886755305
Danforth,66,2020,1.1196654241138897,10526,density,110.74736910638674,39.297453553879166
Danforth,66,2021,1.1196654241138897,9080,density,115.21298882841847,35.72495777625379
Danforth,66,2022,1.1196654241138897,9819,density,121.46485643926289,41.9768253870982
Greenwood-Coxwell,65,2014,1.6751509483597091,14827,density,63.87484071496561,22.0875617425582
Greenwood-Coxwell,65,2015,1.6751509483597091,15786,density,65.66572409949735,28.654134152507936
Greenwood-Coxwell,65,2016,1.6751509483597091,13441,density,103.27427517466403,27.46021189615344
Greenwood-Coxwell,65,2017,1.6751509483597091,15895,density,78.20190779121958,35.81766769063492
Greenwood-Coxwell,65,2018,1.6751509483597091,16589,density,102.08035291830953,35.81766769063492
Greenwood-Coxwell,65,2019,1.6751509483597091,13546,density,120.58614789180423,43.57816235693915
Greenwood-Coxwell,65,2020,1.6751509483597091,17104,density,127.74968142993121,53.72650153595238
Greenwood-Coxwell,65,2021,1.6751509483597091,13351,density,115.213497738209,39.39943445969841
Greenwood-Coxwell,65,2022,1.6751509483597091,16496,density,94.91681938018255,25.669328511621693
Woodbine Corridor,64,2014,1.595650188949278,12558,density,82.72489854867304,30.081781290426562
Woodbine Corridor,64,2015,1.595650188949278,13779,density,87.73852876374414,30.081781290426562
Woodbine Corridor,64,2016,1.595650188949278,11342,density,110.29986473156406,44.49596815875596
Woodbine Corridor,64,2017,1.595650188949278,12127,density,117.19360627728682,43.242560604988185
Woodbine Corridor,64,2018,1.595650188949278,16805,density,117.8203100541707,41.36244927433652
Woodbine Corridor,64,2019,1.595650188949278,16171,density,135.36801580691952,52.0164134813626
Woodbine Corridor,64,2020,1.595650188949278,12864,density,137.8748309144551,45.12267193563984
Woodbine Corridor,64,2021,1.595650188949278,13186,density,192.3980595033532,71.44423056476309
Woodbine Corridor,64,2022,1.595650188949278,12744,density,147.27538756771338,47.62948704317539
The Beaches,63,2014,3.5956885747885763,22002,density,47.835065919220625,8.899547147761977
The Beaches,63,2015,3.5956885747885763,21394,density,37.8230753779884,11.12443393470247
The Beaches,63,2016,3.5956885747885763,18806,density,47.556955070853064,11.680655631437594
The Beaches,63,2017,3.5956885747885763,39238,density,61.74060833759871,14.739874963480773
The Beaches,63,2018,3.5956885747885763,21049,density,67.30282530494995,17.799094295523954
The Beaches,63,2019,3.5956885747885763,29346,density,55.34405882514479,19.745870234096884
The Beaches,63,2020,3.5956885747885763,19850,density,72.86504227230118,16.964761750421268
The Beaches,63,2021,3.5956885747885763,22037,density,60.906275792496025,21.414535324302257
The Beaches,63,2022,3.5956885747885763,26779,density,57.56894561208529,23.083200414507626
East End-Danforth,62,2014,2.6389579685700513,21558,density,98.90267412687355,34.483307837339055
East End-Danforth,62,2015,2.6389579685700513,20559,density,92.83967494668207,35.620120183624955
East End-Danforth,62,2016,2.6389579685700513,21716,density,101.55523626820732,31.072870798481347
East End-Danforth,62,2017,2.6389579685700513,23547,density,103.44992351201716,40.925244466292504
East End-Danforth,62,2018,2.6389579685700513,22755,density,101.17629881944536,43.57780660762628
East End-Danforth,62,2019,2.6389579685700513,22756,density,118.2284840137339,48.88293089029383
East End-Danforth,62,2020,2.6389579685700513,22276,density,136.41748155430835,51.91443048038957
East End-Danforth,62,2021,2.6389579685700513,23185,density,135.28066920802246,37.13586997867283
East End-Danforth,62,2022,2.6389579685700513,21390,density,132.2491696179267,46.60930619772202
Taylor-Massey,61,2014,1.0628770786617925,16093,density,132.65880206723904,33.87033244269933
Taylor-Massey,61,2015,1.0628770786617925,18633,density,111.01942300662559,47.98297096049072
Taylor-Massey,61,2016,1.0628770786617925,16023,density,189.1093561384046,57.39139663901831
Taylor-Massey,61,2017,1.0628770786617925,16207,density,132.65880206723904,48.92381352834348
Taylor-Massey,61,2018,1.0628770786617925,17679,density,131.7179594993863,55.50971150331279
Taylor-Massey,61,2019,1.0628770786617925,15395,density,128.89543179582802,56.450554071165556
Taylor-Massey,61,2020,1.0628770786617925,22380,density,206.98536492760704,68.68150745325143
Taylor-Massey,61,2021,1.0628770786617925,16163,density,252.14580818453948,92.2025716495704
Taylor-Massey,61,2022,1.0628770786617925,13807,density,229.56558655607324,85.61667367460109
Woodbine-Lumsden,60,2014,1.1962665439991902,8136,density,45.14044154363357,18.39055025851738
Woodbine-Lumsden,60,2015,1.1962665439991902,9326,density,35.94516641437488,15.046813847877857
Woodbine-Lumsden,60,2016,1.1962665439991902,7204,density,47.64824385161321,16.718682053197618
Woodbine-Lumsden,60,2017,1.1962665439991902,8172,density,54.33571667289226,29.257693593095834
Woodbine-Lumsden,60,2018,1.1962665439991902,10047,density,35.109232311715,13.374945642558094
Woodbine-Lumsden,60,2019,1.1962665439991902,7783,density,49.32011205693298,20.898352566497024
Woodbine-Lumsden,60,2020,1.1962665439991902,11825,density,41.79670513299405,15.882747950537738
Woodbine-Lumsden,60,2021,1.1962665439991902,7063,density,51.827914364912615,15.046813847877857
Woodbine-Lumsden,60,2022,1.1962665439991902,8324,density,35.94516641437488,16.718682053197618
Danforth East York,59,2014,2.1885909525028233,17503,density,70.82182251678665,21.931919231004898
Danforth East York,59,2015,2.1885909525028233,20141,density,57.114372997408594,25.13032411885978
Danforth East York,59,2016,2.1885909525028233,16040,density,66.70958766097323,26.957984054776855
Danforth East York,59,2017,2.1885909525028233,17373,density,79.96012219637203,32.44096386252808
Danforth East York,59,2018,2.1885909525028233,17883,density,84.07235705218545,38.83777363823784
Danforth East York,59,2019,2.1885909525028233,18848,density,72.19256746872446,29.242558974673198
Danforth East York,59,2020,2.1885909525028233,18904,density,81.33086714830984,38.380858654258574
Danforth East York,59,2021,2.1885909525028233,18600,density,76.30480232453787,28.78564399069393
Danforth East York,59,2022,2.1885909525028233,19321,density,85.90001698810252,28.78564399069393
Old East York,58,2014,2.349848587206977,9484,density,24.68244137761175,11.91566135470912
Old East York,58,2015,2.349848587206977,8409,density,27.235797382192274,8.085627347838331
Old East York,58,2016,2.349848587206977,10498,density,25.959119379902013,8.93674601603184
Old East York,58,2017,2.349848587206977,8836,density,22.554644707127977,9.78786468422535
Old East York,58,2018,2.349848587206977,9241,density,31.491390723159817,8.511186681935087
Old East York,58,2019,2.349848587206977,11345,density,31.91695005725657,11.490102020612365
Old East York,58,2020,2.349848587206977,8984,density,32.76806872545008,11.490102020612365
Old East York,58,2021,2.349848587206977,9525,density,31.91695005725657,17.447932697966927
Old East York,58,2022,2.349848587206977,12046,density,29.7891533867728,13.192339356999383
Runnymede-Bloor West Village,89,2014,1.5936021267354865,10390,density,37.65055216317434,13.177693257111018
Runnymede-Bloor West Village,89,2015,1.5936021267354865,11276,density,43.925644190370065,10.040147243513157
Runnymede-Bloor West Village,89,2016,1.5936021267354865,10522,density,45.80817179852878,14.432711662550163
Runnymede-Bloor West Village,89,2017,1.5936021267354865,9984,density,35.76802455501562,17.570257676148024
Runnymede-Bloor West Village,89,2018,1.5936021267354865,10595,density,45.80817179852878,15.060220865269736
Runnymede-Bloor West Village,89,2019,1.5936021267354865,15223,density,58.358355852920226,16.31523927070888
Runnymede-Bloor West Village,89,2020,1.5936021267354865,11706,density,66.51597548827466,16.31523927070888
Runnymede-Bloor West Village,89,2021,1.5936021267354865,9236,density,47.06319020396793,17.570257676148024
Runnymede-Bloor West Village,89,2022,1.5936021267354865,10514,density,59.61337425835937,10.040147243513157
High Park North,88,2014,1.8822441289567873,22393,density,106.25614229480836,36.658369091708884
High Park North,88,2015,1.8822441289567873,21602,density,112.63151083249686,35.06452695728676
High Park North,88,2016,1.8822441289567873,21666,density,125.38224790787386,38.78349193760505
High Park North,88,2017,1.8822441289567873,25135,density,119.00687937018536,32.939404111390594
High Park North,88,2018,1.8822441289567873,30159,density,142.3832306750432,28.689158419598257
High Park North,88,2019,1.8822441289567873,21884,density,131.2263357340883,37.189649803182924
High Park North,88,2020,1.8822441289567873,27623,density,151.94628348157596,30.283000554020383
High Park North,88,2021,1.8822441289567873,22444,density,154.07140632747212,49.94038687855993
High Park North,88,2022,1.8822441289567873,25002,density,196.04258253392143,45.15886047529355
High Park-Swansea,87,2014,5.35756705061279,23439,density,49.46275006855765,17.35862549575797
High Park-Swansea,87,2015,5.35756705061279,30720,density,47.96953497214837,21.46496701088351
High Park-Swansea,87,2016,5.35756705061279,22431,density,50.2093576167623,19.41179625332074
High Park-Swansea,87,2017,5.35756705061279,30605,density,51.88922460022275,20.158403801525385
High Park-Swansea,87,2018,5.35756705061279,22237,density,62.90168593624124,26.131264187162532
High Park-Swansea,87,2019,5.35756705061279,29895,density,60.66186329162731,25.011352864855567
