NEIGHBOURHOOD,HOOD_ID,OCC_YEAR,area,POP,type,PersonInCrisis,MentalHealth
South Eglinton-Davisville,174,2014,0.944300725452111,18261,count,138.0,35.0
South Eglinton-Davisville,174,2015,0.944300725452111,18859,count,139.0,37.0
South Eglinton-Davisville,174,2016,0.944300725452111,19359,count,163.0,61.0
South Eglinton-Davisville,174,2017,0.944300725452111,16653,count,146.0,49.0
South Eglinton-Davisville,174,2018,0.944300725452111,30610,count,216.0,61.0
South Eglinton-Davisville,174,2019,0.944300725452111,18707,count,201.0,74.0
South Eglinton-Davisville,174,2020,0.944300725452111,21753,count,190.0,86.0
South Eglinton-Davisville,174,2021,0.944300725452111,20261,count,206.0,84.0
South Eglinton-Davisville,174,2022,0.944300725452111,21368,count,188.0,68.0
North Toronto,173,2014,0.40202724094748443,11629,count,85.0,26.0
North Toronto,173,2015,0.40202724094748443,12674,count,97.0,32.0
North Toronto,173,2016,0.40202724094748443,12131,count,126.0,57.0
North Toronto,173,2017,0.40202724094748443,11306,count,121.0,34.0
North Toronto,173,2018,0.40202724094748443,11259,count,131.0,43.0
North Toronto,173,2019,0.40202724094748443,21392,count,122.0,39.0
North Toronto,173,2020,0.40202724094748443,12636,count,268.0,88.0
North Toronto,173,2021,0.40202724094748443,13860,count,444.0,126.0
North Toronto,173,2022,0.40202724094748443,12733,count,232.0,80.0
Dovercourt Village,172,2014,1.5029888337879207,13591,count,85.0,28.0
Dovercourt Village,172,2015,1.5029888337879207,14869,count,91.0,40.0
Dovercourt Village,172,2016,1.5029888337879207,11489,count,125.0,45.0
Dovercourt Village,172,2017,1.5029888337879207,13992,count,191.0,77.0
Dovercourt Village,172,2018,1.5029888337879207,17477,count,231.0,63.0
Dovercourt Village,172,2019,1.5029888337879207,13722,count,261.0,67.0
Dovercourt Village,172,2020,1.5029888337879207,13325,count,234.0,76.0
Dovercourt Village,172,2021,1.5029888337879207,17438,count,194.0,72.0
Dovercourt Village,172,2022,1.5029888337879207,15190,count,226.0,97.0
Junction-Wallace Emerson,171,2014,2.222846962176362,23486,count,262.0,72.0
Junction-Wallace Emerson,171,2015,2.222846962176362,24211,count,238.0,72.0
Junction-Wallace Emerson,171,2016,2.222846962176362,24113,count,251.0,76.0
Junction-Wallace Emerson,171,2017,2.222846962176362,26073,count,269.0,82.0
Junction-Wallace Emerson,171,2018,2.222846962176362,22859,count,290.0,91.0
Junction-Wallace Emerson,171,2019,2.222846962176362,26436,count,329.0,116.0
Junction-Wallace Emerson,171,2020,2.222846962176362,31211,count,316.0,102.0
Junction-Wallace Emerson,171,2021,2.222846962176362,23023,count,355.0,97.0
Junction-Wallace Emerson,171,2022,2.222846962176362,24503,count,256.0,83.0
Yonge-Bay Corridor,170,2014,1.1187145978079425,10319,count,470.0,125.0
Yonge-Bay Corridor,170,2015,1.1187145978079425,10647,count,453.0,144.0
Yonge-Bay Corridor,170,2016,1.1187145978079425,11256,count,598.0,176.0
Yonge-Bay Corridor,170,2017,1.1187145978079425,12185,count,587.0,178.0
Yonge-Bay Corridor,170,2018,1.1187145978079425,13218,count,746.0,179.0
Yonge-Bay Corridor,170,2019,1.1187145978079425,13335,count,751.0,184.0
Yonge-Bay Corridor,170,2020,1.1187145978079425,13781,count,753.0,172.0
Yonge-Bay Corridor,170,2021,1.1187145978079425,13715,count,827.0,193.0
Yonge-Bay Corridor,170,2022,1.1187145978079425,15547,count,839.0,199.0
Bay-Cloverhill,169,2014,0.6905425701135255,14004,count,169.0,41.0
Bay-Cloverhill,169,2015,0.6905425701135255,14024,count,160.0,46.0
Bay-Cloverhill,169,2016,0.6905425701135255,15186,count,194.0,45.0
Bay-Cloverhill,169,2017,0.6905425701135255,14851,count,223.0,56.0
Bay-Cloverhill,169,2018,0.6905425701135255,15812,count,277.0,57.0
Bay-Cloverhill,169,2019,0.6905425701135255,19015,count,285.0,66.0
Bay-Cloverhill,169,2020,0.6905425701135255,16994,count,252.0,70.0
Bay-Cloverhill,169,2021,0.6905425701135255,18974,count,289.0,59.0
Bay-Cloverhill,169,2022,0.6905425701135255,18018,count,304.0,80.0
Bendale-Glen Andrew,156,2014,4.913181683454962,18640,count,115.0,43.0
Bendale-Glen Andrew,156,2015,4.913181683454962,19608,count,123.0,43.0
Bendale-Glen Andrew,156,2016,4.913181683454962,18733,count,123.0,58.0
Bendale-Glen Andrew,156,2017,4.913181683454962,21909,count,128.0,53.0
Bendale-Glen Andrew,156,2018,4.913181683454962,21074,count,153.0,59.0
Bendale-Glen Andrew,156,2019,4.913181683454962,22070,count,156.0,55.0
Bendale-Glen Andrew,156,2020,4.913181683454962,18920,count,133.0,51.0
Bendale-Glen Andrew,156,2021,4.913181683454962,19941,count,166.0,80.0
Bendale-Glen Andrew,156,2022,4.913181683454962,21491,count,150.0,57.0
Downsview,155,2014,8.28275983054251,15777,count,128.0,42.0
Downsview,155,2015,8.28275983054251,20262,count,99.0,28.0
Downsview,155,2016,8.28275983054251,14923,count,107.0,47.0
Downsview,155,2017,8.28275983054251,14099,count,123.0,44.0
Downsview,155,2018,8.28275983054251,17675,count,142.0,52.0
Downsview,155,2019,8.28275983054251,20047,count,134.0,51.0
Downsview,155,2020,8.28275983054251,16023,count,119.0,50.0
Downsview,155,2021,8.28275983054251,14657,count,191.0,119.0
Downsview,155,2022,8.28275983054251,18461,count,181.0,92.0
Oakdale-Beverley Heights,154,2014,6.685081902858789,20337,count,121.0,69.0
Oakdale-Beverley Heights,154,2015,6.685081902858789,20646,count,162.0,68.0
Oakdale-Beverley Heights,154,2016,6.685081902858789,19646,count,240.0,69.0
Oakdale-Beverley Heights,154,2017,6.685081902858789,21161,count,245.0,117.0
Oakdale-Beverley Heights,154,2018,6.685081902858789,20527,count,245.0,101.0
Oakdale-Beverley Heights,154,2019,6.685081902858789,20645,count,223.0,120.0
Oakdale-Beverley Heights,154,2020,6.685081902858789,24526,count,236.0,109.0
Oakdale-Beverley Heights,154,2021,6.685081902858789,19925,count,341.0,164.0
Oakdale-Beverley Heights,154,2022,6.685081902858789,22250,count,299.0,142.0
Avondale,153,2014,1.0316732955483585,12833,count,46.0,18.0
Avondale,153,2015,1.0316732955483585,14758,count,60.0,10.0
Avondale,153,2016,1.0316732955483585,12069,count,46.0,13.0
Avondale,153,2017,1.0316732955483585,14364,count,50.0,17.0
Avondale,153,2018,1.0316732955483585,17003,count,60.0,25.0
Avondale,153,2019,1.0316732955483585,13761,count,70.0,23.0
Avondale,153,2020,1.0316732955483585,15677,count,64.0,25.0
Avondale,153,2021,1.0316732955483585,19111,count,50.0,27.0
Avondale,153,2022,1.0316732955483585,15507,count,85.0,42.0
East Willowdale,152,2014,3.513763074742229,15813,count,44.0,23.0
East Willowdale,152,2015,3.513763074742229,17275,count,50.0,21.0
East Willowdale,152,2016,3.513763074742229,14255,count,54.0,25.0
East Willowdale,152,2017,3.513763074742229,16362,count,56.0,17.0
East Willowdale,152,2018,3.513763074742229,18525,count,84.0,41.0
East Willowdale,152,2019,3.513763074742229,18445,count,87.0,43.0
East Willowdale,152,2020,3.513763074742229,21501,count,70.0,47.0
East Willowdale,152,2021,3.513763074742229,16743,count,98.0,61.0
East Willowdale,152,2022,3.513763074742229,15453,count,46.0,27.0
Yonge-Doris,151,2014,0.4717128416836226,21549,count,80.0,30.0
Yonge-Doris,151,2015,0.4717128416836226,18932,count,93.0,36.0
Yonge-Doris,151,2016,0.4717128416836226,25638,count,94.0,35.0
Yonge-Doris,151,2017,0.4717128416836226,19823,count,86.0,31.0
Yonge-Doris,151,2018,0.4717128416836226,24303,count,93.0,47.0
Yonge-Doris,151,2019,0.4717128416836226,25632,count,103.0,43.0
Yonge-Doris,151,2020,0.4717128416836226,19801,count,121.0,48.0
Yonge-Doris,151,2021,0.4717128416836226,38825,count,115.0,67.0
Yonge-Doris,151,2022,0.4717128416836226,23584,count,130.0,53.0
Fenside-Parkwoods,150,2014,3.3154869658405723,21446,count,76.0,39.0
Fenside-Parkwoods,150,2015,3.3154869658405723,20272,count,104.0,41.0
Fenside-Parkwoods,150,2016,3.3154869658405723,20354,count,110.0,39.0
Fenside-Parkwoods,150,2017,3.3154869658405723,25354,count,170.0,71.0
Fenside-Parkwoods,150,2018,3.3154869658405723,21163,count,142.0,54.0
Fenside-Parkwoods,150,2019,3.3154869658405723,31684,count,121.0,58.0
Fenside-Parkwoods,150,2020,3.3154869658405723,20487,count,128.0,68.0
Fenside-Parkwoods,150,2021,3.3154869658405723,22084,count,133.0,62.0
Fenside-Parkwoods,150,2022,3.3154869658405723,18993,count,122.0,79.0
Parkwoods-O'Connor Hills,149,2014,4.146939971296634,14443,count,58.0,18.0
Parkwoods-O'Connor Hills,149,2015,4.146939971296634,11513,count,49.0,17.0
Parkwoods-O'Connor Hills,149,2016,4.146939971296634,13216,count,51.0,26.0
Parkwoods-O'Connor Hills,149,2017,4.146939971296634,23097,count,69.0,36.0
Parkwoods-O'Connor Hills,149,2018,4.146939971296634,13088,count,85.0,44.0
Parkwoods-O'Connor Hills,149,2019,4.146939971296634,19754,count,81.0,35.0
Parkwoods-O'Connor Hills,149,2020,4.146939971296634,13597,count,79.0,35.0
Parkwoods-O'Connor Hills,149,2021,4.146939971296634,18459,count,103.0,34.0
Parkwoods-O'Connor Hills,149,2022,4.146939971296634,33656,count,103.0,42.0
East L'Amoreaux,148,2014,3.694283566408539,22721,count,88.0,33.0
East L'Amoreaux,148,2015,3.694283566408539,22174,count,79.0,25.0
East L'Amoreaux,148,2016,3.694283566408539,23000,count,89.0,34.0
East L'Amoreaux,148,2017,3.694283566408539,21281,count,120.0,55.0
East L'Amoreaux,148,2018,3.694283566408539,20353,count,135.0,43.0
East L'Amoreaux,148,2019,3.694283566408539,39506,count,135.0,59.0
East L'Amoreaux,148,2020,3.694283566408539,26454,count,112.0,60.0
East L'Amoreaux,148,2021,3.694283566408539,23511,count,146.0,66.0
East L'Amoreaux,148,2022,3.694283566408539,25765,count,111.0,58.0
L'Amoreaux West,147,2014,3.4607575409410374,22678,count,71.0,23.0
L'Amoreaux West,147,2015,3.4607575409410374,22489,count,81.0,40.0
L'Amoreaux West,147,2016,3.4607575409410374,22270,count,89.0,29.0
L'Amoreaux West,147,2017,3.4607575409410374,23645,count,128.0,52.0
L'Amoreaux West,147,2018,3.4607575409410374,23787,count,116.0,39.0
L'Amoreaux West,147,2019,3.4607575409410374,24893,count,156.0,71.0
L'Amoreaux West,147,2020,3.4607575409410374,26357,count,136.0,44.0
L'Amoreaux West,147,2021,3.4607575409410374,22740,count,110.0,53.0
L'Amoreaux West,147,2022,3.4607575409410374,22365,count,127.0,47.0
Malvern East,146,2014,4.8322540066949315,27206,count,131.0,46.0
Malvern East,146,2015,4.8322540066949315,26269,count,148.0,77.0
Malvern East,146,2016,4.8322540066949315,26418,count,151.0,66.0
Malvern East,146,2017,4.8322540066949315,27359,count,157.0,63.0
Malvern East,146,2018,4.8322540066949315,28576,count,177.0,68.0
Malvern East,146,2019,4.8322540066949315,29835,count,139.0,74.0
Malvern East,146,2020,4.8322540066949315,27009,count,179.0,69.0
Malvern East,146,2021,4.8322540066949315,28356,count,202.0,107.0
Malvern East,146,2022,4.8322540066949315,24122,count,229.0,96.0
Malvern West,145,2014,4.029760323973451,18690,count,58.0,27.0
Malvern West,145,2015,4.029760323973451,16992,count,99.0,44.0
Malvern West,145,2016,4.029760323973451,18628,count,88.0,38.0
Malvern West,145,2017,4.029760323973451,20704,count,95.0,35.0
Malvern West,145,2018,4.029760323973451,18593,count,108.0,49.0
Malvern West,145,2019,4.029760323973451,24607,count,91.0,55.0
Malvern West,145,2020,4.029760323973451,16401,count,111.0,39.0
Malvern West,145,2021,4.029760323973451,20278,count,102.0,46.0
Malvern West,145,2022,4.029760323973451,24943,count,82.0,32.0
Morningside Heights,144,2014,28.954551531500115,26461,count,68.0,37.0
Morningside Heights,144,2015,28.954551531500115,26652,count,93.0,42.0
Morningside Heights,144,2016,28.954551531500115,27015,count,113.0,49.0
Morningside Heights,144,2017,28.954551531500115,27805,count,108.0,55.0
Morningside Heights,144,2018,28.954551531500115,30321,count,140.0,48.0
Morningside Heights,144,2019,28.954551531500115,25476,count,121.0,51.0
Morningside Heights,144,2020,28.954551531500115,30640,count,117.0,50.0
Morningside Heights,144,2021,28.954551531500115,25850,count,100.0,51.0
Morningside Heights,144,2022,28.954551531500115,27803,count,121.0,52.0
West Rouge,143,2014,8.582875676473645,21029,count,104.0,43.0
West Rouge,143,2015,8.582875676473645,19967,count,79.0,28.0
West Rouge,143,2016,8.582875676473645,18469,count,94.0,41.0
West Rouge,143,2017,8.582875676473645,23423,count,98.0,42.0
West Rouge,143,2018,8.582875676473645,19786,count,104.0,44.0
West Rouge,143,2019,8.582875676473645,21370,count,100.0,40.0
West Rouge,143,2020,8.582875676473645,28647,count,97.0,39.0
West Rouge,143,2021,8.582875676473645,20792,count,137.0,64.0
West Rouge,143,2022,8.582875676473645,29027,count,90.0,48.0
Woburn North,142,2014,6.29913776896302,27887,count,138.0,53.0
Woburn North,142,2015,6.29913776896302,28759,count,139.0,57.0
Woburn North,142,2016,6.29913776896302,25600,count,174.0,75.0
Woburn North,142,2017,6.29913776896302,31082,count,200.0,75.0
Woburn North,142,2018,6.29913776896302,34395,count,229.0,101.0
Woburn North,142,2019,6.29913776896302,27197,count,220.0,77.0
Woburn North,142,2020,6.29913776896302,34180,count,261.0,103.0
Woburn North,142,2021,6.29913776896302,25339,count,278.0,87.0
Woburn North,142,2022,6.29913776896302,34596,count,268.0,94.0
Golfdale-Cedarbrae-Woburn,141,2014,6.0349485053724905,27040,count,137.0,45.0
Golfdale-Cedarbrae-Woburn,141,2015,6.0349485053724905,28145,count,133.0,51.0
Golfdale-Cedarbrae-Woburn,141,2016,6.0349485053724905,25240,count,168.0,55.0
Golfdale-Cedarbrae-Woburn,141,2017,6.0349485053724905,32300,count,139.0,57.0
Golfdale-Cedarbrae-Woburn,141,2018,6.0349485053724905,26974,count,150.0,54.0
Golfdale-Cedarbrae-Woburn,141,2019,6.0349485053724905,32316,count,180.0,67.0
Golfdale-Cedarbrae-Woburn,141,2020,6.0349485053724905,29213,count,204.0,84.0
Golfdale-Cedarbrae-Woburn,141,2021,6.0349485053724905,29167,count,191.0,75.0
Golfdale-Cedarbrae-Woburn,141,2022,6.0349485053724905,27626,count,199.0,96.0
Guildwood,140,2014,3.806041933919177,9897,count,41.0,16.0
Guildwood,140,2015,3.806041933919177,9336,count,51.0,21.0
Guildwood,140,2016,3.806041933919177,9470,count,49.0,16.0
Guildwood,140,2017,3.806041933919177,12280,count,65.0,19.0
Guildwood,140,2018,3.806041933919177,9503,count,69.0,21.0
Guildwood,140,2019,3.806041933919177,11758,count,59.0,21.0
Guildwood,140,2020,3.806041933919177,9688,count,65.0,22.0
Guildwood,140,2021,3.806041933919177,9856,count,87.0,36.0
Guildwood,140,2022,3.806041933919177,9480,count,80.0,26.0
Scarborough Village,139,2014,3.151521086135769,16983,count,154.0,48.0
Scarborough Village,139,2015,3.151521086135769,18292,count,135.0,62.0
Scarborough Village,139,2016,3.151521086135769,17057,count,131.0,41.0
Scarborough Village,139,2017,3.151521086135769,19365,count,156.0,53.0
Scarborough Village,139,2018,3.151521086135769,15003,count,185.0,73.0
Scarborough Village,139,2019,3.151521086135769,20016,count,167.0,58.0
Scarborough Village,139,2020,3.151521086135769,17775,count,201.0,72.0
Scarborough Village,139,2021,3.151521086135769,19427,count,171.0,63.0
Scarborough Village,139,2022,3.151521086135769,16205,count,163.0,74.0
Eglinton East,138,2014,3.223246936758893,23077,count,144.0,39.0
Eglinton East,138,2015,3.223246936758893,23308,count,139.0,57.0
Eglinton East,138,2016,3.223246936758893,23806,count,147.0,58.0
Eglinton East,138,2017,3.223246936758893,23570,count,145.0,50.0
Eglinton East,138,2018,3.223246936758893,24101,count,191.0,70.0
Eglinton East,138,2019,3.223246936758893,24801,count,218.0,72.0
Eglinton East,138,2020,3.223246936758893,24693,count,194.0,82.0
Eglinton East,138,2021,3.223246936758893,22888,count,204.0,84.0
Eglinton East,138,2022,3.223246936758893,29472,count,187.0,72.0
West Hill,136,2014,9.625474911351231,27567,count,301.0,75.0
West Hill,136,2015,9.625474911351231,27231,count,370.0,121.0
West Hill,136,2016,9.625474911351231,28969,count,439.0,158.0
West Hill,136,2017,9.625474911351231,30041,count,392.0,137.0
West Hill,136,2018,9.625474911351231,27521,count,416.0,159.0
West Hill,136,2019,9.625474911351231,31990,count,370.0,142.0
West Hill,136,2020,9.625474911351231,28330,count,457.0,137.0
West Hill,136,2021,9.625474911351231,26781,count,598.0,203.0
West Hill,136,2022,9.625474911351231,27974,count,588.0,188.0
Morningside,135,2014,5.740184832507999,17831,count,209.0,71.0
Morningside,135,2015,5.740184832507999,20166,count,175.0,74.0
Morningside,135,2016,5.740184832507999,15842,count,190.0,81.0
Morningside,135,2017,5.740184832507999,19767,count,215.0,94.0
Morningside,135,2018,5.740184832507999,17550,count,200.0,86.0
Morningside,135,2019,5.740184832507999,20823,count,204.0,89.0
Morningside,135,2020,5.740184832507999,19526,count,165.0,72.0
Morningside,135,2021,5.740184832507999,15393,count,167.0,86.0
Morningside,135,2022,5.740184832507999,20270,count,156.0,63.0
Highland Creek,134,2014,5.248109417969915,13144,count,54.0,22.0
Highland Creek,134,2015,5.248109417969915,15500,count,57.0,19.0
Highland Creek,134,2016,5.248109417969915,11851,count,83.0,31.0
Highland Creek,134,2017,5.248109417969915,20145,count,77.0,38.0
Highland Creek,134,2018,5.248109417969915,11388,count,59.0,30.0
Highland Creek,134,2019,5.248109417969915,22465,count,82.0,37.0
Highland Creek,134,2020,5.248109417969915,13515,count,81.0,29.0
Highland Creek,134,2021,5.248109417969915,13544,count,60.0,25.0
Highland Creek,134,2022,5.248109417969915,11882,count,57.0,33.0
Centennial Scarborough,133,2014,5.4683704701994476,13670,count,63.0,22.0
Centennial Scarborough,133,2015,5.4683704701994476,11468,count,48.0,19.0
Centennial Scarborough,133,2016,5.4683704701994476,13491,count,53.0,21.0
Centennial Scarborough,133,2017,5.4683704701994476,15534,count,63.0,25.0
Centennial Scarborough,133,2018,5.4683704701994476,22117,count,65.0,17.0
Centennial Scarborough,133,2019,5.4683704701994476,12199,count,62.0,18.0
Centennial Scarborough,133,2020,5.4683704701994476,12786,count,78.0,38.0
Centennial Scarborough,133,2021,5.4683704701994476,14383,count,56.0,20.0
Centennial Scarborough,133,2022,5.4683704701994476,11486,count,60.0,35.0
Milliken,130,2014,9.477952329590778,27251,count,37.0,14.0
Milliken,130,2015,9.477952329590778,26541,count,53.0,21.0
Milliken,130,2016,9.477952329590778,29217,count,67.0,25.0
Milliken,130,2017,9.477952329590778,31585,count,77.0,28.0
Milliken,130,2018,9.477952329590778,24456,count,83.0,32.0
Milliken,130,2019,9.477952329590778,28206,count,69.0,25.0
Milliken,130,2020,9.477952329590778,34200,count,87.0,40.0
Milliken,130,2021,9.477952329590778,26313,count,81.0,33.0
Milliken,130,2022,9.477952329590778,25746,count,48.0,34.0
Agincourt North,129,2014,7.26195130323986,30287,count,69.0,31.0
Agincourt North,129,2015,7.26195130323986,39526,count,80.0,34.0
Agincourt North,129,2016,7.26195130323986,27597,count,82.0,47.0
Agincourt North,129,2017,7.26195130323986,26695,count,51.0,29.0
Agincourt North,129,2018,7.26195130323986,31816,count,74.0,29.0
Agincourt North,129,2019,7.26195130323986,38897,count,91.0,43.0
Agincourt North,129,2020,7.26195130323986,40682,count,89.0,36.0
Agincourt North,129,2021,7.26195130323986,28382,count,111.0,65.0
Agincourt North,129,2022,7.26195130323986,22375,count,120.0,66.0
Agincourt South-Malvern West,128,2014,7.873015606772118,23649,count,118.0,45.0
Agincourt South-Malvern West,128,2015,7.873015606772118,24744,count,106.0,46.0
Agincourt South-Malvern West,128,2016,7.873015606772118,22244,count,110.0,44.0
Agincourt South-Malvern West,128,2017,7.873015606772118,25177,count,120.0,55.0
Agincourt South-Malvern West,128,2018,7.873015606772118,26036,count,103.0,41.0
Agincourt South-Malvern West,128,2019,7.873015606772118,29892,count,119.0,44.0
Agincourt South-Malvern West,128,2020,7.873015606772118,26485,count,186.0,66.0
Agincourt South-Malvern West,128,2021,7.873015606772118,25664,count,252.0,84.0
Agincourt South-Malvern West,128,2022,7.873015606772118,30455,count,256.0,83.0
Dorset Park,126,2014,6.0120947769280235,25014,count,153.0,60.0
Dorset Park,126,2015,6.0120947769280235,23026,count,144.0,78.0
Dorset Park,126,2016,6.0120947769280235,28887,count,167.0,57.0
Dorset Park,126,2017,6.0120947769280235,25387,count,161.0,82.0
Dorset Park,126,2018,6.0120947769280235,25321,count,184.0,82.0
Dorset Park,126,2019,6.0120947769280235,27484,count,194.0,82.0
Dorset Park,126,2020,6.0120947769280235,28737,count,189.0,93.0
Dorset Park,126,2021,6.0120947769280235,24719,count,161.0,80.0
Dorset Park,126,2022,6.0120947769280235,28417,count,171.0,97.0
Ionview,125,2014,1.952879146749798,13900,count,118.0,36.0
Ionview,125,2015,1.952879146749798,16064,count,112.0,50.0
Ionview,125,2016,1.952879146749798,13102,count,144.0,40.0
Ionview,125,2017,1.952879146749798,16867,count,137.0,49.0
Ionview,125,2018,1.952879146749798,12931,count,119.0,33.0
Ionview,125,2019,1.952879146749798,30141,count,142.0,46.0
Ionview,125,2020,1.952879146749798,12659,count,114.0,49.0
Ionview,125,2021,1.952879146749798,14142,count,147.0,72.0
Ionview,125,2022,1.952879146749798,15122,count,184.0,65.0
Kennedy Park,124,2014,3.5808115896325914,17692,count,260.0,66.0
Kennedy Park,124,2015,3.5808115896325914,22750,count,307.0,79.0
Kennedy Park,124,2016,3.5808115896325914,15815,count,201.0,66.0
Kennedy Park,124,2017,3.5808115896325914,20752,count,262.0,74.0
Kennedy Park,124,2018,3.5808115896325914,18097,count,284.0,81.0
Kennedy Park,124,2019,3.5808115896325914,18232,count,264.0,82.0
Kennedy Park,124,2020,3.5808115896325914,17915,count,319.0,88.0
Kennedy Park,124,2021,3.5808115896325914,17778,count,364.0,132.0
Kennedy Park,124,2022,3.5808115896325914,16804,count,262.0,112.0
Cliffcrest,123,2014,7.190772541603627,16221,count,96.0,29.0
Cliffcrest,123,2015,7.190772541603627,16049,count,102.0,30.0
Cliffcrest,123,2016,7.190772541603627,15321,count,90.0,39.0
Cliffcrest,123,2017,7.190772541603627,21344,count,130.0,48.0
Cliffcrest,123,2018,7.190772541603627,15981,count,138.0,56.0
Cliffcrest,123,2019,7.190772541603627,17669,count,123.0,38.0
Cliffcrest,123,2020,7.190772541603627,20291,count,179.0,52.0
Cliffcrest,123,2021,7.190772541603627,17254,count,199.0,57.0
Cliffcrest,123,2022,7.190772541603627,17502,count,183.0,59.0
Birchcliffe-Cliffside,122,2014,6.009013992966525,22290,count,165.0,44.0
Birchcliffe-Cliffside,122,2015,6.009013992966525,22678,count,137.0,64.0
Birchcliffe-Cliffside,122,2016,6.009013992966525,25697,count,174.0,54.0
Birchcliffe-Cliffside,122,2017,6.009013992966525,22030,count,189.0,67.0
Birchcliffe-Cliffside,122,2018,6.009013992966525,22068,count,251.0,86.0
Birchcliffe-Cliffside,122,2019,6.009013992966525,25806,count,214.0,83.0
Birchcliffe-Cliffside,122,2020,6.009013992966525,25699,count,243.0,81.0
Birchcliffe-Cliffside,122,2021,6.009013992966525,22456,count,234.0,84.0
Birchcliffe-Cliffside,122,2022,6.009013992966525,22313,count,195.0,76.0
Downtown Yonge East,168,2014,0.8085240154082739,13218,count,631.0,169.0
Downtown Yonge East,168,2015,0.8085240154082739,13179,count,854.0,185.0
Downtown Yonge East,168,2016,0.8085240154082739,12846,count,824.0,210.0
Downtown Yonge East,168,2017,0.8085240154082739,13514,count,1003.0,222.0
Downtown Yonge East,168,2018,0.8085240154082739,15064,count,1042.0,255.0
Downtown Yonge East,168,2019,0.8085240154082739,16645,count,1239.0,279.0
Downtown Yonge East,168,2020,0.8085240154082739,15821,count,1247.0,272.0
Downtown Yonge East,168,2021,0.8085240154082739,17631,count,1696.0,328.0
Downtown Yonge East,168,2022,0.8085240154082739,15462,count,1318.0,259.0
Church-Wellesley,167,2014,0.5561803045961741,17628,count,419.0,84.0
Church-Wellesley,167,2015,0.5561803045961741,17663,count,474.0,102.0
Church-Wellesley,167,2016,0.5561803045961741,19090,count,626.0,143.0
Church-Wellesley,167,2017,0.5561803045961741,19083,count,785.0,150.0
Church-Wellesley,167,2018,0.5561803045961741,20429,count,674.0,160.0
Church-Wellesley,167,2019,0.5561803045961741,20425,count,747.0,177.0
Church-Wellesley,167,2020,0.5561803045961741,23239,count,734.0,134.0
Church-Wellesley,167,2021,0.5561803045961741,21356,count,740.0,225.0
Church-Wellesley,167,2022,0.5561803045961741,20470,count,587.0,155.0
St Lawrence-East Bayfront-The Islands,166,2014,11.314114779431211,22557,count,174.0,40.0
St Lawrence-East Bayfront-The Islands,166,2015,11.314114779431211,23166,count,227.0,69.0
St Lawrence-East Bayfront-The Islands,166,2016,11.314114779431211,23043,count,307.0,72.0
St Lawrence-East Bayfront-The Islands,166,2017,11.314114779431211,23887,count,327.0,91.0
St Lawrence-East Bayfront-The Islands,166,2018,11.314114779431211,28564,count,368.0,95.0
St Lawrence-East Bayfront-The Islands,166,2019,11.314114779431211,25886,count,414.0,126.0
St Lawrence-East Bayfront-The Islands,166,2020,11.314114779431211,28892,count,462.0,112.0
St Lawrence-East Bayfront-The Islands,166,2021,11.314114779431211,31135,count,648.0,159.0
St Lawrence-East Bayfront-The Islands,166,2022,11.314114779431211,33086,count,558.0,156.0
Harbourfront-CityPlace,165,2014,1.1383239621692516,23182,count,103.0,35.0
Harbourfront-CityPlace,165,2015,1.1383239621692516,22197,count,146.0,45.0
Harbourfront-CityPlace,165,2016,1.1383239621692516,26579,count,170.0,85.0
Harbourfront-CityPlace,165,2017,1.1383239621692516,25351,count,167.0,56.0
Harbourfront-CityPlace,165,2018,1.1383239621692516,30550,count,218.0,60.0
Harbourfront-CityPlace,165,2019,1.1383239621692516,30973,count,354.0,94.0
Harbourfront-CityPlace,165,2020,1.1383239621692516,28795,count,575.0,148.0
Harbourfront-CityPlace,165,2021,1.1383239621692516,28218,count,612.0,185.0
Harbourfront-CityPlace,165,2022,1.1383239621692516,49847,count,459.0,169.0
Wellington Place,164,2014,0.9796303431862317,14795,count,255.0,67.0
Wellington Place,164,2015,0.9796303431862317,16518,count,245.0,74.0
Wellington Place,164,2016,0.9796303431862317,18397,count,318.0,67.0
Wellington Place,164,2017,0.9796303431862317,20253,count,369.0,90.0
Wellington Place,164,2018,0.9796303431862317,22105,count,456.0,97.0
Wellington Place,164,2019,0.9796303431862317,26764,count,480.0,106.0
Wellington Place,164,2020,0.9796303431862317,24921,count,433.0,124.0
Wellington Place,164,2021,0.9796303431862317,24675,count,479.0,159.0
Wellington Place,164,2022,0.9796303431862317,29132,count,528.0,168.0
Fort York-Liberty Village,163,2014,2.339519586521202,15011,count,92.0,30.0
Fort York-Liberty Village,163,2015,2.339519586521202,18402,count,97.0,20.0
Fort York-Liberty Village,163,2016,2.339519586521202,22723,count,87.0,42.0
Fort York-Liberty Village,163,2017,2.339519586521202,16488,count,93.0,51.0
Fort York-Liberty Village,163,2018,2.339519586521202,18792,count,228.0,64.0
Fort York-Liberty Village,163,2019,2.339519586521202,18263,count,221.0,73.0
Fort York-Liberty Village,163,2020,2.339519586521202,25253,count,245.0,76.0
Fort York-Liberty Village,163,2021,2.339519586521202,18972,count,573.0,168.0
Fort York-Liberty Village,163,2022,2.339519586521202,22057,count,429.0,145.0
West Queen West,162,2014,0.9017405371267447,13231,count,405.0,113.0
West Queen West,162,2015,0.9017405371267447,15657,count,410.0,147.0
West Queen West,162,2016,0.9017405371267447,13789,count,450.0,190.0
