district,Listed_AllApartments,Leased_AllApartments,LeasedvsListed_AllApartments,Year,Quarter,YearQuarter,RoomType,TotalLeased,AvgLeaseRate,TotalLeasedPerRoom,AvgLeaseRatePerRoom
C01,2038.0,1194.0,0.5858684985279686,2012,1,2012Q1,OneBedroom,759.0,1666.0,759.0,1666.0
C01,2038.0,1194.0,0.5858684985279686,2012,1,2012Q1,TwoBedroom,370.0,2510.0,740.0,1255.0
C01,2038.0,1194.0,0.5858684985279686,2012,1,2012Q1,ThreeBedroom,6.0,3194.0,18.0,1064.6666666666667
C01,2038.0,1194.0,0.5858684985279686,2012,1,2012Q1,AllApartments,1135.0,1949.2140969162995,1517.0,1458.377059986816
C01,2038.0,1194.0,0.5858684985279686,2012,1,2012Q1,SharedApartments,376.0,2520.9148936170213,758.0,1250.480211081794
C01,2160.0,1350.0,0.625,2012,2,2012Q2,OneBedroom,795.0,1739.0,795.0,1739.0
C01,2160.0,1350.0,0.625,2012,2,2012Q2,TwoBedroom,453.0,2603.0,906.0,1301.5
C01,2160.0,1350.0,0.625,2012,2,2012Q2,ThreeBedroom,24.0,4321.0,72.0,1440.3333333333333
C01,2160.0,1350.0,0.625,2012,2,2012Q2,AllApartments,1272.0,2095.4150943396226,1773.0,1503.3096446700508
C01,2160.0,1350.0,0.625,2012,2,2012Q2,SharedApartments,477.0,2689.4402515723273,978.0,1311.7208588957055
C01,2255.0,1408.0,0.624390243902439,2012,3,2012Q3,OneBedroom,859.0,1802.0,859.0,1802.0
C01,2255.0,1408.0,0.624390243902439,2012,3,2012Q3,TwoBedroom,476.0,2667.0,952.0,1333.5
C01,2255.0,1408.0,0.624390243902439,2012,3,2012Q3,ThreeBedroom,23.0,3891.0,69.0,1297.0
C01,2255.0,1408.0,0.624390243902439,2012,3,2012Q3,AllApartments,1358.0,2140.576583210604,1880.0,1546.225
C01,2255.0,1408.0,0.624390243902439,2012,3,2012Q3,SharedApartments,499.0,2723.4168336673347,1021.0,1331.0333006856024
C01,1917.0,1012.0,0.5279081898800209,2012,4,2012Q4,OneBedroom,647.0,1844.0,647.0,1844.0
C01,1917.0,1012.0,0.5279081898800209,2012,4,2012Q4,TwoBedroom,319.0,2650.0,638.0,1325.0
C01,1917.0,1012.0,0.5279081898800209,2012,4,2012Q4,ThreeBedroom,9.0,3717.0,27.0,1239.0
C01,1917.0,1012.0,0.5279081898800209,2012,4,2012Q4,AllApartments,975.0,2124.9958974358974,1312.0,1579.1699695121952
C01,1917.0,1012.0,0.5279081898800209,2012,4,2012Q4,SharedApartments,328.0,2679.2774390243903,665.0,1321.5082706766918
C01,2845.0,1350.0,0.47451669595782076,2013,1,2013Q1,OneBedroom,868.0,1758.0,868.0,1758.0
C01,2845.0,1350.0,0.47451669595782076,2013,1,2013Q1,TwoBedroom,404.0,2578.0,808.0,1289.0
C01,2845.0,1350.0,0.47451669595782076,2013,1,2013Q1,ThreeBedroom,16.0,4719.0,48.0,1573.0
C01,2845.0,1350.0,0.47451669595782076,2013,1,2013Q1,AllApartments,1288.0,2051.9875776397516,1724.0,1533.0394431554525
C01,2845.0,1350.0,0.47451669595782076,2013,1,2013Q1,SharedApartments,420.0,2659.5619047619048,856.0,1304.9252336448599
C01,3601.0,2073.0,0.5756734240488753,2013,2,2013Q2,OneBedroom,1307.0,1734.0,1307.0,1734.0
C01,3601.0,2073.0,0.5756734240488753,2013,2,2013Q2,TwoBedroom,650.0,2650.0,1300.0,1325.0
C01,3601.0,2073.0,0.5756734240488753,2013,2,2013Q2,ThreeBedroom,20.0,4000.0,60.0,1333.3333333333333
C01,3601.0,2073.0,0.5756734240488753,2013,2,2013Q2,AllApartments,1977.0,2058.087000505817,2667.0,1525.623547056618
C01,3601.0,2073.0,0.5756734240488753,2013,2,2013Q2,SharedApartments,670.0,2690.2985074626868,1360.0,1325.3676470588234
C01,3479.0,2100.0,0.6036217303822937,2013,3,2013Q3,OneBedroom,1287.0,1780.0,1287.0,1780.0
C01,3479.0,2100.0,0.6036217303822937,2013,3,2013Q3,TwoBedroom,685.0,2616.0,1370.0,1308.0
C01,3479.0,2100.0,0.6036217303822937,2013,3,2013Q3,ThreeBedroom,27.0,3804.0,81.0,1268.0
C01,3479.0,2100.0,0.6036217303822937,2013,3,2013Q3,AllApartments,1999.0,2093.8109054527263,2738.0,1528.6807888970052
C01,3479.0,2100.0,0.6036217303822937,2013,3,2013Q3,SharedApartments,712.0,2661.050561797753,1451.0,1305.7670572019297
C01,2955.0,1289.0,0.4362098138747885,2013,4,2013Q4,OneBedroom,840.0,1767.0,840.0,1767.0
C01,2955.0,1289.0,0.4362098138747885,2013,4,2013Q4,TwoBedroom,378.0,2592.0,756.0,1296.0
C01,2955.0,1289.0,0.4362098138747885,2013,4,2013Q4,ThreeBedroom,14.0,3696.0,42.0,1232.0
C01,2955.0,1289.0,0.4362098138747885,2013,4,2013Q4,AllApartments,1232.0,2042.0454545454545,1638.0,1535.8974358974358
C01,2955.0,1289.0,0.4362098138747885,2013,4,2013Q4,SharedApartments,392.0,2631.4285714285716,798.0,1292.6315789473683
C01,3751.0,1659.0,0.4422820581178352,2014,1,2014Q1,OneBedroom,1102.0,1750.0,1102.0,1750.0
C01,3751.0,1659.0,0.4422820581178352,2014,1,2014Q1,TwoBedroom,469.0,2588.0,938.0,1294.0
C01,3751.0,1659.0,0.4422820581178352,2014,1,2014Q1,ThreeBedroom,24.0,4354.0,72.0,1451.3333333333333
C01,3751.0,1659.0,0.4422820581178352,2014,1,2014Q1,AllApartments,1595.0,2035.5912225705329,2112.0,1537.2954545454545
C01,3751.0,1659.0,0.4422820581178352,2014,1,2014Q1,SharedApartments,493.0,2673.971602434077,1010.0,1305.2158415841584
C01,3927.0,2410.0,0.6137000254647313,2014,2,2014Q2,OneBedroom,1573.0,1760.0,1573.0,1760.0
C01,3927.0,2410.0,0.6137000254647313,2014,2,2014Q2,TwoBedroom,698.0,2562.0,1396.0,1281.0
C01,3927.0,2410.0,0.6137000254647313,2014,2,2014Q2,ThreeBedroom,27.0,3774.0,81.0,1258.0
C01,3927.0,2410.0,0.6137000254647313,2014,2,2014Q2,AllApartments,2298.0,2027.2645778938206,3050.0,1527.4275409836066
C01,3927.0,2410.0,0.6137000254647313,2014,2,2014Q2,SharedApartments,725.0,2607.136551724138,1477.0,1279.7386594448205
C01,3792.0,2560.0,0.6751054852320675,2014,3,2014Q3,OneBedroom,1585.0,1789.0,1585.0,1789.0
C01,3792.0,2560.0,0.6751054852320675,2014,3,2014Q3,TwoBedroom,814.0,2616.0,1628.0,1308.0
C01,3792.0,2560.0,0.6751054852320675,2014,3,2014Q3,ThreeBedroom,37.0,3584.0,111.0,1194.6666666666667
C01,3792.0,2560.0,0.6751054852320675,2014,3,2014Q3,AllApartments,2436.0,2092.60960591133,3324.0,1533.5731046931407
C01,3792.0,2560.0,0.6751054852320675,2014,3,2014Q3,SharedApartments,851.0,2658.086956521739,1739.0,1300.7659574468084
C01,3550.0,1639.0,0.46169014084507043,2014,4,2014Q4,OneBedroom,1072.0,1744.0,1072.0,1744.0
C01,3550.0,1639.0,0.46169014084507043,2014,4,2014Q4,TwoBedroom,482.0,2556.0,964.0,1278.0
C01,3550.0,1639.0,0.46169014084507043,2014,4,2014Q4,ThreeBedroom,18.0,4139.0,54.0,1379.6666666666667
C01,3550.0,1639.0,0.46169014084507043,2014,4,2014Q4,AllApartments,1572.0,2020.3956743002545,2090.0,1519.646889952153
C01,3550.0,1639.0,0.46169014084507043,2014,4,2014Q4,SharedApartments,500.0,2612.988,1018.0,1283.392927308448
C01,4633.0,2106.0,0.4545650766242176,2015,1,2015Q1,OneBedroom,1336.0,1704.0,1336.0,1704.0
C01,4633.0,2106.0,0.4545650766242176,2015,1,2015Q1,TwoBedroom,640.0,2487.0,1280.0,1243.5
C01,4633.0,2106.0,0.4545650766242176,2015,1,2015Q1,ThreeBedroom,34.0,3410.0,102.0,1136.6666666666667
C01,4633.0,2106.0,0.4545650766242176,2015,1,2015Q1,AllApartments,2010.0,1982.171144278607,2718.0,1465.8440029433407
C01,4633.0,2106.0,0.4545650766242176,2015,1,2015Q1,SharedApartments,674.0,2533.560830860534,1382.0,1235.6150506512301
C01,4924.0,2931.0,0.5952477660438668,2015,2,2015Q2,OneBedroom,1836.0,1749.0,1836.0,1749.0
C01,4924.0,2931.0,0.5952477660438668,2015,2,2015Q2,TwoBedroom,841.0,2639.0,1682.0,1319.5
C01,4924.0,2931.0,0.5952477660438668,2015,2,2015Q2,ThreeBedroom,53.0,3602.0,159.0,1200.6666666666667
C01,4924.0,2931.0,0.5952477660438668,2015,2,2015Q2,AllApartments,2730.0,2059.146153846154,3677.0,1528.8194180038074
C01,4924.0,2931.0,0.5952477660438668,2015,2,2015Q2,SharedApartments,894.0,2696.0906040268455,1841.0,1309.2368278109723
C01,4720.0,3154.0,0.6682203389830509,2015,3,2015Q3,OneBedroom,1984.0,1783.0,1984.0,1783.0
C01,4720.0,3154.0,0.6682203389830509,2015,3,2015Q3,TwoBedroom,921.0,2693.0,1842.0,1346.5
C01,4720.0,3154.0,0.6682203389830509,2015,3,2015Q3,ThreeBedroom,68.0,3408.0,204.0,1136.0
C01,4720.0,3154.0,0.6682203389830509,2015,3,2015Q3,AllApartments,2973.0,2102.0750084090146,4030.0,1550.7367245657567
C01,4720.0,3154.0,0.6682203389830509,2015,3,2015Q3,SharedApartments,989.0,2742.1607684529827,2046.0,1325.5117302052786
C01,3809.0,2008.0,0.5271724862168549,2015,4,2015Q4,OneBedroom,1326.0,1791.0,1326.0,1791.0
C01,3809.0,2008.0,0.5271724862168549,2015,4,2015Q4,TwoBedroom,559.0,2670.0,1118.0,1335.0
C01,3809.0,2008.0,0.5271724862168549,2015,4,2015Q4,ThreeBedroom,40.0,3436.0,120.0,1145.3333333333333
C01,3809.0,2008.0,0.5271724862168549,2015,4,2015Q4,AllApartments,1925.0,2080.4342857142856,2564.0,1561.9485179407177
C01,3809.0,2008.0,0.5271724862168549,2015,4,2015Q4,SharedApartments,599.0,2721.151919866444,1238.0,1316.6155088852988
C01,4059.0,2351.0,0.5792067011579207,2016,1,2016Q1,OneBedroom,1548.0,1774.0,1548.0,1774.0
C01,4059.0,2351.0,0.5792067011579207,2016,1,2016Q1,TwoBedroom,634.0,2973.0,1268.0,1486.5
C01,4059.0,2351.0,0.5792067011579207,2016,1,2016Q1,ThreeBedroom,48.0,3534.0,144.0,1178.0
C01,4059.0,2351.0,0.5792067011579207,2016,1,2016Q1,AllApartments,2230.0,2152.7650224215245,2960.0,1621.8466216216216
C01,4059.0,2351.0,0.5792067011579207,2016,1,2016Q1,SharedApartments,682.0,3012.483870967742,1412.0,1455.0382436260622
C01,4152.0,2941.0,0.7083333333333334,2016,2,2016Q2,OneBedroom,1834.0,1855.0,1834.0,1855.0
C01,4152.0,2941.0,0.7083333333333334,2016,2,2016Q2,TwoBedroom,867.0,2748.0,1734.0,1374.0
C01,4152.0,2941.0,0.7083333333333334,2016,2,2016Q2,ThreeBedroom,69.0,3623.0,207.0,1207.6666666666667
C01,4152.0,2941.0,0.7083333333333334,2016,2,2016Q2,AllApartments,2770.0,2178.5462093862816,3775.0,1598.5623841059603
C01,4152.0,2941.0,0.7083333333333334,2016,2,2016Q2,SharedApartments,936.0,2812.503205128205,1941.0,1356.2612055641423
C01,4508.0,3377.0,0.7491126885536823,2016,3,2016Q3,OneBedroom,2073.0,1919.0,2073.0,1919.0
C01,4508.0,3377.0,0.7491126885536823,2016,3,2016Q3,TwoBedroom,1037.0,2817.0,2074.0,1408.5
C01,4508.0,3377.0,0.7491126885536823,2016,3,2016Q3,ThreeBedroom,50.0,4293.0,150.0,1431.0
C01,4508.0,3377.0,0.7491126885536823,2016,3,2016Q3,AllApartments,3160.0,2251.2550632911393,4297.0,1655.565743542006
C01,4508.0,3377.0,0.7491126885536823,2016,3,2016Q3,SharedApartments,1087.0,2884.893284268629,2224.0,1410.017535971223
C01,3405.0,1953.0,0.573568281938326,2016,4,2016Q4,OneBedroom,1235.0,1923.0,1235.0,1923.0
C01,3405.0,1953.0,0.573568281938326,2016,4,2016Q4,TwoBedroom,538.0,2864.0,1076.0,1432.0
C01,3405.0,1953.0,0.573568281938326,2016,4,2016Q4,ThreeBedroom,32.0,4423.0,96.0,1474.3333333333333
C01,3405.0,1953.0,0.573568281938326,2016,4,2016Q4,AllApartments,1805.0,2247.796675900277,2407.0,1685.6140423764023
C01,3405.0,1953.0,0.573568281938326,2016,4,2016Q4,SharedApartments,570.0,2951.522807017544,1172.0,1435.4675767918088
C01,3827.0,2137.0,0.5584008361640972,2017,1,2017Q1,OneBedroom,1351.0,1947.0,1351.0,1947.0
C01,3827.0,2137.0,0.5584008361640972,2017,1,2017Q1,TwoBedroom,632.0,2890.0,1264.0,1445.0
C01,3827.0,2137.0,0.5584008361640972,2017,1,2017Q1,ThreeBedroom,27.0,4338.0,81.0,1446.0
C01,3827.0,2137.0,0.5584008361640972,2017,1,2017Q1,AllApartments,2010.0,2275.623383084577,2696.0,1696.588649851632
C01,3827.0,2137.0,0.5584008361640972,2017,1,2017Q1,SharedApartments,659.0,2949.3262518968136,1345.0,1445.060223048327
C01,3791.0,2748.0,0.7248747032445265,2017,2,2017Q2,OneBedroom,1699.0,2030.0,1699.0,2030.0
C01,3791.0,2748.0,0.7248747032445265,2017,2,2017Q2,TwoBedroom,827.0,2983.0,1654.0,1491.5
C01,3791.0,2748.0,0.7248747032445265,2017,2,2017Q2,ThreeBedroom,58.0,4088.0,174.0,1362.6666666666667
C01,3791.0,2748.0,0.7248747032445265,2017,2,2017Q2,AllApartments,2584.0,2381.1977554179566,3527.0,1744.5463566770627
C01,3791.0,2748.0,0.7248747032445265,2017,2,2017Q2,SharedApartments,885.0,3055.4180790960454,1828.0,1479.2368708971553
C01,3797.0,2839.0,0.7476955491177245,2017,3,2017Q3,OneBedroom,1717.0,2158.0,1717.0,2158.0
C01,3797.0,2839.0,0.7476955491177245,2017,3,2017Q3,TwoBedroom,870.0,3039.0,1740.0,1519.5
C01,3797.0,2839.0,0.7476955491177245,2017,3,2017Q3,ThreeBedroom,67.0,4279.0,201.0,1426.3333333333333
C01,3797.0,2839.0,0.7476955491177245,2017,3,2017Q3,AllApartments,2654.0,2500.342501883949,3658.0,1814.0811919081466
C01,3797.0,2839.0,0.7476955491177245,2017,3,2017Q3,SharedApartments,937.0,3127.665955176094,1941.0,1509.8521380731581
C01,2903.0,1789.0,0.6162590423699621,2017,4,2017Q4,OneBedroom,1112.0,2152.0,1112.0,2152.0
C01,2903.0,1789.0,0.6162590423699621,2017,4,2017Q4,TwoBedroom,532.0,3158.0,1064.0,1579.0
C01,2903.0,1789.0,0.6162590423699621,2017,4,2017Q4,ThreeBedroom,48.0,4460.0,144.0,1486.6666666666667
C01,2903.0,1789.0,0.6162590423699621,2017,4,2017Q4,AllApartments,1692.0,2533.7825059101656,2320.0,1847.9137931034484
C01,2903.0,1789.0,0.6162590423699621,2017,4,2017Q4,SharedApartments,580.0,3265.751724137931,1208.0,1567.9933774834437
C01,3064.0,1906.0,0.6220626631853786,2018,1,2018Q1,OneBedroom,1199.0,2189.0,1199.0,2189.0
C01,3064.0,1906.0,0.6220626631853786,2018,1,2018Q1,TwoBedroom,551.0,3222.0,1102.0,1611.0
C01,3064.0,1906.0,0.6220626631853786,2018,1,2018Q1,ThreeBedroom,38.0,4687.0,114.0,1562.3333333333333
C01,3064.0,1906.0,0.6220626631853786,2018,1,2018Q1,AllApartments,1788.0,2560.4244966442952,2415.0,1895.6683229813664
C01,3064.0,1906.0,0.6220626631853786,2018,1,2018Q1,SharedApartments,589.0,3316.516129032258,1216.0,1606.4375
C01,3486.0,2534.0,0.7269076305220884,2018,2,2018Q2,OneBedroom,1534.0,2248.0,1534.0,2248.0
C01,3486.0,2534.0,0.7269076305220884,2018,2,2018Q2,TwoBedroom,782.0,3239.0,1564.0,1619.5
C01,3486.0,2534.0,0.7269076305220884,2018,2,2018Q2,ThreeBedroom,50.0,4298.0,150.0,1432.6666666666667
C01,3486.0,2534.0,0.7269076305220884,2018,2,2018Q2,AllApartments,2366.0,2618.8630600169063,3248.0,1907.7062807881773
C01,3486.0,2534.0,0.7269076305220884,2018,2,2018Q2,SharedApartments,832.0,3302.641826923077,1714.0,1603.149358226371
C01,3845.0,2727.0,0.7092327698309493,2018,3,2018Q3,OneBedroom,1744.0,2377.0,1744.0,2377.0
C01,3845.0,2727.0,0.7092327698309493,2018,3,2018Q3,TwoBedroom,760.0,3331.0,1520.0,1665.5
C01,3845.0,2727.0,0.7092327698309493,2018,3,2018Q3,ThreeBedroom,47.0,4356.0,141.0,1452.0
C01,3845.0,2727.0,0.7092327698309493,2018,3,2018Q3,AllApartments,2551.0,2697.6793414347317,3405.0,2021.0807635829663
C01,3845.0,2727.0,0.7092327698309493,2018,3,2018Q3,SharedApartments,807.0,3390.6964064436183,1661.0,1647.3762793497892
C01,3330.0,1727.0,0.5186186186186186,2018,4,2018Q4,OneBedroom,1152.0,2319.0,1152.0,2319.0
C01,3330.0,1727.0,0.5186186186186186,2018,4,2018Q4,TwoBedroom,443.0,3312.0,886.0,1656.0
C01,3330.0,1727.0,0.5186186186186186,2018,4,2018Q4,ThreeBedroom,33.0,4330.0,99.0,1443.3333333333333
C01,3330.0,1727.0,0.5186186186186186,2018,4,2018Q4,AllApartments,1628.0,2629.9717444717444,2137.0,2003.553579784745
C01,3330.0,1727.0,0.5186186186186186,2018,4,2018Q4,SharedApartments,476.0,3382.575630252101,985.0,1634.62538071066
C01,3959.0,1990.0,0.5026521848951756,2019,1,2019Q1,OneBedroom,1247.0,2326.0,1247.0,2326.0
C01,3959.0,1990.0,0.5026521848951756,2019,1,2019Q1,TwoBedroom,554.0,3304.0,1108.0,1652.0
C01,3959.0,1990.0,0.5026521848951756,2019,1,2019Q1,ThreeBedroom,35.0,5205.0,105.0,1735.0
C01,3959.0,1990.0,0.5026521848951756,2019,1,2019Q1,AllApartments,1836.0,2675.9874727668844,2460.0,1997.200406504065
C01,3959.0,1990.0,0.5026521848951756,2019,1,2019Q1,SharedApartments,589.0,3416.962648556876,1213.0,1659.184666117065
C01,4517.0,2768.0,0.6127961036085898,2019,2,2019Q2,OneBedroom,1723.0,2359.0,1723.0,2359.0
C01,4517.0,2768.0,0.6127961036085898,2019,2,2019Q2,TwoBedroom,771.0,3363.0,1542.0,1681.5
C01,4517.0,2768.0,0.6127961036085898,2019,2,2019Q2,ThreeBedroom,70.0,4888.0,210.0,1629.3333333333333
C01,4517.0,2768.0,0.6127961036085898,2019,2,2019Q2,AllApartments,2564.0,2729.949297971919,3475.0,2014.2705035971223
C01,4517.0,2768.0,0.6127961036085898,2019,2,2019Q2,SharedApartments,841.0,3489.9322235434006,1752.0,1675.2471461187215
C01,4931.0,3133.0,0.6353680794970594,2019,3,2019Q3,OneBedroom,2015.0,2417.0,2015.0,2417.0
C01,4931.0,3133.0,0.6353680794970594,2019,3,2019Q3,TwoBedroom,842.0,3443.0,1684.0,1721.5
C01,4931.0,3133.0,0.6353680794970594,2019,3,2019Q3,ThreeBedroom,63.0,4788.0,189.0,1596.0
C01,4931.0,3133.0,0.6353680794970594,2019,3,2019Q3,AllApartments,2920.0,2764.0085616438355,3888.0,2075.850051440329
C01,4931.0,3133.0,0.6353680794970594,2019,3,2019Q3,SharedApartments,905.0,3536.6298342541436,1873.0,1708.8360918312867
C01,4431.0,1872.0,0.42247799593771157,2019,4,2019Q4,OneBedroom,1262.0,2343.0,1262.0,2343.0
C01,4431.0,1872.0,0.42247799593771157,2019,4,2019Q4,TwoBedroom,454.0,3306.0,908.0,1653.0
C01,4431.0,1872.0,0.42247799593771157,2019,4,2019Q4,ThreeBedroom,28.0,4358.0,84.0,1452.6666666666667
C01,4431.0,1872.0,0.42247799593771157,2019,4,2019Q4,AllApartments,1744.0,2626.0401376146788,2254.0,2031.8606921029282
C01,4431.0,1872.0,0.42247799593771157,2019,4,2019Q4,SharedApartments,482.0,3367.1120331950206,992.0,1636.0362903225807
C01,5360.0,2127.0,0.39682835820895523,2020,1,2020Q1,OneBedroom,1386.0,2324.0,1386.0,2324.0
C01,5360.0,2127.0,0.39682835820895523,2020,1,2020Q1,TwoBedroom,547.0,3319.0,1094.0,1659.5
C01,5360.0,2127.0,0.39682835820895523,2020,1,2020Q1,ThreeBedroom,47.0,4788.0,141.0,1596.0
C01,5360.0,2127.0,0.39682835820895523,2020,1,2020Q1,AllApartments,1980.0,2657.370202020202,2621.0,2007.47539107211
C01,5360.0,2127.0,0.39682835820895523,2020,1,2020Q1,SharedApartments,594.0,3435.234006734007,1235.0,1652.2502024291498
C01,8152.0,2391.0,0.29330225711481844,2020,2,2020Q2,OneBedroom,1471.0,2179.0,1471.0,2179.0
C01,8152.0,2391.0,0.29330225711481844,2020,2,2020Q2,TwoBedroom,676.0,3002.0,1352.0,1501.0
C01,8152.0,2391.0,0.29330225711481844,2020,2,2020Q2,ThreeBedroom,74.0,3959.0,222.0,1319.6666666666667
C01,8152.0,2391.0,0.29330225711481844,2020,2,2020Q2,AllApartments,2221.0,2488.8009905448,3045.0,1815.3126436781608
C01,8152.0,2391.0,0.29330225711481844,2020,2,2020Q2,SharedApartments,750.0,3096.424,1574.0,1475.4243964421855
C01,12795.0,4702.0,0.36748729972645566,2020,3,2020Q3,OneBedroom,2904.0,2063.0,2904.0,2063.0
C01,12795.0,4702.0,0.36748729972645566,2020,3,2020Q3,TwoBedroom,1347.0,2913.0,2694.0,1456.5
C01,12795.0,4702.0,0.36748729972645566,2020,3,2020Q3,ThreeBedroom,136.0,4158.0,408.0,1386.0
C01,12795.0,4702.0,0.36748729972645566,2020,3,2020Q3,AllApartments,4387.0,2388.933439708229,6006.0,1744.9635364635365
C01,12795.0,4702.0,0.36748729972645566,2020,3,2020Q3,SharedApartments,1483.0,3027.173971679029,3102.0,1447.2272727272727
C01,11672.0,4019.0,0.34432830705962986,2020,4,2020Q4,OneBedroom,2623.0,1857.0,2623.0,1857.0
C01,11672.0,4019.0,0.34432830705962986,2020,4,2020Q4,TwoBedroom,1124.0,2659.0,2248.0,1329.5
C01,11672.0,4019.0,0.34432830705962986,2020,4,2020Q4,ThreeBedroom,70.0,3815.0,210.0,1271.6666666666667
C01,11672.0,4019.0,0.34432830705962986,2020,4,2020Q4,AllApartments,3817.0,2129.074403982185,5081.0,1599.424719543397
C01,11672.0,4019.0,0.34432830705962986,2020,4,2020Q4,SharedApartments,1194.0,2726.7721943048577,2458.0,1324.558991049634
C01,9905.0,4547.0,0.4590610802624937,2021,1,2021Q1,OneBedroom,2927.0,1846.0,2927.0,1846.0
C01,9905.0,4547.0,0.4590610802624937,2021,1,2021Q1,TwoBedroom,1223.0,2622.0,2446.0,1311.0
C01,9905.0,4547.0,0.4590610802624937,2021,1,2021Q1,ThreeBedroom,102.0,3550.0,306.0,1183.3333333333333
C01,9905.0,4547.0,0.4590610802624937,2021,1,2021Q1,AllApartments,4252.0,2110.077140169332,5679.0,1579.8640605740447
C01,9905.0,4547.0,0.4590610802624937,2021,1,2021Q1,SharedApartments,1325.0,2693.4384905660377,2752.0,1296.8045058139535
C01,8011.0,4968.0,0.6201472974659843,2021,2,2021Q2,OneBedroom,3101.0,1940.0,3101.0,1940.0
C01,8011.0,4968.0,0.6201472974659843,2021,2,2021Q2,TwoBedroom,1391.0,2772.0,2782.0,1386.0
C01,8011.0,4968.0,0.6201472974659843,2021,2,2021Q2,ThreeBedroom,132.0,3810.0,396.0,1270.0
C01,8011.0,4968.0,0.6201472974659843,2021,2,2021Q2,AllApartments,4624.0,2243.666089965398,6279.0,1652.2873068960025
C01,8011.0,4968.0,0.6201472974659843,2021,2,2021Q2,SharedApartments,1523.0,2861.9645436638216,3178.0,1371.5456261799875
C01,6683.0,4871.0,0.7288642825078557,2021,3,2021Q3,OneBedroom,3047.0,2189.0,3047.0,2189.0
C01,6683.0,4871.0,0.7288642825078557,2021,3,2021Q3,TwoBedroom,1301.0,3210.0,2602.0,1605.0
C01,6683.0,4871.0,0.7288642825078557,2021,3,2021Q3,ThreeBedroom,169.0,4366.0,507.0,1455.3333333333333
C01,6683.0,4871.0,0.7288642825078557,2021,3,2021Q3,AllApartments,4517.0,2564.522249280496,6156.0,1881.7327810266406
C01,6683.0,4871.0,0.7288642825078557,2021,3,2021Q3,SharedApartments,1470.0,3342.9006802721087,3109.0,1580.5931167577999
C01,4356.0,2601.0,0.5971074380165289,2021,4,2021Q4,OneBedroom,1687.0,2239.0,1687.0,2239.0
C01,4356.0,2601.0,0.5971074380165289,2021,4,2021Q4,TwoBedroom,714.0,3189.0,1428.0,1594.5
C01,4356.0,2601.0,0.5971074380165289,2021,4,2021Q4,ThreeBedroom,55.0,5769.0,165.0,1923.0
C01,4356.0,2601.0,0.5971074380165289,2021,4,2021Q4,AllApartments,2456.0,2594.2320846905536,3280.0,1942.5103658536586
C01,4356.0,2601.0,0.5971074380165289,2021,4,2021Q4,SharedApartments,769.0,3373.5253576072823,1593.0,1628.5254237288136
C02,179.0,92.0,0.5139664804469274,2012,1,2012Q1,OneBedroom,45.0,2029.0,45.0,2029.0
C02,179.0,92.0,0.5139664804469274,2012,1,2012Q1,TwoBedroom,42.0,4104.0,84.0,2052.0
C02,179.0,92.0,0.5139664804469274,2012,1,2012Q1,ThreeBedroom,1.0,4000.0,3.0,1333.3333333333333
C02,179.0,92.0,0.5139664804469274,2012,1,2012Q1,AllApartments,88.0,3041.7386363636365,132.0,2027.8257575757575
C02,179.0,92.0,0.5139664804469274,2012,1,2012Q1,SharedApartments,43.0,4101.581395348837,87.0,2027.2183908045977
C02,214.0,105.0,0.49065420560747663,2012,2,2012Q2,OneBedroom,50.0,1939.0,50.0,1939.0
C02,214.0,105.0,0.49065420560747663,2012,2,2012Q2,TwoBedroom,45.0,3918.0,90.0,1959.0
C02,214.0,105.0,0.49065420560747663,2012,2,2012Q2,ThreeBedroom,4.0,5975.0,12.0,1991.6666666666667
C02,214.0,105.0,0.49065420560747663,2012,2,2012Q2,AllApartments,99.0,3001.6161616161617,152.0,1955.0
C02,214.0,105.0,0.49065420560747663,2012,2,2012Q2,SharedApartments,49.0,4085.918367346939,102.0,1962.8431372549019
C02,234.0,107.0,0.45726495726495725,2012,3,2012Q3,OneBedroom,57.0,2100.0,57.0,2100.0
C02,234.0,107.0,0.45726495726495725,2012,3,2012Q3,TwoBedroom,41.0,4019.0,82.0,2009.5
C02,234.0,107.0,0.45726495726495725,2012,3,2012Q3,ThreeBedroom,4.0,6898.0,12.0,2299.3333333333335
C02,234.0,107.0,0.45726495726495725,2012,3,2012Q3,AllApartments,102.0,3059.5196078431372,151.0,2066.6953642384105
C02,234.0,107.0,0.45726495726495725,2012,3,2012Q3,SharedApartments,45.0,4274.9111111111115,94.0,2046.5
C02,226.0,82.0,0.36283185840707965,2012,4,2012Q4,OneBedroom,46.0,2115.0,46.0,2115.0
C02,226.0,82.0,0.36283185840707965,2012,4,2012Q4,TwoBedroom,29.0,3397.0,58.0,1698.5
C02,226.0,82.0,0.36283185840707965,2012,4,2012Q4,ThreeBedroom,3.0,4400.0,9.0,1466.6666666666667
C02,226.0,82.0,0.36283185840707965,2012,4,2012Q4,AllApartments,78.0,2679.525641025641,113.0,1849.58407079646
C02,226.0,82.0,0.36283185840707965,2012,4,2012Q4,SharedApartments,32.0,3491.03125,67.0,1667.358208955224
C02,273.0,95.0,0.34798534798534797,2013,1,2013Q1,OneBedroom,41.0,2351.0,41.0,2351.0
C02,273.0,95.0,0.34798534798534797,2013,1,2013Q1,TwoBedroom,47.0,4247.0,94.0,2123.5
C02,273.0,95.0,0.34798534798534797,2013,1,2013Q1,ThreeBedroom,3.0,5550.0,9.0,1850.0
