index,occurrence_unique_id,occurrence_year,division,homicide_type,occurrence_date,hood_id,neighbourhood,longitude,latitude,object_id,x,y
1199,GO-2018104863,2010,D52,Other,2010-09-06 12:00:00,55,Thorncliffe Park (55),-79.34134662,43.70801788,676,-79.34134662,43.70801788
1200,GO-2018104863,2010,D52,Other,2010-12-29 13:00:00,55,Thorncliffe Park (55),-79.34134662,43.70801788,677,-79.34134662,43.70801788
1201,GO-2018104863,2015,D52,Other,2015-12-14 13:00:00,55,Thorncliffe Park (55),-79.34134662,43.70801788,678,-79.34134662,43.70801788
1202,GO-20181508181,2018,D23,Shooting,2018-08-15 12:00:00,1,West Humber-Clairville (1),-79.58938369,43.73202412,679,-79.58938369,43.732024119999984
1203,GO-20181526723,2018,D23,Stabbing,2018-08-18 12:00:00,6,Kingsview Village-The Westway (6),-79.55521943,43.69262279,680,-79.55521943,43.692622789999994
1204,GO-20181527703,2018,D22,Stabbing,2018-08-18 12:00:00,14,Islington-City Centre West (14),-79.55686589,43.61012637,681,-79.55686588999998,43.61012637
1205,GO-20181528994,2018,D51,Shooting,2018-08-19 12:00:00,73,Moss Park (73),-79.36474468,43.65298813,682,-79.36474468,43.65298813
1206,GO-20181548479,2018,D55,Shooting,2018-08-22 12:00:00,69,Blake-Jones (69),-79.34056846,43.67979025,683,-79.34056846000001,43.67979025
1207,GO-20181549969,2018,D12,Shooting,2018-08-22 12:00:00,115,Mount Dennis (115),-79.50085239,43.6913029,684,-79.50085239,43.6913029
1208,GO-20181494077,2018,D22,Other,2018-08-13 12:00:00,18,New Toronto (18),-79.50886163,43.60153841,685,-79.50886163000001,43.601538409999996
1209,GO-20181562384,2018,D12,Stabbing,2018-08-24 12:00:00,113,Weston (113),-79.51616258,43.70016019,686,-79.51616258,43.70016018999999
1210,GO-20181564549,2018,D42,Other,2018-08-24 12:00:00,129,Agincourt North (129),-79.24303362,43.81296952,687,-79.24303362,43.81296951999999
1211,GO-20181599566,2018,D51,Other,2018-08-29 12:00:00,72,Regent Park (72),-79.35842146,43.66188892,688,-79.35842146,43.661888919999996
1213,GO-20181527703,2018,D22,Stabbing,2018-08-18 12:00:00,14,Islington-City Centre West (14),-79.55686589,43.61012637,689,-79.55686588999998,43.61012637
1214,GO-20181609974,2018,D41,Shooting,2018-08-31 12:00:00,120,Clairlea-Birchmount (120),-79.27550733,43.70151223,690,-79.27550733,43.70151223
1215,GO-20181622696,2018,D42,Shooting,2018-09-02 12:00:00,132,Malvern (132),-79.21012713,43.80914276,691,-79.21012712999999,43.80914275999999
1216,GO-20181626502,2018,D14,Shooting,2018-09-02 12:00:00,82,Niagara (82),-79.40325003,43.63573543,692,-79.40325003,43.63573542999999
1217,GO-20181665625,2018,D12,Shooting,2018-09-08 12:00:00,91,Weston-Pellam Park (91),-79.46313594,43.67401149,693,-79.46313594,43.67401149
1218,GO-20181668023,2018,D11,Other,2018-09-08 12:00:00,86,Roncesvalles (86),-79.43532226,43.64420447,694,-79.43532226000002,43.64420446999999
1219,GO-20181684842,2018,D23,Stabbing,2018-09-11 12:00:00,7,Willowridge-Martingrove-Richview (7),-79.56712463,43.68333734,695,-79.56712462999998,43.683337339999994
1220,GO-20181706301,2018,D43,Shooting,2018-09-14 12:00:00,138,Eglinton East (138),-79.2320155,43.74303707,696,-79.2320155,43.74303707
1221,GO-20181733104,2018,D42,Shooting,2018-09-18 12:00:00,128,Agincourt South-Malvern West (128),-79.2621899,43.7882081,697,-79.2621899,43.78820809999999
1222,GO-20181739446,2018,D32,Stabbing,2018-09-19 12:00:00,36,Newtonbrook West (36),-79.41778215,43.7889785,698,-79.41778215,43.7889785
1223,GO-20181772173,2018,D33,Shooting,2018-09-24 12:00:00,53,Henry Farm (53),-79.34477913,43.77268778,699,-79.34477912999999,43.77268777999999
1224,GO-20181777456,2018,D51,Shooting,2018-09-25 12:00:00,72,Regent Park (72),-79.36267396,43.65942878,700,-79.36267396,43.65942878
1008,GO-2016851941,2016,D51,Other,2016-05-18 12:00:00,75,Church-Yonge Corridor (75),-79.38159831,43.66737287,701,-79.38159831000002,43.66737286999999
1009,GO-2016656231,2016,D12,Other,2016-04-17 12:00:00,113,Weston (113),-79.52936752,43.70514365,702,-79.52936752,43.70514364999998
1010,GO-2016965196,2016,D31,Shooting,2016-06-03 12:00:00,22,Humbermede (22),-79.54029776,43.7427267,703,-79.54029776,43.7427267
1011,GO-2016989870,2016,D53,Shooting,2016-06-07 12:00:00,104,Mount Pleasant West (104),-79.39676102,43.70456998,704,-79.39676102000001,43.70456998
1012,GO-20161148938,2016,D14,Shooting,2016-07-01 12:00:00,78,Kensington-Chinatown (78),-79.40403712,43.6572083,705,-79.40403712,43.65720830000001
1013,GO-20161148938,2016,D14,Shooting,2016-07-01 12:00:00,78,Kensington-Chinatown (78),-79.40403712,43.6572083,706,-79.40403712,43.65720830000001
1014,GO-20161116247,2016,D11,Other,2016-07-03 12:00:00,84,Little Portugal (84),-79.43790302,43.64912973,707,-79.43790302,43.649129730000006
1015,GO-20161229465,2016,D31,Shooting,2016-07-13 12:00:00,26,Downsview-Roding-CFB (26),-79.52009393,43.73780743,708,-79.52009393000002,43.73780742999999
1016,GO-20161263080,2016,D51,Other,2016-07-18 12:00:00,75,Church-Yonge Corridor (75),-79.37187401,43.65046356,709,-79.37187401,43.65046355999999
1017,GO-20161329227,2016,D41,Shooting,2016-07-28 12:00:00,127,Bendale (127),-79.25803501,43.75297334,710,-79.25803501,43.75297333999999
1019,GO-20161335085,2016,D51,Stabbing,2016-07-29 12:00:00,75,Church-Yonge Corridor (75),-79.38245382,43.66941071,711,-79.38245382,43.66941071000001
1020,GO-20161403032,2016,D55,Other,2016-08-09 12:00:00,69,Blake-Jones (69),-79.33484118,43.67714818,712,-79.33484118,43.67714818
1021,GO-20161443064,2016,D51,Other,2016-08-15 12:00:00,73,Moss Park (73),-79.3734186,43.65730333,713,-79.3734186,43.65730332999999
1022,GO-2016666749,2016,D51,Other,2016-04-19 12:00:00,68,North Riverdale (68),-79.35287062,43.6661603,714,-79.35287062,43.666160299999994
1023,GO-20161480338,2016,D14,Shooting,2016-08-21 12:00:00,82,Niagara (82),-79.41267012,43.64191049,715,-79.41267012,43.641910489999994
1024,GO-20161506128,2016,D43,Other,2016-08-25 12:00:00,139,Scarborough Village (139),-79.22278383,43.73958044,716,-79.22278383,43.73958044
1025,GO-20161506128,2016,D43,Other,2016-08-25 12:00:00,139,Scarborough Village (139),-79.22278383,43.73958044,717,-79.22278383,43.73958044
1026,GO-20161506128,2016,D43,Other,2016-08-25 12:00:00,139,Scarborough Village (139),-79.22278383,43.73958044,718,-79.22278383,43.73958044
1029,GO-20161520715,2016,D55,Shooting,2016-08-27 12:00:00,70,South Riverdale (70),-79.35192093,43.66013699,719,-79.35192093000002,43.66013698999999
1030,GO-20161613172,2016,D14,Shooting,2016-09-11 12:00:00,85,South Parkdale (85),-79.42529763,43.63734542,720,-79.42529763,43.63734542
1031,GO-20161625137,2016,D31,Stabbing,2016-09-13 12:00:00,27,York University Heights (27),-79.50051672,43.76851891,721,-79.50051672,43.76851890999999
1032,GO-20161696689,2016,D43,Stabbing,2016-09-23 12:00:00,127,Bendale (127),-79.25350865,43.77439543,722,-79.25350865,43.77439542999999
1033,GO-20161688118,2016,D11,Other,2016-09-21 12:00:00,91,Weston-Pellam Park (91),-79.456991,43.67020817,723,-79.456991,43.67020817
1034,GO-20161743137,2016,D23,Shooting,2016-09-30 12:00:00,1,West Humber-Clairville (1),-79.61073391,43.73784283,724,-79.61073391,43.737842830000005
1035,GO-20141435425,2014,D51,Other,2014-01-30 13:00:00,75,Church-Yonge Corridor (75),-79.37872961,43.65432178,725,-79.37872961,43.65432178
1036,GO-20161838374,2016,D12,Shooting,2016-10-16 12:00:00,113,Weston (113),-79.51775154,43.70060252,726,-79.51775153999999,43.70060251999999
1037,GO-20161855287,2016,D23,Shooting,2016-10-18 12:00:00,1,West Humber-Clairville (1),-79.60011652,43.74703729,727,-79.60011652,43.747037289999994
1038,GO-20161888229,2016,D23,Shooting,2016-10-24 12:00:00,6,Kingsview Village-The Westway (6),-79.55633714,43.69953193,728,-79.55633714,43.699531929999985
1039,GO-20161907779,2016,D43,Shooting,2016-10-27 12:00:00,137,Woburn (137),-79.20558788,43.76404781,729,-79.20558788,43.76404780999999
1040,GO-20161966289,2016,D14,Other,2016-11-05 12:00:00,81,Trinity-Bellwoods (81),-79.41257586,43.6554626,730,-79.41257586,43.65546259999998
1041,GO-20162051533,2016,D33,Shooting,2016-11-18 13:00:00,43,Victoria Village (43),-79.31348249,43.72602399,731,-79.31348249,43.72602399
1042,GO-20162055725,2016,D31,Shooting,2016-11-19 13:00:00,24,Black Creek (24),-79.51872198,43.76916389,732,-79.51872197999998,43.76916389000001
1043,GO-20162106299,2016,D55,Shooting,2016-11-27 13:00:00,70,South Riverdale (70),-79.35290454,43.66176998,733,-79.35290454,43.661769979999995
1044,GO-20162138470,2016,D32,Other,2016-12-03 13:00:00,33,Clanton Park (33),-79.44152664,43.75063931,734,-79.44152663999999,43.75063930999999
1045,GO-20162148586,2016,D31,Stabbing,2016-12-04 13:00:00,25,Glenfield-Jane Heights (25),-79.52424633,43.75592926,735,-79.52424633,43.755929259999995
1046,GO-20162172757,2016,D55,Shooting,2016-12-07 13:00:00,58,Old East York (58),-79.34269116,43.69373846,736,-79.34269116,43.69373845999999
1047,GO-20162210973,2016,D43,Shooting,2016-12-14 13:00:00,139,Scarborough Village (139),-79.21965317,43.74501856,737,-79.21965317000002,43.745018560000005
1048,GO-20162229166,2016,D14,Stabbing,2016-12-16 13:00:00,84,Little Portugal (84),-79.43164127,43.65274306,738,-79.43164127,43.652743059999985
1049,GO-20162233489,2016,D12,Shooting,2016-12-17 13:00:00,113,Weston (113),-79.51775154,43.70060252,739,-79.51775153999999,43.70060251999999
1050,GO-20162242930,2016,D23,Shooting,2016-12-18 13:00:00,6,Kingsview Village-The Westway (6),-79.54863788,43.70132673,740,-79.54863788,43.701326729999984
1051,GO-20162276833,2016,D51,Stabbing,2016-12-24 13:00:00,73,Moss Park (73),-79.37008264,43.65616228,741,-79.37008264,43.65616228
1052,GO-201743106,2017,D51,Shooting,2017-01-08 13:00:00,73,Moss Park (73),-79.36789985,43.65485425,742,-79.36789985,43.65485425
1053,GO-2016215657,2016,D42,Other,2016-02-05 13:00:00,132,Malvern (132),-79.21861195,43.80653528,743,-79.21861195,43.806535280000006
1054,GO-2016215657,2016,D42,Other,2016-02-05 13:00:00,132,Malvern (132),-79.21861195,43.80653528,744,-79.21861195,43.806535280000006
1055,GO-2016215657,2016,D42,Other,2016-02-05 13:00:00,132,Malvern (132),-79.21861195,43.80653528,745,-79.21861195,43.806535280000006
1056,GO-2016215657,2016,D42,Other,2016-02-05 13:00:00,132,Malvern (132),-79.21861195,43.80653528,746,-79.21861195,43.806535280000006
1057,GO-2017137133,2017,D31,Shooting,2017-01-23 13:00:00,21,Humber Summit (21),-79.56918107,43.75623063,747,-79.56918107,43.75623063
1058,GO-2017163412,2017,D22,Other,2017-01-26 13:00:00,17,Mimico (includes Humber Bay Shores) (17),-79.51578755,43.61208553,748,-79.51578755,43.612085529999995
1059,GO-2017186988,2017,D51,Shooting,2017-01-30 13:00:00,73,Moss Park (73),-79.37103886,43.65160431,749,-79.37103886,43.651604309999996
1060,GO-2017189239,2017,D51,Shooting,2017-01-30 13:00:00,72,Regent Park (72),-79.3622939,43.66297124,750,-79.3622939,43.66297123999998
1062,GO-2017202856,2017,D31,Shooting,2017-02-01 13:00:00,25,Glenfield-Jane Heights (25),-79.51703417,43.75485496,751,-79.51703417,43.754854959999996
1063,GO-2017222142,2017,D55,Shooting,2017-02-05 13:00:00,66,Danforth (66),-79.34293544,43.68280849,752,-79.34293544,43.68280848999999
1064,GO-2017233559,2017,D23,Shooting,2017-02-06 13:00:00,5,Elms-Old Rexdale (5),-79.552331,43.71655082,753,-79.552331,43.716550819999995
1065,GO-2017233897,2017,D32,Other,2017-02-06 13:00:00,37,Willowdale West (37),-79.41553821,43.7748912,754,-79.41553821,43.77489119999999
1066,GO-2017291986,2017,D55,Other,2017-02-16 13:00:00,54,O'Connor-Parkview (54),-79.29943495,43.702865,755,-79.29943495,43.702864999999996
1068,GO-201594334,2015,D23,Other,2015-01-16 13:00:00,1,West Humber-Clairville (1),-79.5974685,43.74097037,756,-79.5974685,43.74097036999999
1069,GO-2017352942,2017,D53,Shooting,2017-02-25 13:00:00,55,Thorncliffe Park (55),-79.34134662,43.70801788,757,-79.34134662,43.70801788
1070,GO-2016838159,2016,D23,Shooting,2016-05-15 12:00:00,1,West Humber-Clairville (1),-79.58938369,43.73202412,758,-79.58938369,43.732024119999984
1072,GO-2017468897,2017,D42,Shooting,2017-03-16 12:00:00,131,Rouge (131),-79.18462411,43.81019918,759,-79.18462411,43.81019917999999
1073,GO-2017486409,2017,D55,Shooting,2017-03-18 12:00:00,61,Taylor-Massey (61),-79.29542007,43.70167784,760,-79.29542007,43.70167783999999
1074,GO-2017564412,2017,D11,Shooting,2017-03-31 12:00:00,8,Humber Heights-Westmount (8),-79.51968211,43.69122335,761,-79.51968210999999,43.691223349999994
1075,GO-2017662074,2017,D42,Shooting,2017-04-14 12:00:00,117,L'Amoreaux (117),-79.33089277,43.79745328,762,-79.33089276999999,43.79745327999999
1076,GO-2017674351,2017,D55,Shooting,2017-04-14 12:00:00,70,South Riverdale (70),-79.34355095,43.66028737,763,-79.34355095,43.660287369999985
1077,GO-2017703097,2017,D13,Shooting,2017-04-21 12:00:00,108,Briar Hill-Belgravia (108),-79.4511015,43.69791736,764,-79.45110149999998,43.69791735999999
1078,GO-2017402242,2017,D55,Other,2017-03-04 13:00:00,68,North Riverdale (68),-79.35536552,43.66548293,765,-79.35536552,43.66548293000001
1079,GO-2017904599,2017,D55,Shooting,2017-05-22 12:00:00,70,South Riverdale (70),-79.34515535,43.66709459,766,-79.34515535,43.66709458999999
1081,GO-20171007434,2017,D12,Other,2017-06-07 12:00:00,110,Keelesdale-Eglinton West (110),-79.48283963,43.68836913,767,-79.48283962999999,43.68836912999999
1082,GO-20171035511,2017,D31,Shooting,2017-06-11 12:00:00,22,Humbermede (22),-79.55724333,43.74768761,768,-79.55724333,43.74768761
1083,GO-20171118832,2017,D11,Stabbing,2017-06-23 12:00:00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44228046,43.66898843,769,-79.44228046,43.66898843
1084,GO-20171184598,2017,D51,Shooting,2017-07-02 12:00:00,72,Regent Park (72),-79.3647333,43.66044764,770,-79.3647333,43.66044764
1085,GO-20171319697,2017,D42,Shooting,2017-07-23 12:00:00,131,Rouge (131),-79.19915478,43.81331342,771,-79.19915477999999,43.81331341999999
1086,GO-20171319697,2017,D42,Shooting,2017-07-23 12:00:00,131,Rouge (131),-79.19915478,43.81331342,772,-79.19915477999999,43.81331341999999
1087,GO-20171323827,2017,D42,Shooting,2017-07-23 12:00:00,132,Malvern (132),-79.21024367,43.81020263,773,-79.21024367000001,43.81020262999998
1088,GO-20171371751,2017,D32,Shooting,2017-07-30 12:00:00,31,Yorkdale-Glen Park (31),-79.45239005,43.71432793,774,-79.45239004999999,43.71432792999999
1089,GO-20171378728,2017,D51,Shooting,2017-07-31 12:00:00,73,Moss Park (73),-79.36941977,43.65452491,775,-79.36941977000001,43.65452490999999
1090,GO-20171379055,2017,D13,Shooting,2017-08-01 12:00:00,106,Humewood-Cedarvale (106),-79.41992425,43.68720846,776,-79.41992425,43.687208459999994
1091,GO-20171377317,2017,D55,Stabbing,2017-07-31 12:00:00,57,Broadview North (57),-79.3536243,43.68950641,777,-79.3536243,43.68950640999999
1092,GO-20171499040,2017,D31,Stabbing,2017-08-17 12:00:00,25,Glenfield-Jane Heights (25),-79.50788955,43.7592841,778,-79.50788955,43.75928409999999
1094,GO-2017904599,2017,D55,Other,2017-05-22 12:00:00,70,South Riverdale (70),-79.34515535,43.66709459,779,-79.34515535,43.66709458999999
1095,GO-20171503946,2017,D14,Shooting,2017-08-20 12:00:00,78,Kensington-Chinatown (78),-79.40648042,43.65672138,780,-79.40648042,43.65672138
1096,GO-20171516247,2017,D31,Stabbing,2017-08-22 12:00:00,25,Glenfield-Jane Heights (25),-79.5178097,43.75020018,781,-79.5178097,43.75020017999999
1097,GO-20171578601,2017,D31,Shooting,2017-08-31 12:00:00,26,Downsview-Roding-CFB (26),-79.51410965,43.72063505,782,-79.51410965,43.72063504999999
1098,GO-20171592166,2017,D23,Shooting,2017-09-02 12:00:00,5,Elms-Old Rexdale (5),-79.54949818,43.72765066,783,-79.54949817999999,43.727650659999995
1099,GO-20171593482,2017,D43,Stabbing,2017-09-06 12:00:00,138,Eglinton East (138),-79.24548954,43.73945486,784,-79.24548954000001,43.73945486
1101,GO-20171661261,2017,D33,Stabbing,2017-09-13 12:00:00,53,Henry Farm (53),-79.34307002,43.76929913,785,-79.34307002,43.76929912999999
1102,GO-20171663919,2017,D41,Shooting,2017-09-14 12:00:00,126,Dorset Park (126),-79.28551179,43.76890038,786,-79.28551179,43.76890038
1103,GO-20171677843,2017,D51,Shooting,2017-09-16 12:00:00,72,Regent Park (72),-79.3602871,43.66342614,787,-79.3602871,43.66342613999999
1104,GO-20171682920,2017,D52,Shooting,2017-09-16 12:00:00,77,Waterfront Communities-The Island (77),-79.38632963,43.64800878,788,-79.38632962999999,43.64800877999999
1106,GO-20171640198,2017,D41,Stabbing,2017-09-10 12:00:00,122,Birchcliffe-Cliffside (122),-79.26442781,43.69816742,789,-79.26442781,43.69816742
1108,GO-20171770154,2017,D31,Shooting,2017-09-29 12:00:00,26,Downsview-Roding-CFB (26),-79.51410965,43.72063505,790,-79.51410965,43.72063504999999
1109,GO-20171778161,2017,D51,Shooting,2017-10-01 12:00:00,70,South Riverdale (70),-79.35058013,43.64309128,791,-79.35058012999998,43.64309128
1110,GO-20171778161,2017,D51,Shooting,2017-10-01 12:00:00,70,South Riverdale (70),-79.35058013,43.64309128,792,-79.35058012999998,43.64309128
1111,GO-20171807017,2017,D23,Shooting,2017-10-05 12:00:00,6,Kingsview Village-The Westway (6),-79.54843435,43.69447252,793,-79.54843435,43.69447252
1112,GO-20171798506,2017,D23,Other,2017-10-04 12:00:00,4,Rexdale-Kipling (4),-79.56905092,43.72418853,794,-79.56905092,43.72418853
1113,GO-20171821632,2017,D55,Stabbing,2017-10-07 12:00:00,60,Woodbine-Lumsden (60),-79.31591241,43.69752508,795,-79.31591241,43.69752508
1114,GO-20171828016,2017,D23,Shooting,2017-10-08 12:00:00,6,Kingsview Village-The Westway (6),-79.55219337,43.69873278,796,-79.55219337,43.69873278
1115,GO-20171864268,2017,D31,Shooting,2017-10-14 12:00:00,21,Humber Summit (21),-79.5529431,43.75144038,797,-79.55294309999998,43.75144038
1116,GO-20171897265,2017,D53,Stabbing,2017-10-20 12:00:00,55,Thorncliffe Park (55),-79.34658826,43.70321193,798,-79.34658826,43.703211929999995
1117,GO-20171856631,2017,D14,Other,2017-10-13 12:00:00,93,Dovercourt-Wallace Emerson-Junction (93),-79.42540175,43.66776054,799,-79.42540175,43.66776053999999
1118,GO-20171954551,2017,D55,Stabbing,2017-10-28 12:00:00,54,O'Connor-Parkview (54),-79.30489867,43.71598673,800,-79.30489867,43.71598673
794,4911563,2013,D14,Other,2013-01-19 13:00:00,93,Dovercourt-Wallace Emerson-Junction (93),-79.42624517,43.66983944,201,-79.42624517000002,43.66983944
795,4902220,2013,D33,Other,2013-02-02 13:00:00,47,Don Valley Village (47),-79.35692358,43.78701499,202,-79.35692358,43.787014989999996
796,4954079,2013,D31,Shooting,2013-02-11 13:00:00,25,Glenfield-Jane Heights (25),-79.51665231,43.75185692,203,-79.51665231,43.75185692
797,4834800,2013,D14,Shooting,2013-02-10 13:00:00,82,Niagara (82),-79.42488998,43.63268619,204,-79.42488998,43.63268619
798,4920035,2013,D23,Shooting,2013-02-17 13:00:00,2,Mount Olive-Silverstone-Jamestown (2),-79.58637766,43.73250887,205,-79.58637766,43.73250886999999
799,4896103,2013,D13,Stabbing,2013-03-04 13:00:00,109,Caledonia-Fairbank (109),-79.4552477,43.69302722,206,-79.4552477,43.69302722
800,4847120,2013,D23,Other,2013-03-06 13:00:00,4,Rexdale-Kipling (4),-79.57019557,43.72655067,207,-79.57019557,43.72655067
801,4968037,2013,D41,Other,2013-03-13 12:00:00,119,Wexford/Maryvale (119),-79.30216238,43.74375996,208,-79.30216238,43.74375995999999
802,4779022,2013,D51,Shooting,2013-03-21 12:00:00,73,Moss Park (73),-79.37212433,43.6633875,209,-79.37212433000002,43.66338749999999
803,4907315,2013,D14,Shooting,2013-03-28 12:00:00,77,Waterfront Communities-The Island (77),-79.40005716,43.64445256,210,-79.40005716,43.64445256
804,5147700,2013,D51,Other,2013-07-09 12:00:00,73,Moss Park (73),-79.37099208,43.65829436,211,-79.37099208000001,43.65829435999999
805,4902638,2013,D32,Shooting,2013-03-30 12:00:00,31,Yorkdale-Glen Park (31),-79.45686309,43.72385422,212,-79.45686309,43.72385422
806,4822914,2013,D42,Other,2013-02-06 13:00:00,116,Steeles (116),-79.33344001,43.81572936,213,-79.33344001,43.815729359999985
807,5020177,2013,D32,Other,2013-07-13 12:00:00,36,Newtonbrook West (36),-79.41596023,43.78163807,214,-79.41596022999998,43.78163806999999
808,4822914,2013,D42,Other,2013-02-06 13:00:00,116,Steeles (116),-79.33344001,43.81572936,215,-79.33344001,43.815729359999985
809,4837042,2013,D51,Other,2013-04-06 12:00:00,72,Regent Park (72),-79.35864726,43.66241529,216,-79.35864726,43.662415289999984
810,4799559,2013,D14,Other,2013-07-14 12:00:00,82,Niagara (82),-79.41001312,43.64419329,217,-79.41001312,43.64419328999999
811,4948721,2013,D42,Shooting,2013-04-25 12:00:00,132,Malvern (132),-79.2150335,43.81876618,218,-79.2150335,43.81876617999999
812,5172838,2013,D22,Stabbing,2013-07-15 12:00:00,11,Eringate-Centennial-West Deane (11),-79.58081487,43.64257418,219,-79.58081487,43.64257417999999
813,4924967,2013,D32,Stabbing,2013-04-25 12:00:00,38,Lansing-Westgate (38),-79.42538364,43.75746765,220,-79.42538364,43.757467649999995
814,4913839,2013,D31,Other,2013-04-29 12:00:00,25,Glenfield-Jane Heights (25),-79.51822816,43.7400529,221,-79.51822816,43.740052899999995
815,4929615,2013,D41,Stabbing,2013-04-30 12:00:00,122,Birchcliffe-Cliffside (122),-79.26366309,43.69206823,222,-79.26366309,43.69206823
816,5172838,2013,D22,Stabbing,2013-07-15 12:00:00,11,Eringate-Centennial-West Deane (11),-79.58081487,43.64257418,223,-79.58081487,43.64257417999999
817,5172838,2013,D22,Stabbing,2013-07-15 12:00:00,11,Eringate-Centennial-West Deane (11),-79.58081487,43.64257418,224,-79.58081487,43.64257417999999
818,4832188,2013,D14,Shooting,2013-05-19 12:00:00,81,Trinity-Bellwoods (81),-79.42134356,43.65095771,225,-79.42134356,43.65095771
819,4823588,2013,D55,Other,2013-05-16 12:00:00,54,O'Connor-Parkview (54),-79.3003169,43.71251782,226,-79.3003169,43.712517819999995
820,5001151,2013,D42,Shooting,2013-05-29 12:00:00,131,Rouge (131),-79.21984219,43.82190724,227,-79.21984219000001,43.82190724
821,5067942,2013,D42,Other,2013-06-03 12:00:00,129,Agincourt North (129),-79.28411223,43.80780683,228,-79.28411222999999,43.80780683
822,5162653,2013,D11,Shooting,2013-08-05 12:00:00,87,High Park-Swansea (87),-79.47101519,43.63826102,229,-79.47101519,43.63826102
823,5096311,2013,D55,Stabbing,2013-06-27 12:00:00,57,Broadview North (57),-79.35717999,43.68292598,230,-79.35717998999999,43.68292598
824,5143553,2013,D23,Shooting,2013-08-12 12:00:00,5,Elms-Old Rexdale (5),-79.54567603,43.72127341,231,-79.54567602999998,43.721273409999995
825,5159817,2013,D31,Shooting,2013-07-28 12:00:00,25,Glenfield-Jane Heights (25),-79.51630349,43.75189346,232,-79.51630349,43.751893459999984
826,5192957,2013,D31,Shooting,2013-08-23 12:00:00,25,Glenfield-Jane Heights (25),-79.51040848,43.74922746,233,-79.51040848,43.749227459999986
827,GO-20141326860,2014,D41,Other,2014-01-14 13:00:00,119,Wexford/Maryvale (119),-79.28954989,43.75912955,234,-79.28954989,43.75912955
828,5192957,2013,D31,Shooting,2013-08-23 12:00:00,25,Glenfield-Jane Heights (25),-79.51040848,43.74922746,235,-79.51040848,43.749227459999986
829,GO-20141428622,2014,D23,Shooting,2014-01-29 13:00:00,8,Humber Heights-Westmount (8),-79.5173064,43.69461525,236,-79.5173064,43.69461525
830,GO-20141431240,2014,D43,Other,2014-01-29 13:00:00,137,Woburn (137),-79.22039354,43.76948182,237,-79.22039353999999,43.76948182
831,GO-20141381673,2014,D55,Stabbing,2014-02-02 13:00:00,54,O'Connor-Parkview (54),-79.29943495,43.702865,238,-79.29943495,43.702864999999996
832,GO-20141462653,2014,D41,Other,2014-02-03 13:00:00,119,Wexford/Maryvale (119),-79.30187284,43.77080279,239,-79.30187284,43.77080278999999
833,GO-20141470629,2014,D32,Shooting,2014-02-04 13:00:00,105,Lawrence Park North (105),-79.40435542,43.73366557,240,-79.40435542,43.73366556999999
834,GO-20141500533,2014,D22,Shooting,2014-02-09 13:00:00,20,Alderwood (20),-79.55295951,43.60886852,241,-79.55295951,43.608868519999994
835,GO-20141518863,2014,D23,Stabbing,2014-02-12 13:00:00,2,Mount Olive-Silverstone-Jamestown (2),-79.58264743,43.73839195,242,-79.58264743,43.738391949999986
836,GO-20141663866,2014,D55,Shooting,2014-03-08 13:00:00,44,Flemingdon Park (44),-79.33633149,43.71838158,243,-79.33633149,43.71838158
837,GO-20141667340,2014,D22,Stabbing,2014-03-09 13:00:00,14,Islington-City Centre West (14),-79.52020565,43.63216436,244,-79.52020565,43.63216435999999
838,5143282,2013,D12,Shooting,2013-09-03 12:00:00,113,Weston (113),-79.52828124,43.70454767,245,-79.52828124,43.70454766999999
839,5114771,2013,D33,Stabbing,2013-09-12 12:00:00,48,Hillcrest Village (48),-79.36727868,43.8060345,246,-79.36727868,43.806034499999996
840,5245469,2013,D55,Stabbing,2013-09-14 12:00:00,65,Greenwood-Coxwell (65),-79.32359895,43.68336554,247,-79.32359895,43.68336554
841,5269597,2013,D23,Shooting,2013-09-17 12:00:00,7,Willowridge-Martingrove-Richview (7),-79.57037025,43.67633938,248,-79.57037024999998,43.67633938
842,GO-20141668180,2014,D55,Other,2014-03-12 12:00:00,65,Greenwood-Coxwell (65),-79.33077081,43.68037372,249,-79.33077081,43.68037371999999
843,GO-20141703051,2014,D43,Stabbing,2014-03-15 12:00:00,137,Woburn (137),-79.22909022,43.76100951,250,-79.22909022000002,43.76100951
844,5126688,2013,D12,Stabbing,2013-09-20 12:00:00,110,Keelesdale-Eglinton West (110),-79.46765674,43.69171645,251,-79.46765673999998,43.69171645
845,GO-20141703847,2014,D55,Stabbing,2014-03-15 12:00:00,70,South Riverdale (70),-79.35132068,43.66246707,252,-79.35132068,43.66246707
846,GO-20141731923,2014,D55,Shooting,2014-03-19 12:00:00,62,East End-Danforth (62),-79.30917735,43.68567653,253,-79.30917735,43.685676529999995
847,GO-20141731923,2014,D55,Shooting,2014-03-19 12:00:00,62,East End-Danforth (62),-79.30917735,43.68567653,254,-79.30917735,43.685676529999995
848,GO-20141766614,2014,D11,Shooting,2014-03-25 12:00:00,91,Weston-Pellam Park (91),-79.45233131,43.6684862,255,-79.45233131,43.66848619999998
849,GO-20141824235,2014,D51,Shooting,2014-04-04 12:00:00,71,Cabbagetown-South St.James Town (71),-79.36801682,43.66446336,256,-79.36801682000001,43.66446336
850,GO-20141880069,2014,D42,Shooting,2014-04-12 12:00:00,131,Rouge (131),-79.21297793,43.81909218,257,-79.21297793,43.81909217999999
