index,occurrence_unique_id,occurrence_year,division,homicide_type,occurrence_date,hood_id,neighbourhood,longitude,latitude,object_id,x,y
851,5128923,2013,D12,Stabbing,2013-10-13 12:00:00,113,Weston (113),-79.5194708,43.70251974,258,-79.5194708,43.702519739999985
852,GO-20142003751,2014,D13,Shooting,2014-05-02 12:00:00,108,Briar Hill-Belgravia (108),-79.4472933,43.69635948,259,-79.44729329999998,43.696359479999984
853,GO-20142145283,2014,D55,Shooting,2014-05-24 12:00:00,65,Greenwood-Coxwell (65),-79.32720741,43.67453551,260,-79.32720741,43.67453551
854,GO-20142242196,2014,D42,Other,2014-06-10 12:00:00,130,Milliken (130),-79.28997519,43.8097374,261,-79.28997519,43.8097374
855,GO-20142439822,2014,D51,Shooting,2014-07-06 12:00:00,73,Moss Park (73),-79.3723499,43.65817021,262,-79.37234989999999,43.658170209999994
856,GO-20142452482,2014,D32,Shooting,2014-07-08 12:00:00,31,Yorkdale-Glen Park (31),-79.44819077,43.71911297,263,-79.44819077,43.71911297
857,GO-20142499434,2014,D33,Other,2014-07-15 12:00:00,46,Pleasant View (46),-79.32701611,43.78387388,264,-79.32701611,43.783873879999994
858,GO-20142665166,2014,D22,Stabbing,2014-08-09 12:00:00,13,Etobicoke West Mall (13),-79.57241116,43.65116281,265,-79.57241116,43.651162809999995
859,GO-20142728301,2014,D12,Shooting,2014-08-18 12:00:00,111,Rockcliffe-Smythe (111),-79.49878472,43.68447757,266,-79.49878472,43.684477569999984
860,GO-20142777149,2014,D14,Shooting,2014-08-26 12:00:00,77,Waterfront Communities-The Island (77),-79.39444755,43.64402916,267,-79.39444755,43.644029159999995
861,GO-20142804113,2014,D14,Other,2014-08-30 12:00:00,80,Palmerston-Little Italy (80),-79.42681895,43.66173647,268,-79.42681895,43.66173646999999
862,GO-20141272537,2014,D51,Other,2014-01-03 13:00:00,71,Cabbagetown-South St.James Town (71),-79.37373773,43.66729501,269,-79.37373773,43.66729501
863,GO-20142849540,2014,D51,Other,2014-09-05 12:00:00,71,Cabbagetown-South St.James Town (71),-79.36952193,43.66817448,270,-79.36952192999999,43.66817447999999
864,GO-20142870125,2014,D55,Stabbing,2014-09-08 12:00:00,62,East End-Danforth (62),-79.2967315,43.68930442,271,-79.2967315,43.689304420000006
865,GO-20142870490,2014,D12,Shooting,2014-09-08 12:00:00,113,Weston (113),-79.50379913,43.70287945,272,-79.50379913,43.702879450000005
866,GO-20142886898,2014,D32,Shooting,2014-09-11 12:00:00,40,St.Andrew-Windfields (40),-79.39533413,43.76004617,273,-79.39533413,43.76004617000001
867,GO-20142891423,2014,D22,Other,2014-09-11 12:00:00,14,Islington-City Centre West (14),-79.53031231,43.64699274,274,-79.53031231,43.64699274
868,GO-20142905498,2014,D43,Shooting,2014-09-14 12:00:00,137,Woburn (137),-79.22528368,43.75982126,275,-79.22528368,43.759821259999995
869,GO-20142910832,2014,D33,Other,2014-09-14 12:00:00,47,Don Valley Village (47),-79.35161538,43.78764919,276,-79.35161538,43.78764918999999
870,GO-20142929457,2014,D31,Shooting,2014-09-17 12:00:00,27,York University Heights (27),-79.50047966,43.76224141,277,-79.50047966,43.762241409999994
871,GO-20142966747,2014,D23,Stabbing,2014-09-23 12:00:00,2,Mount Olive-Silverstone-Jamestown (2),-79.58376752,43.7468156,278,-79.58376752,43.74681559999999
872,GO-20142992607,2014,D55,Stabbing,2014-09-27 12:00:00,65,Greenwood-Coxwell (65),-79.33130898,43.68170912,279,-79.33130898,43.68170911999998
873,GO-20143005270,2014,D43,Shooting,2014-09-29 12:00:00,139,Scarborough Village (139),-79.2205216,43.74283338,280,-79.22052159999998,43.74283338
874,GO-20143017592,2014,D13,Stabbing,2014-09-30 12:00:00,107,Oakwood Village (107),-79.44496106,43.69607159,281,-79.44496106,43.696071589999995
875,GO-20143045566,2014,D12,Shooting,2014-10-05 12:00:00,90,Junction Area (90),-79.4740376,43.67889965,282,-79.4740376,43.67889965
876,GO-20143053009,2014,D23,Shooting,2014-10-06 12:00:00,6,Kingsview Village-The Westway (6),-79.54666971,43.70069296,283,-79.54666971,43.70069296
877,GO-20143053009,2014,D23,Shooting,2014-10-06 12:00:00,6,Kingsview Village-The Westway (6),-79.54666971,43.70069296,284,-79.54666971,43.70069296
878,GO-20143053896,2014,D51,Shooting,2014-10-06 12:00:00,72,Regent Park (72),-79.36371254,43.657222,285,-79.36371254,43.65722199999999
879,GO-20143094406,2014,D33,Other,2014-10-13 12:00:00,47,Don Valley Village (47),-79.36111205,43.79073623,286,-79.36111205,43.79073622999999
880,GO-20143107536,2014,D11,Other,2014-10-15 12:00:00,93,Dovercourt-Wallace Emerson-Junction (93),-79.43899694,43.6684649,287,-79.43899693999998,43.66846489999999
881,GO-20143208371,2014,D31,Shooting,2014-10-30 12:00:00,26,Downsview-Roding-CFB (26),-79.48595958,43.74286798,288,-79.48595958000001,43.74286797999999
882,GO-20143252379,2014,D12,Shooting,2014-11-06 13:00:00,110,Keelesdale-Eglinton West (110),-79.47147598,43.69097822,289,-79.47147598,43.69097821999999
883,5260102,2013,D51,Shooting,2013-09-23 12:00:00,73,Moss Park (73),-79.36691319,43.65649967,290,-79.36691319,43.656499669999995
884,4934653,2013,D12,Other,2013-05-24 12:00:00,111,Rockcliffe-Smythe (111),-79.48210041,43.68063272,291,-79.48210041000002,43.68063271999999
885,5237175,2013,D52,Stabbing,2013-10-06 12:00:00,76,Bay Street Corridor (76),-79.38461112,43.65044055,292,-79.38461111999999,43.65044055
886,5229819,2013,D52,Other,2013-10-20 12:00:00,78,Kensington-Chinatown (78),-79.39888675,43.65513745,293,-79.39888674999999,43.655137450000005
887,GO-20135070453,2013,D51,Other,2013-11-01 12:00:00,72,Regent Park (72),-79.36371778,43.65992508,294,-79.36371778,43.65992508
888,GO-2013939200,2013,D13,Other,2013-11-09 13:00:00,94,Wychwood (94),-79.42234432,43.67383716,295,-79.42234432,43.67383716
889,GO-2013943773,2013,D55,Shooting,2013-11-10 13:00:00,63,The Beaches (63),-79.29798392,43.67888482,296,-79.29798392,43.67888482
890,GO-20131036741,2013,D32,Stabbing,2013-11-25 13:00:00,105,Lawrence Park North (105),-79.39523369,43.73016865,297,-79.39523369,43.73016865
891,GO-20131225193,2013,D12,Other,2013-12-26 13:00:00,23,Pelmo Park-Humberlea (23),-79.51006322,43.71151049,298,-79.51006322,43.711510489999995
892,GO-20131231259,2013,D42,Other,2013-12-27 13:00:00,130,Milliken (130),-79.27214942,43.82427242,299,-79.27214942,43.82427241999999
893,4832295,2013,D32,Other,2013-07-04 12:00:00,33,Clanton Park (33),-79.45017637,43.75306779,300,-79.45017637,43.75306779
294,1148137,2005,D52,Shooting,2005-07-31 12:00:00,76,Bay Street Corridor (76),-79.38154682,43.65790792,301,-79.38154682,43.65790791999999
295,1041793,2005,D23,Shooting,2005-08-03 12:00:00,2,Mount Olive-Silverstone-Jamestown (2),-79.5825711,43.73397143,302,-79.58257110000001,43.733971430000004
296,1102449,2005,D42,Shooting,2005-08-05 12:00:00,117,L'Amoreaux (117),-79.33308972,43.79817569,303,-79.33308972,43.798175689999994
297,1068304,2005,D51,Shooting,2005-08-07 12:00:00,71,Cabbagetown-South St.James Town (71),-79.37547981,43.66574074,304,-79.37547981,43.66574073999999
298,1068304,2005,D51,Shooting,2005-08-07 12:00:00,71,Cabbagetown-South St.James Town (71),-79.37547981,43.66574074,305,-79.37547981,43.66574073999999
299,985817,2005,D23,Shooting,2005-08-13 12:00:00,8,Humber Heights-Westmount (8),-79.52055006,43.69582217,306,-79.52055006,43.69582217
300,1156816,2005,D51,Shooting,2005-08-15 12:00:00,74,North St.James Town (74),-79.37464369,43.66709416,307,-79.37464369000001,43.66709415999999
301,1072514,2005,D55,Shooting,2005-08-16 12:00:00,44,Flemingdon Park (44),-79.33491684,43.71873068,308,-79.33491684,43.71873067999999
302,117846,2005,D41,Other,2005-08-18 12:00:00,127,Bendale (127),-79.26658403,43.75812182,309,-79.26658403,43.75812182
303,1183577,2005,D22,Other,2005-08-20 12:00:00,18,New Toronto (18),-79.50817169,43.60169138,310,-79.50817169,43.60169138
304,1189864,2005,D42,Shooting,2005-08-25 12:00:00,139,Scarborough Village (139),-79.2205216,43.74283338,311,-79.22052159999998,43.74283338
305,761120,2005,D31,Shooting,2005-08-30 12:00:00,25,Glenfield-Jane Heights (25),-79.50948515,43.73912761,312,-79.50948515,43.73912760999999
306,1178414,2005,D51,Other,2005-08-31 12:00:00,73,Moss Park (73),-79.37008264,43.65616228,313,-79.37008264,43.65616228
307,1389771,2005,D33,Stabbing,2005-09-06 12:00:00,42,Banbury-Don Mills (42),-79.34361537,43.74027402,314,-79.34361537,43.740274019999994
308,1101797,2005,D31,Shooting,2005-09-08 12:00:00,28,Rustic (28),-79.50223372,43.70492158,315,-79.50223372000002,43.70492157999998
309,739598,2005,D14,Shooting,2005-09-09 12:00:00,82,Niagara (82),-79.39916285,43.63523601,316,-79.39916285,43.63523601
310,1096519,2005,D31,Shooting,2005-09-10 12:00:00,24,Black Creek (24),-79.51472666,43.76721178,317,-79.51472666,43.76721178
311,1203047,2005,D31,Shooting,2005-09-13 12:00:00,25,Glenfield-Jane Heights (25),-79.51630349,43.75189346,318,-79.51630349,43.751893459999984
312,1139553,2005,D14,Shooting,2005-09-16 12:00:00,85,South Parkdale (85),-79.4346862,43.63746024,319,-79.4346862,43.63746023999999
313,1156513,2005,D23,Shooting,2005-09-16 12:00:00,5,Elms-Old Rexdale (5),-79.54932451,43.72729069,320,-79.54932451000002,43.72729068999999
314,1156513,2005,D23,Shooting,2005-09-16 12:00:00,5,Elms-Old Rexdale (5),-79.54932451,43.72729069,321,-79.54932451000002,43.72729068999999
315,1156513,2005,D23,Shooting,2005-09-16 12:00:00,5,Elms-Old Rexdale (5),-79.54932451,43.72729069,322,-79.54932451000002,43.72729068999999
316,1228892,2005,D55,Other,2005-09-22 12:00:00,58,Old East York (58),-79.33522424,43.69454508,323,-79.33522424,43.69454508
317,1141576,2005,D42,Stabbing,2005-10-01 12:00:00,136,West Hill (136),-79.16259051,43.77039183,324,-79.16259051,43.770391829999994
318,1325246,2005,D23,Shooting,2005-10-22 12:00:00,2,Mount Olive-Silverstone-Jamestown (2),-79.58849474,43.73869605,325,-79.58849474,43.738696049999994
319,1265274,2005,D23,Shooting,2005-10-23 12:00:00,1,West Humber-Clairville (1),-79.59166379,43.73677452,326,-79.59166379,43.73677452
320,1265274,2005,D23,Shooting,2005-10-23 12:00:00,1,West Humber-Clairville (1),-79.59166379,43.73677452,327,-79.59166379,43.73677452
321,1317338,2005,D42,Shooting,2005-11-01 13:00:00,117,L'Amoreaux (117),-79.33308972,43.79817569,328,-79.33308972,43.798175689999994
322,1345445,2005,D13,Shooting,2005-11-09 13:00:00,107,Oakwood Village (107),-79.44275361,43.69730275,329,-79.44275361000001,43.697302750000006
323,1356083,2005,D32,Stabbing,2005-11-12 13:00:00,51,Willowdale East (51),-79.40653241,43.75650092,330,-79.40653241000001,43.75650091999999
324,1322417,2005,D12,Shooting,2005-11-14 13:00:00,91,Weston-Pellam Park (91),-79.46359187,43.6807223,331,-79.46359186999999,43.680722300000006
325,1258191,2005,D23,Shooting,2005-11-18 13:00:00,1,West Humber-Clairville (1),-79.59417116,43.7419265,332,-79.59417116,43.7419265
326,1293148,2005,D55,Other,2005-11-02 13:00:00,54,O'Connor-Parkview (54),-79.30153584,43.71530584,333,-79.30153584,43.71530584
327,1337264,2005,D41,Stabbing,2005-11-26 13:00:00,126,Dorset Park (126),-79.27787067,43.74546157,334,-79.27787067,43.74546157000001
328,1428567,2005,D11,Shooting,2005-11-29 13:00:00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44864601,43.65957709,335,-79.44864601,43.65957708999999
329,812174,2005,D31,Other,2005-01-26 13:00:00,24,Black Creek (24),-79.52138662,43.77320849,336,-79.52138662,43.77320849
330,1440086,2005,D31,Shooting,2005-12-01 13:00:00,21,Humber Summit (21),-79.54378089,43.77293638,337,-79.54378089,43.77293637999999
331,1283750,2005,D14,Other,2005-11-05 13:00:00,85,South Parkdale (85),-79.43240631,43.63969174,338,-79.43240631,43.639691739999996
332,1439907,2005,D53,Other,2005-12-16 13:00:00,102,Forest Hill North (102),-79.42681602,43.707106,339,-79.42681602,43.707105999999996
333,1443414,2005,D31,Shooting,2005-12-23 13:00:00,25,Glenfield-Jane Heights (25),-79.51665231,43.75185692,340,-79.51665231,43.75185692
334,1229258,2005,D52,Shooting,2005-12-26 13:00:00,64,Woodbine Corridor (64),-79.31762961,43.68462674,341,-79.31762961,43.68462673999999
335,1158528,2005,D32,Stabbing,2005-09-19 12:00:00,33,Clanton Park (33),-79.44004489,43.73610985,342,-79.44004489,43.73610984999999
336,1003568,2005,D42,Other,2005-01-24 13:00:00,116,Steeles (116),-79.33210658,43.80721233,343,-79.33210658000002,43.807212329999984
337,1426456,2006,D13,Shooting,2006-01-01 13:00:00,108,Briar Hill-Belgravia (108),-79.4472933,43.69635948,344,-79.44729329999998,43.696359479999984
338,1557753,2006,D32,Other,2006-01-26 13:00:00,39,Bedford Park-Nortown (39),-79.41488062,43.73518176,345,-79.41488062,43.73518176
339,1361475,2006,D31,Shooting,2006-02-06 13:00:00,25,Glenfield-Jane Heights (25),-79.50171299,43.74506703,346,-79.50171299,43.745067029999994
340,1624304,2006,D42,Stabbing,2006-02-09 13:00:00,117,L'Amoreaux (117),-79.33034213,43.79670177,347,-79.33034213,43.79670176999999
341,1624304,2006,D42,Stabbing,2006-02-09 13:00:00,117,L'Amoreaux (117),-79.33034213,43.79670177,348,-79.33034213,43.79670176999999
342,1624304,2006,D42,Stabbing,2006-02-09 13:00:00,117,L'Amoreaux (117),-79.33034213,43.79670177,349,-79.33034213,43.79670176999999
343,1511490,2006,D55,Stabbing,2006-02-08 13:00:00,44,Flemingdon Park (44),-79.33491684,43.71873068,350,-79.33491684,43.71873067999999
344,1559867,2006,D55,Other,2006-03-02 13:00:00,61,Taylor-Massey (61),-79.29247781,43.69286384,351,-79.29247781,43.692863839999994
345,1597252,2006,D43,Other,2006-03-04 13:00:00,134,Highland Creek (134),-79.17434848,43.79272,352,-79.17434848,43.79271999999999
346,1640987,2006,D31,Shooting,2006-03-12 13:00:00,22,Humbermede (22),-79.54518685,43.74788175,353,-79.54518685,43.74788175
347,1591256,2006,D43,Shooting,2006-03-14 13:00:00,139,Scarborough Village (139),-79.21887335,43.74318039,354,-79.21887334999998,43.74318039
348,1479234,2006,D51,Shooting,2006-03-20 13:00:00,71,Cabbagetown-South St.James Town (71),-79.37373773,43.66729501,355,-79.37373773,43.66729501
349,1570672,2006,D12,Shooting,2006-03-27 13:00:00,115,Mount Dennis (115),-79.49087817,43.6875723,356,-79.49087816999999,43.68757229999999
350,1671071,2006,D31,Shooting,2006-03-27 13:00:00,25,Glenfield-Jane Heights (25),-79.50715447,43.74847366,357,-79.50715447,43.74847366
351,1578377,2006,D31,Other,2006-04-07 12:00:00,22,Humbermede (22),-79.54903544,43.7506496,358,-79.54903543999998,43.750649599999996
352,1673447,2006,D31,Stabbing,2006-04-20 12:00:00,26,Downsview-Roding-CFB (26),-79.47211694,43.73038403,359,-79.47211694000002,43.73038403
353,1636602,2006,D33,Stabbing,2006-04-26 12:00:00,47,Don Valley Village (47),-79.34428001,43.78097583,360,-79.34428001000002,43.780975829999996
354,1473434,2006,D55,Shooting,2006-04-29 12:00:00,44,Flemingdon Park (44),-79.32848978,43.71903099,361,-79.32848978,43.71903099
355,1686110,2006,D22,Stabbing,2006-04-29 12:00:00,18,New Toronto (18),-79.50886163,43.60153841,362,-79.50886163000001,43.601538409999996
356,1439616,2006,D55,Stabbing,2006-05-02 12:00:00,65,Greenwood-Coxwell (65),-79.32359895,43.68336554,363,-79.32359895,43.68336554
357,1506152,2006,D52,Stabbing,2006-05-15 12:00:00,78,Kensington-Chinatown (78),-79.39339759,43.65276389,364,-79.39339759,43.65276389000001
358,1714664,2006,D55,Other,2006-05-17 12:00:00,61,Taylor-Massey (61),-79.29368242,43.69258698,365,-79.29368242,43.692586979999994
359,1465047,2006,D13,Other,2006-05-26 12:00:00,106,Humewood-Cedarvale (106),-79.42083062,43.68619468,366,-79.42083062,43.68619467999999
360,1630473,2006,D43,Shooting,2006-05-28 12:00:00,137,Woburn (137),-79.21564208,43.76057179,367,-79.21564208,43.76057179
361,1441432,2006,D12,Shooting,2006-06-03 12:00:00,113,Weston (113),-79.50654333,43.69564416,368,-79.50654333,43.69564416
362,1677509,2006,D31,Stabbing,2006-06-03 12:00:00,26,Downsview-Roding-CFB (26),-79.48595958,43.74286798,369,-79.48595958000001,43.74286797999999
363,1433643,2006,D31,Shooting,2006-06-12 12:00:00,28,Rustic (28),-79.50227042,43.71654549,370,-79.50227042,43.716545489999994
364,1269372,2006,D12,Stabbing,2006-06-13 12:00:00,115,Mount Dennis (115),-79.49087817,43.6875723,371,-79.49087816999999,43.68757229999999
365,1556233,2006,D31,Stabbing,2006-06-22 12:00:00,26,Downsview-Roding-CFB (26),-79.50811877,43.71907849,372,-79.50811877,43.71907848999999
366,1523520,2006,D42,Shooting,2006-06-23 12:00:00,132,Malvern (132),-79.22444127,43.80250536,373,-79.22444127,43.80250536
367,1712933,2006,D51,Other,2006-06-23 12:00:00,75,Church-Yonge Corridor (75),-79.38132262,43.6667026,374,-79.38132262,43.6667026
368,1614702,2006,D51,Shooting,2006-06-26 12:00:00,77,Waterfront Communities-The Island (77),-79.36851255,43.64728251,375,-79.36851254999999,43.64728250999999
369,1463143,2006,D12,Shooting,2006-07-02 12:00:00,90,Junction Area (90),-79.4740376,43.67889965,376,-79.4740376,43.67889965
370,1436777,2006,D22,Shooting,2006-07-05 12:00:00,20,Alderwood (20),-79.54482023,43.60085066,377,-79.54482022999998,43.60085066
371,1680741,2006,D51,Shooting,2006-07-11 12:00:00,75,Church-Yonge Corridor (75),-79.37583535,43.65495451,378,-79.37583535,43.65495451
372,1789165,2006,D42,Shooting,2006-07-12 12:00:00,131,Rouge (131),-79.22641494,43.82981059,379,-79.22641494000001,43.829810589999994
373,1482034,2006,D12,Shooting,2006-07-12 12:00:00,115,Mount Dennis (115),-79.49198187,43.6879238,380,-79.49198187,43.6879238
374,1720929,2006,D23,Stabbing,2006-07-14 12:00:00,1,West Humber-Clairville (1),-79.59204832,43.73218217,381,-79.59204832,43.73218216999999
375,1753633,2006,D55,Stabbing,2006-07-15 12:00:00,54,O'Connor-Parkview (54),-79.31058473,43.71380448,382,-79.31058472999999,43.713804479999986
376,1436568,2006,D52,Shooting,2006-07-17 12:00:00,54,O'Connor-Parkview (54),-79.31058473,43.71380448,383,-79.31058472999999,43.713804479999986
377,1558823,2006,D55,Other,2006-06-02 12:00:00,66,Danforth (66),-79.33267576,43.68227617,384,-79.33267576,43.68227616999999
378,1436461,2006,D42,Other,2006-07-27 12:00:00,132,Malvern (132),-79.21555349,43.80779799,385,-79.21555349,43.80779798999999
379,1684861,2006,D11,Other,2006-08-05 12:00:00,85,South Parkdale (85),-79.43657354,43.63873271,386,-79.43657353999998,43.63873270999999
380,1467979,2006,D52,Stabbing,2006-09-11 12:00:00,76,Bay Street Corridor (76),-79.38207764,43.65909609,387,-79.38207764,43.65909609
381,1467979,2006,D52,Stabbing,2006-09-11 12:00:00,76,Bay Street Corridor (76),-79.38207764,43.65909609,388,-79.38207764,43.65909609
382,1442534,2006,D42,Shooting,2006-09-14 12:00:00,117,L'Amoreaux (117),-79.30101856,43.80230181,389,-79.30101856,43.802301809999996
383,1825448,2006,D43,Other,2006-09-17 12:00:00,137,Woburn (137),-79.24032385,43.77045985,390,-79.24032385,43.77045985
384,1873074,2006,D14,Shooting,2006-09-17 12:00:00,85,South Parkdale (85),-79.42909632,43.63858236,391,-79.42909632,43.638582359999994
385,1859866,2006,D42,Stabbing,2006-09-17 12:00:00,116,Steeles (116),-79.32559801,43.8073646,392,-79.32559800999998,43.80736459999999
386,1696275,2006,D41,Other,2006-09-21 12:00:00,122,Birchcliffe-Cliffside (122),-79.2564199,43.71017395,393,-79.2564199,43.710173949999984
387,1448580,2006,D51,Other,2006-09-22 12:00:00,75,Church-Yonge Corridor (75),-79.38159626,43.66440307,394,-79.38159626,43.66440307
388,1710058,2006,D31,Shooting,2006-09-25 12:00:00,21,Humber Summit (21),-79.56906415,43.75905627,395,-79.56906415,43.759056269999995
389,1905589,2006,D55,Shooting,2006-10-09 12:00:00,43,Victoria Village (43),-79.30442807,43.71890684,396,-79.30442807,43.71890684
390,1696286,2006,D41,Other,2006-10-17 12:00:00,119,Wexford/Maryvale (119),-79.3004441,43.72794175,397,-79.3004441,43.727941749999985
391,1603174,2006,D43,Stabbing,2006-10-21 12:00:00,135,Morningside (135),-79.19431473,43.78927557,398,-79.19431473,43.789275569999994
392,1877732,2006,D22,Other,2006-10-27 12:00:00,16,Stonegate-Queensway (16),-79.49623012,43.62773536,399,-79.49623012,43.62773535999999
393,1855834,2006,D51,Stabbing,2006-10-11 12:00:00,71,Cabbagetown-South St.James Town (71),-79.3641184,43.66609313,400,-79.36411839999998,43.66609312999999
