index,occurrence_unique_id,occurrence_date,occurrence_year,occurrence_month,occurrence_dayofweek,occurrence_hour,time_range,division,death,injuries,hood_id,neighbourhood,longitude,latitude,object_id,x,y
2519,GO-2015619485,2015-04-14 12:00:00,2015,April,Tuesday,3.0,Night,D33,0,0,53,Henry Farm (53),-79.34116618,43.77318589,2761,-79.34116618,43.77318589
2820,GO-2016475245,2016-03-19 12:00:00,2016,March,Saturday,17.0,Afternoon,D11,0,0,91,Weston-Pellam Park (91),-79.45760911,43.67472311,2762,-79.45760911,43.674723109999995
2324,GO-20141880069,2014-04-13 12:00:00,2014,April,Sunday,22.0,Evening,D42,1,0,131,Rouge (131),-79.21297793,43.81909218,2763,-79.21297793,43.81909217999999
2520,GO-2015590849,2015-04-15 12:00:00,2015,April,Wednesday,11.0,Morning,D12,0,0,110,Keelesdale-Eglinton West (110),-79.47317394,43.68583273,2764,-79.47317394,43.685832729999994
2521,GO-2015625610,2015-04-15 12:00:00,2015,April,Wednesday,21.0,Evening,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58812551,43.74631642,2765,-79.58812551,43.74631641999999
2522,GO-2015630750,2015-04-16 12:00:00,2015,April,Thursday,16.0,Afternoon,D31,0,5,24,Black Creek (24),-79.51964817,43.76590936,2766,-79.51964817,43.76590936
2523,GO-2015638127,2015-04-17 12:00:00,2015,April,Friday,18.0,Evening,D41,0,1,120,Clairlea-Birchmount (120),-79.27107722,43.7141575,2767,-79.27107721999998,43.71415749999999
2524,GO-2015643436,2015-04-18 12:00:00,2015,April,Saturday,18.0,Evening,D51,0,1,72,Regent Park (72),-79.35864726,43.66241529,2768,-79.35864726,43.662415289999984
2525,GO-2015644090,2015-04-18 12:00:00,2015,April,Saturday,0.0,Night,D43,0,0,137,Woburn (137),-79.21389338,43.76225368,2769,-79.21389337999999,43.76225367999999
2526,GO-2015650767,2015-04-20 12:00:00,2015,April,Monday,2.0,Night,D53,0,1,55,Thorncliffe Park (55),-79.34658826,43.70321193,2770,-79.34658826,43.703211929999995
2527,GO-2015675442,2015-04-24 12:00:00,2015,April,Friday,23.0,Evening,D23,0,1,6,Kingsview Village-The Westway (6),-79.53435209,43.70033277,2771,-79.53435209,43.700332769999996
2528,GO-2015687496,2015-04-25 12:00:00,2015,April,Saturday,0.0,Night,D41,0,1,120,Clairlea-Birchmount (120),-79.2674807,43.71161076,2772,-79.2674807,43.71161075999999
2529,GO-2015688413,2015-04-25 12:00:00,2015,April,Saturday,22.0,Evening,D32,0,0,31,Yorkdale-Glen Park (31),-79.44838574,43.72207262,2773,-79.44838573999999,43.72207261999999
2530,GO-2015700402,2015-04-28 12:00:00,2015,April,Tuesday,4.0,Night,D14,0,1,82,Niagara (82),-79.40653598,43.64668181,2774,-79.40653598,43.64668180999999
2531,GO-2015706228,2015-04-29 12:00:00,2015,April,Wednesday,0.0,Night,D42,0,0,132,Malvern (132),-79.2281779,43.79999192,2775,-79.2281779,43.79999192
2532,GO-2015708336,2015-04-29 12:00:00,2015,April,Wednesday,11.0,Morning,D42,0,1,132,Malvern (132),-79.21116678,43.81185502,2776,-79.21116678,43.811855019999996
2533,GO-2015717326,2015-04-30 12:00:00,2015,April,Thursday,19.0,Evening,D12,0,0,115,Mount Dennis (115),-79.49503606,43.68895689,2777,-79.49503606,43.68895689
2534,GO-2015717414,2015-04-30 12:00:00,2015,April,Thursday,19.0,Evening,D33,0,0,47,Don Valley Village (47),-79.34243868,43.78184127,2778,-79.34243868,43.78184127
2535,GO-2015726490,2015-05-02 12:00:00,2015,May,Saturday,6.0,Morning,D51,0,0,72,Regent Park (72),-79.36371778,43.65992508,2779,-79.36371778,43.65992508
2536,GO-2015762095,2015-05-07 12:00:00,2015,May,Thursday,20.0,Evening,D42,0,1,46,Pleasant View (46),-79.33359086,43.79805132,2780,-79.33359086,43.79805132
2537,GO-2015777027,2015-05-10 12:00:00,2015,May,Sunday,2.0,Night,D41,0,1,119,Wexford/Maryvale (119),-79.30125625,43.76356211,2781,-79.30125625,43.76356211
2538,GO-2015935016,2015-05-11 12:00:00,2015,May,Monday,0.0,Night,D42,0,0,131,Rouge (131),-79.23261267,43.82704745,2782,-79.23261267000001,43.82704745000001
2539,GO-2015788702,2015-05-12 12:00:00,2015,May,Tuesday,0.0,Night,D33,0,0,45,Parkwoods-Donalda (45),-79.33665619,43.76267639,2783,-79.33665619,43.762676389999996
2540,GO-2015807928,2015-05-15 12:00:00,2015,May,Friday,19.0,Evening,D14,0,1,78,Kensington-Chinatown (78),-79.40087953,43.65121778,2784,-79.40087953,43.651217779999996
2541,GO-2015814400,2015-05-16 12:00:00,2015,May,Saturday,20.0,Evening,D14,0,0,77,Waterfront Communities-The Island (77),-79.39296466,43.64056148,2785,-79.39296466,43.64056148
2542,GO-2015832293,2015-05-16 12:00:00,2015,May,Saturday,23.0,Evening,D12,0,0,113,Weston (113),-79.51616258,43.70016019,2786,-79.51616258,43.70016018999999
2543,GO-2015821559,2015-05-17 12:00:00,2015,May,Sunday,12.0,Afternoon,D23,0,0,1,West Humber-Clairville (1),-79.59278328,43.73908012,2787,-79.59278327999999,43.73908012
2544,GO-2015831181,2015-05-19 12:00:00,2015,May,Tuesday,3.0,Night,D55,1,0,65,Greenwood-Coxwell (65),-79.32472818,43.68311648,2788,-79.32472818000001,43.683116479999995
2545,GO-2015837843,2015-05-20 12:00:00,2015,May,Wednesday,18.0,Evening,D43,0,1,137,Woburn (137),-79.23522673,43.75772044,2789,-79.23522673,43.75772044000001
2546,GO-2015849988,2015-05-21 12:00:00,2015,May,Thursday,0.0,Night,D41,0,0,121,Oakridge (121),-79.27996661,43.6986537,2790,-79.27996661,43.6986537
2547,GO-2015843494,2015-05-21 12:00:00,2015,May,Thursday,23.0,Evening,D11,1,0,93,Dovercourt-Wallace Emerson-Junction (93),-79.44745102,43.66170967,2791,-79.44745102,43.66170967
2548,GO-2015849056,2015-05-21 12:00:00,2015,May,Thursday,19.0,Evening,D23,0,0,8,Humber Heights-Westmount (8),-79.51745424,43.69262736,2792,-79.51745424,43.69262736
2549,GO-2015850001,2015-05-22 12:00:00,2015,May,Friday,20.0,Evening,D14,0,1,78,Kensington-Chinatown (78),-79.39987627,43.65143665,2793,-79.39987627,43.65143665
2550,GO-2015854577,2015-05-22 12:00:00,2015,May,Friday,17.0,Afternoon,D31,0,0,21,Humber Summit (21),-79.57058182,43.75502325,2794,-79.57058182,43.75502325
2551,GO-2015861386,2015-05-23 12:00:00,2015,May,Saturday,15.0,Afternoon,D33,0,1,53,Henry Farm (53),-79.34725452,43.76953164,2795,-79.34725452,43.76953164
2552,GO-2015863447,2015-05-24 12:00:00,2015,May,Sunday,2.0,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.50926221,43.73831154,2796,-79.50926221,43.738311539999984
2553,GO-2015863474,2015-05-24 12:00:00,2015,May,Sunday,23.0,Evening,D51,0,1,73,Moss Park (73),-79.37103886,43.65160431,2797,-79.37103886,43.651604309999996
2554,GO-2015864657,2015-05-24 12:00:00,2015,May,Sunday,4.0,Night,D53,0,0,98,Rosedale-Moore Park (98),-79.38350469,43.69379762,2798,-79.38350469,43.69379762
2555,GO-2015865601,2015-05-24 12:00:00,2015,May,Sunday,13.0,Afternoon,D31,0,1,24,Black Creek (24),-79.51614161,43.75984076,2799,-79.51614161,43.759840759999996
2556,GO-2015867715,2015-05-24 12:00:00,2015,May,Sunday,9.0,Morning,D42,0,2,130,Milliken (130),-79.30217243,43.81902862,2800,-79.30217243,43.81902862
3201,GO-2017348383,2017-02-24 13:00:00,2017,February,Friday,23.0,Evening,D42,0,1,118,Tam O'Shanter-Sullivan (118),-79.30446586,43.77325649,3001,-79.30446586,43.773256489999994
3202,GO-2017352942,2017-02-25 13:00:00,2017,February,Saturday,18.0,Evening,D53,1,0,55,Thorncliffe Park (55),-79.34134662,43.70801788,3002,-79.34134662,43.70801788
3203,GO-2017349622,2017-02-25 13:00:00,2017,February,Saturday,5.0,Night,D14,0,1,82,Niagara (82),-79.40215599,43.64265388,3003,-79.40215599,43.64265388
3204,GO-2017364575,2017-02-27 13:00:00,2017,February,Monday,16.0,Afternoon,D43,0,0,139,Scarborough Village (139),-79.21553144,43.74394623,3004,-79.21553144,43.74394622999999
3205,GO-2017373588,2017-02-28 13:00:00,2017,February,Tuesday,21.0,Evening,D23,0,1,5,Elms-Old Rexdale (5),-79.54567603,43.72127341,3005,-79.54567602999998,43.721273409999995
3206,GO-2017387100,2017-03-02 13:00:00,2017,March,Thursday,22.0,Evening,D55,0,0,70,South Riverdale (70),-79.35258366,43.66548622,3006,-79.35258366,43.66548622
3207,GO-2017394233,2017-03-04 13:00:00,2017,March,Saturday,3.0,Night,D13,0,0,31,Yorkdale-Glen Park (31),-79.44377026,43.70899936,3007,-79.44377025999998,43.70899935999999
3601,GO-2018426283,2018-03-08 13:00:00,2018,March,Thursday,0.0,Night,D55,0,0,70,South Riverdale (70),-79.34678883,43.6658141,3008,-79.34678883,43.6658141
3101,GO-20162008129,2016-11-11 13:00:00,2016,November,Friday,19.0,Evening,D14,0,1,83,Dufferin Grove (83),-79.43287743,43.66039188,3009,-79.43287743,43.660391879999985
3208,GO-2017401567,2017-03-05 13:00:00,2017,March,Sunday,7.0,Morning,D41,0,0,121,Oakridge (121),-79.27823005,43.69903669,3010,-79.27823005000002,43.69903669
3209,GO-2017418597,2017-03-07 13:00:00,2017,March,Tuesday,22.0,Evening,D31,0,0,27,York University Heights (27),-79.50372563,43.76525072,3011,-79.50372563,43.76525071999998
3210,GO-2017424854,2017-03-08 13:00:00,2017,March,Wednesday,21.0,Evening,D11,0,1,86,Roncesvalles (86),-79.44946863,43.6537446,3012,-79.44946863,43.6537446
3211,GO-2017430520,2017-03-09 13:00:00,2017,March,Thursday,18.0,Evening,D23,0,1,6,Kingsview Village-The Westway (6),-79.54863788,43.70132673,3013,-79.54863788,43.701326729999984
3212,GO-2017449278,2017-03-12 13:00:00,2017,March,Sunday,22.0,Evening,D31,0,0,24,Black Creek (24),-79.51472666,43.76721178,3014,-79.51472666,43.76721178
3213,GO-2017455268,2017-03-13 12:00:00,2017,March,Monday,21.0,Evening,D55,0,0,44,Flemingdon Park (44),-79.32804455,43.71561353,3015,-79.32804454999999,43.71561353
3214,GO-2017450588,2017-03-13 12:00:00,2017,March,Monday,6.0,Morning,D42,0,0,46,Pleasant View (46),-79.32412896,43.77774265,3016,-79.32412896000001,43.77774265
3215,GO-2017468897,2017-03-16 12:00:00,2017,March,Thursday,0.0,Night,D42,1,0,131,Rouge (131),-79.18462411,43.81019918,3017,-79.18462411,43.81019917999999
3216,GO-2017476771,2017-03-17 12:00:00,2017,March,Friday,9.0,Morning,D22,0,0,13,Etobicoke West Mall (13),-79.56081207,43.6392073,3018,-79.56081207000001,43.639207299999995
3217,GO-2017481626,2017-03-18 12:00:00,2017,March,Saturday,0.0,Night,D31,0,0,24,Black Creek (24),-79.52036423,43.76882728,3019,-79.52036423,43.76882728
3218,GO-2017485153,2017-03-18 12:00:00,2017,March,Saturday,16.0,Afternoon,D43,0,0,139,Scarborough Village (139),-79.21965317,43.74501856,3020,-79.21965317000002,43.745018560000005
3219,GO-2017486409,2017-03-18 12:00:00,2017,March,Saturday,21.0,Evening,D55,1,0,61,Taylor-Massey (61),-79.29542007,43.70167784,3021,-79.29542007,43.70167783999999
3220,GO-2017485476,2017-03-18 12:00:00,2017,March,Saturday,17.0,Afternoon,D23,0,1,6,Kingsview Village-The Westway (6),-79.55211794,43.69579839,3022,-79.55211794,43.69579839
3221,GO-2017482873,2017-03-18 12:00:00,2017,March,Saturday,8.0,Morning,D14,0,0,85,South Parkdale (85),-79.43413785,43.64109159,3023,-79.43413785,43.64109159
3222,GO-2017487787,2017-03-19 12:00:00,2017,March,Sunday,2.0,Night,D14,0,0,77,Waterfront Communities-The Island (77),-79.39760717,43.64495335,3024,-79.39760716999999,43.644953349999994
3223,GO-2017499404,2017-03-20 12:00:00,2017,March,Monday,23.0,Evening,D42,0,0,117,L'Amoreaux (117),-79.33117982,43.79783515,3025,-79.33117982,43.79783515
3224,GO-2017506628,2017-03-22 12:00:00,2017,March,Wednesday,2.0,Night,D31,0,1,26,Downsview-Roding-CFB (26),-79.48356291,43.73312303,3026,-79.48356291,43.733123029999994
3225,GO-2017530458,2017-03-23 12:00:00,2017,March,Thursday,2.0,Night,D11,0,0,83,Dufferin Grove (83),-79.44070806,43.65878182,3027,-79.44070806,43.65878182000001
3226,GO-2017518633,2017-03-23 12:00:00,2017,March,Thursday,20.0,Evening,D31,0,0,22,Humbermede (22),-79.56125649,43.74645016,3028,-79.56125648999999,43.746450159999995
3227,GO-2017513151,2017-03-23 12:00:00,2017,March,Thursday,2.0,Night,D32,0,1,32,Englemount-Lawrence (32),-79.44280296,43.72453537,3029,-79.44280296,43.724535369999984
3228,GO-2017522840,2017-03-24 12:00:00,2017,March,Friday,13.0,Afternoon,D31,0,0,23,Pelmo Park-Humberlea (23),-79.53818881,43.73374801,3030,-79.53818881,43.73374800999999
3229,GO-2017580265,2017-03-24 12:00:00,2017,March,Friday,22.0,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.52288598,43.75138932,3031,-79.52288598,43.75138932000001
3230,GO-2017519906,2017-03-24 12:00:00,2017,March,Friday,5.0,Night,D51,0,0,77,Waterfront Communities-The Island (77),-79.37074933,43.64783612,3032,-79.37074933,43.64783612
3231,GO-2017536858,2017-03-26 12:00:00,2017,March,Sunday,20.0,Evening,D31,0,2,24,Black Creek (24),-79.51472666,43.76721178,3033,-79.51472666,43.76721178
3232,GO-2017533082,2017-03-26 12:00:00,2017,March,Sunday,4.0,Night,D31,0,0,21,Humber Summit (21),-79.54266883,43.75333712,3034,-79.54266882999998,43.75333712
3233,GO-2017542059,2017-03-27 12:00:00,2017,March,Monday,15.0,Afternoon,D11,0,1,87,High Park-Swansea (87),-79.47100511,43.63695828,3035,-79.47100511,43.636958279999995
3234,GO-2017544364,2017-03-27 12:00:00,2017,March,Monday,23.0,Evening,D51,0,1,73,Moss Park (73),-79.36616856,43.6526954,3036,-79.36616856,43.652695399999985
3235,GO-2017548714,2017-03-28 12:00:00,2017,March,Tuesday,16.0,Afternoon,D14,0,1,78,Kensington-Chinatown (78),-79.40046169,43.65014859,3037,-79.40046169,43.65014858999999
3236,GO-2017564412,2017-03-31 12:00:00,2017,March,Friday,2.0,Night,D23,1,0,8,Humber Heights-Westmount (8),-79.51968211,43.69122335,3038,-79.51968210999999,43.691223349999994
3237,GO-2017577762,2017-04-02 12:00:00,2017,April,Sunday,4.0,Night,D14,0,2,77,Waterfront Communities-The Island (77),-79.395007,43.64546954,3039,-79.395007,43.64546953999999
3238,GO-2017576839,2017-04-02 12:00:00,2017,April,Sunday,0.0,Night,D55,0,1,69,Blake-Jones (69),-79.33595459,43.67972868,3040,-79.33595459000001,43.67972868
3239,GO-2017582658,2017-04-03 12:00:00,2017,April,Monday,0.0,Night,D42,0,1,132,Malvern (132),-79.2144505,43.80776187,3041,-79.2144505,43.80776187
3240,GO-2017588808,2017-04-03 12:00:00,2017,April,Monday,20.0,Evening,D23,0,0,4,Rexdale-Kipling (4),-79.55971793,43.72488239,3042,-79.55971793,43.72488239
3241,GO-2017641339,2017-04-11 12:00:00,2017,April,Tuesday,20.0,Evening,D11,0,0,87,High Park-Swansea (87),-79.47060624,43.63787851,3043,-79.47060624,43.63787850999999
3242,GO-2017653914,2017-04-13 12:00:00,2017,April,Thursday,18.0,Evening,D42,0,2,117,L'Amoreaux (117),-79.33089277,43.79745328,3044,-79.33089276999999,43.79745327999999
3243,GO-2017654988,2017-04-13 12:00:00,2017,April,Thursday,21.0,Evening,D55,0,1,44,Flemingdon Park (44),-79.32804455,43.71561353,3045,-79.32804454999999,43.71561353
3244,GO-2017662074,2017-04-14 12:00:00,2017,April,Friday,23.0,Evening,D42,1,0,117,L'Amoreaux (117),-79.33089277,43.79745328,3046,-79.33089276999999,43.79745327999999
3245,GO-2017712238,2017-04-14 12:00:00,2017,April,Friday,12.0,Afternoon,D41,0,0,126,Dorset Park (126),-79.28373504,43.76694265,3047,-79.28373503999998,43.76694265
3246,GO-2017674351,2017-04-14 12:00:00,2017,April,Friday,23.0,Evening,D55,1,0,70,South Riverdale (70),-79.34355095,43.66028737,3048,-79.34355095,43.660287369999985
3247,GO-2017666181,2017-04-15 12:00:00,2017,April,Saturday,23.0,Evening,D22,0,0,16,Stonegate-Queensway (16),-79.49917682,43.65006614,3049,-79.49917682,43.65006614
3248,GO-2017667115,2017-04-16 12:00:00,2017,April,Sunday,3.0,Night,D14,0,0,85,South Parkdale (85),-79.42529763,43.63734542,3050,-79.42529763,43.63734542
3249,GO-2017666625,2017-04-16 12:00:00,2017,April,Sunday,0.0,Night,D55,0,0,54,O'Connor-Parkview (54),-79.30153584,43.71530584,3051,-79.30153584,43.71530584
3250,GO-2017676402,2017-04-17 12:00:00,2017,April,Monday,21.0,Evening,D31,0,0,26,Downsview-Roding-CFB (26),-79.50811877,43.71907849,3052,-79.50811877,43.71907848999999
3251,GO-2017682731,2017-04-18 12:00:00,2017,April,Tuesday,20.0,Evening,D43,0,1,137,Woburn (137),-79.23293774,43.77954305,3053,-79.23293774,43.77954305000001
3252,GO-2017690303,2017-04-19 12:00:00,2017,April,Wednesday,23.0,Evening,D23,0,0,8,Humber Heights-Westmount (8),-79.51745424,43.69262736,3054,-79.51745424,43.69262736
3253,GO-2017688294,2017-04-19 12:00:00,2017,April,Wednesday,16.0,Afternoon,D31,0,0,24,Black Creek (24),-79.51872198,43.76916389,3055,-79.51872197999998,43.76916389000001
3254,GO-2017683994,2017-04-19 12:00:00,2017,April,Wednesday,2.0,Night,D32,0,1,31,Yorkdale-Glen Park (31),-79.44819077,43.71911297,3056,-79.44819077,43.71911297
3255,GO-2017696358,2017-04-20 12:00:00,2017,April,Thursday,21.0,Evening,D51,0,0,71,Cabbagetown-South St.James Town (71),-79.36859203,43.66587501,3057,-79.36859203000002,43.66587500999999
3256,GO-2017690394,2017-04-20 12:00:00,2017,April,Thursday,0.0,Night,D31,0,0,24,Black Creek (24),-79.51964817,43.76590936,3058,-79.51964817,43.76590936
3257,GO-2017703097,2017-04-21 12:00:00,2017,April,Friday,21.0,Evening,D13,1,0,108,Briar Hill-Belgravia (108),-79.4511015,43.69791736,3059,-79.45110149999998,43.69791735999999
3258,GO-2017703427,2017-04-21 12:00:00,2017,April,Friday,22.0,Evening,D23,0,0,5,Elms-Old Rexdale (5),-79.54949818,43.72765066,3060,-79.54949817999999,43.727650659999995
3259,GO-2017703609,2017-04-21 12:00:00,2017,April,Friday,23.0,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.51769107,43.75723544,3061,-79.51769107000001,43.757235439999995
3260,GO-2017704780,2017-04-22 12:00:00,2017,April,Saturday,5.0,Night,D33,0,0,42,Banbury-Don Mills (42),-79.34340763,43.73717335,3062,-79.34340763,43.73717334999999
3261,GO-2017708259,2017-04-22 12:00:00,2017,April,Saturday,18.0,Evening,D41,0,1,126,Dorset Park (126),-79.2822164,43.76942091,3063,-79.28221639999998,43.769420909999994
3262,GO-2017714184,2017-04-23 12:00:00,2017,April,Sunday,18.0,Evening,D23,0,1,1,West Humber-Clairville (1),-79.59278328,43.73908012,3064,-79.59278327999999,43.73908012
3263,GO-2017722546,2017-04-25 12:00:00,2017,April,Tuesday,0.0,Night,D42,0,0,117,L'Amoreaux (117),-79.33034213,43.79670177,3065,-79.33034213,43.79670176999999
3264,GO-2017735727,2017-04-26 12:00:00,2017,April,Wednesday,23.0,Evening,D11,0,1,86,Roncesvalles (86),-79.43463614,43.64244878,3066,-79.43463614,43.642448779999995
3265,GO-2017735143,2017-04-26 12:00:00,2017,April,Wednesday,21.0,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.51134996,43.75013528,3067,-79.51134996,43.750135279999995
3266,GO-2017749294,2017-04-28 12:00:00,2017,April,Friday,3.0,Night,D53,0,1,41,Bridle Path-Sunnybrook-York Mills (41),-79.37178938,43.72233339,3068,-79.37178937999998,43.72233339000001
3267,GO-2017754599,2017-04-29 12:00:00,2017,April,Saturday,19.0,Evening,D23,0,0,4,Rexdale-Kipling (4),-79.56521452,43.72598204,3069,-79.56521452,43.72598204
3268,GO-2017756929,2017-04-30 12:00:00,2017,April,Sunday,5.0,Night,D13,0,1,92,Corso Italia-Davenport (92),-79.44334012,43.67875296,3070,-79.44334012,43.67875296
3269,GO-20171924437,2017-05-01 12:00:00,2017,May,Monday,0.0,Night,D23,0,0,1,West Humber-Clairville (1),-79.58611778,43.69812417,3071,-79.58611778000001,43.69812417
3270,GO-2017768882,2017-05-02 12:00:00,2017,May,Tuesday,1.0,Night,D11,0,0,93,Dovercourt-Wallace Emerson-Junction (93),-79.45782502,43.66689003,3072,-79.45782502,43.66689002999998
3271,GO-2017774921,2017-05-02 12:00:00,2017,May,Tuesday,22.0,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.51905098,43.73854589,3073,-79.51905098,43.73854589
3272,GO-2017781008,2017-05-03 12:00:00,2017,May,Wednesday,20.0,Evening,D55,0,0,54,O'Connor-Parkview (54),-79.30153584,43.71530584,3074,-79.30153584,43.71530584
3273,GO-2017781872,2017-05-03 12:00:00,2017,May,Wednesday,23.0,Evening,D31,0,0,27,York University Heights (27),-79.50372563,43.76525072,3075,-79.50372563,43.76525071999998
3274,GO-2017791228,2017-05-05 12:00:00,2017,May,Friday,15.0,Afternoon,D41,0,2,126,Dorset Park (126),-79.28103716,43.76580146,3076,-79.28103715999998,43.765801460000006
3275,GO-2017801811,2017-05-07 12:00:00,2017,May,Sunday,4.0,Night,D31,0,1,26,Downsview-Roding-CFB (26),-79.48356291,43.73312303,3077,-79.48356291,43.733123029999994
3276,GO-2017803521,2017-05-07 12:00:00,2017,May,Sunday,0.0,Night,D14,0,1,81,Trinity-Bellwoods (81),-79.4059829,43.65231108,3078,-79.4059829,43.65231108
3277,GO-2017824881,2017-05-10 12:00:00,2017,May,Wednesday,19.0,Evening,D41,0,1,119,Wexford/Maryvale (119),-79.29274905,43.74054783,3079,-79.29274905,43.74054783
3801,GO-20181534830,2018-08-20 12:00:00,2018,August,Monday,0.0,Night,D42,0,0,128,Agincourt South-Malvern West (128),-79.25968862,43.78770014,3080,-79.25968862,43.787700139999984
3278,GO-2017832611,2017-05-11 12:00:00,2017,May,Thursday,19.0,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.51822816,43.7400529,3081,-79.51822816,43.740052899999995
3279,GO-2017837805,2017-05-12 12:00:00,2017,May,Friday,15.0,Afternoon,D12,0,0,23,Pelmo Park-Humberlea (23),-79.53417187,43.70888457,3082,-79.53417187,43.708884569999995
3280,GO-2017844408,2017-05-13 12:00:00,2017,May,Saturday,16.0,Afternoon,D23,0,0,3,Thistletown-Beaumond Heights (3),-79.57831643,43.73764847,3083,-79.57831643,43.73764847
3281,GO-2017845824,2017-05-13 12:00:00,2017,May,Saturday,21.0,Evening,D12,0,0,28,Rustic (28),-79.5047176,43.71574209,3084,-79.5047176,43.715742089999985
3282,GO-2017852249,2017-05-14 12:00:00,2017,May,Sunday,23.0,Evening,D33,0,3,45,Parkwoods-Donalda (45),-79.34131995,43.75705337,3085,-79.34131995000001,43.75705337
3283,GO-2017877612,2017-05-18 12:00:00,2017,May,Thursday,16.0,Afternoon,D11,0,0,83,Dufferin Grove (83),-79.44875694,43.65707932,3086,-79.44875693999998,43.657079319999994
3284,GO-2017879427,2017-05-18 12:00:00,2017,May,Thursday,21.0,Evening,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58986714,43.73881001,3087,-79.58986714,43.738810009999995
3285,GO-2017909311,2017-05-19 12:00:00,2017,May,Friday,15.0,Afternoon,D31,0,0,27,York University Heights (27),-79.49278552,43.75862181,3088,-79.49278552,43.758621809999994
3286,GO-2017904488,2017-05-22 12:00:00,2017,May,Monday,23.0,Evening,D22,0,0,10,Princess-Rosethorn (10),-79.54536924,43.66478451,3089,-79.54536924,43.66478450999998
3287,GO-2017903595,2017-05-22 12:00:00,2017,May,Monday,20.0,Evening,D55,0,0,58,Old East York (58),-79.34570287,43.69106231,3090,-79.34570287,43.69106230999999
3288,GO-2017902366,2017-05-22 12:00:00,2017,May,Monday,15.0,Afternoon,D43,0,0,134,Highland Creek (134),-79.17712814,43.79628308,3091,-79.17712813999998,43.79628308000001
3289,GO-2017904599,2017-05-22 12:00:00,2017,May,Monday,23.0,Evening,D55,1,0,70,South Riverdale (70),-79.34515535,43.66709459,3092,-79.34515535,43.66709458999999
3290,GO-2017911682,2017-05-23 12:00:00,2017,May,Tuesday,23.0,Evening,D14,0,0,85,South Parkdale (85),-79.43657354,43.63873271,3093,-79.43657353999998,43.63873270999999
3291,GO-2017944192,2017-05-28 12:00:00,2017,May,Sunday,20.0,Evening,D42,0,1,117,L'Amoreaux (117),-79.30948375,43.79909424,3094,-79.30948375,43.79909424
3292,GO-2017945381,2017-05-29 12:00:00,2017,May,Monday,1.0,Night,D32,0,0,32,Englemount-Lawrence (32),-79.43711881,43.71859418,3095,-79.43711881,43.71859418
3293,GO-2017963326,2017-05-31 12:00:00,2017,May,Wednesday,15.0,Afternoon,D12,0,1,110,Keelesdale-Eglinton West (110),-79.46520812,43.68735765,3096,-79.46520812,43.68735765
3294,GO-2017966559,2017-06-01 12:00:00,2017,June,Thursday,3.0,Night,D23,0,0,6,Kingsview Village-The Westway (6),-79.54412712,43.69762452,3097,-79.54412712,43.69762452
3295,GO-20171018735,2017-06-08 12:00:00,2017,June,Thursday,16.0,Afternoon,D23,0,0,5,Elms-Old Rexdale (5),-79.5505259,43.72509835,3098,-79.5505259,43.72509835
3296,GO-20171030956,2017-06-10 12:00:00,2017,June,Saturday,11.0,Morning,D31,0,1,21,Humber Summit (21),-79.56315183,43.74886877,3099,-79.56315183,43.74886876999999
3297,GO-20171035212,2017-06-11 12:00:00,2017,June,Sunday,1.0,Night,D13,0,0,108,Briar Hill-Belgravia (108),-79.45524972,43.69806484,3100,-79.45524972000001,43.698064839999994
3298,GO-20171035511,2017-06-11 12:00:00,2017,June,Sunday,2.0,Night,D31,1,0,22,Humbermede (22),-79.55724333,43.74768761,3101,-79.55724333,43.74768761
3299,GO-20171035570,2017-06-11 12:00:00,2017,June,Sunday,3.0,Night,D52,0,1,77,Waterfront Communities-The Island (77),-79.3883628,43.64757108,3102,-79.3883628,43.64757107999999
3300,GO-20171046225,2017-06-12 12:00:00,2017,June,Monday,17.0,Afternoon,D42,0,2,118,Tam O'Shanter-Sullivan (118),-79.2993063,43.78359438,3103,-79.2993063,43.78359437999999
3001,GO-20161456825,2016-08-17 12:00:00,2016,August,Wednesday,19.0,Evening,D51,0,0,72,Regent Park (72),-79.3624383,43.65887568,3104,-79.36243830000001,43.65887567999999
3102,GO-20162136121,2016-11-11 13:00:00,2016,November,Friday,16.0,Afternoon,D55,0,0,62,East End-Danforth (62),-79.30791807,43.68835478,3105,-79.30791807,43.68835478
3802,GO-20181535298,2018-08-20 12:00:00,2018,August,Monday,4.0,Night,D43,0,1,136,West Hill (136),-79.18484133,43.7648656,3106,-79.18484133,43.764865599999986
3002,GO-20161458452,2016-08-18 12:00:00,2016,August,Thursday,2.0,Night,D42,0,0,131,Rouge (131),-79.21297793,43.81909218,3107,-79.21297793,43.81909217999999
3602,GO-2018444497,2018-03-10 13:00:00,2018,March,Saturday,19.0,Evening,D23,1,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58812551,43.74631642,3108,-79.58812551,43.74631641999999
3103,GO-20162020941,2016-11-14 13:00:00,2016,November,Monday,1.0,Night,D55,0,0,69,Blake-Jones (69),-79.33917593,43.67183906,3109,-79.33917593000001,43.671839059999996
