index,occurrence_unique_id,occurrence_date,occurrence_year,occurrence_month,occurrence_dayofweek,occurrence_hour,time_range,division,death,injuries,hood_id,neighbourhood,longitude,latitude,object_id,x,y
196,GO-2005999284,2005-01-09 13:00:00,2005,January,Sunday,3.0,Night,D52,0,0,77,Waterfront Communities-The Island (77),-79.38914103,43.64945651,496,-79.38914103,43.64945651
197,GO-2005774710,2005-01-09 13:00:00,2005,January,Sunday,21.0,Evening,D53,0,1,97,Yonge-St.Clair (97),-79.3972217,43.69465737,497,-79.3972217,43.69465737
198,GO-2005866828,2005-01-11 13:00:00,2005,January,Tuesday,0.0,Night,D43,0,1,137,Woburn (137),-79.21100949,43.76286448,498,-79.21100949,43.762864480000005
199,GO-20051443627,2005-01-19 13:00:00,2005,January,Wednesday,21.0,Evening,D22,0,0,16,Stonegate-Queensway (16),-79.51165208,43.62434236,499,-79.51165207999999,43.62434236
200,GO-2005774900,2005-01-21 13:00:00,2005,January,Friday,1.0,Night,D31,0,1,25,Glenfield-Jane Heights (25),-79.50908295,43.7581337,500,-79.50908295,43.758133699999995
301,GO-2005794639,2005-06-15 12:00:00,2005,June,Wednesday,14.0,Afternoon,D55,0,1,66,Danforth (66),-79.33146579,43.68256473,501,-79.33146578999998,43.68256473
302,GO-20051226905,2005-06-16 12:00:00,2005,June,Thursday,0.0,Night,D31,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58705964,43.75362093,502,-79.58705964,43.75362093
303,GO-20051079989,2005-06-16 12:00:00,2005,June,Thursday,2.0,Night,D52,0,1,77,Waterfront Communities-The Island (77),-79.38914103,43.64945651,503,-79.38914103,43.64945651
304,GO-2005774096,2005-06-17 12:00:00,2005,June,Friday,15.0,Afternoon,D41,0,0,126,Dorset Park (126),-79.28677178,43.76091564,504,-79.28677178,43.76091564
305,GO-20051036999,2005-06-17 12:00:00,2005,June,Friday,23.0,Evening,D42,0,1,NSA,NSA,0.0,0.0,505,0.0,0.0
306,GO-2005744588,2005-06-18 12:00:00,2005,June,Saturday,1.0,Night,D22,0,1,14,Islington-City Centre West (14),-79.51552343,43.6254946,506,-79.51552343,43.6254946
307,GO-2005952369,2005-06-18 12:00:00,2005,June,Saturday,0.0,Night,D31,0,1,24,Black Creek (24),-79.51472666,43.76721178,507,-79.51472666,43.76721178
308,GO-20051042368,2005-06-18 12:00:00,2005,June,Saturday,4.0,Night,D11,0,1,93,Dovercourt-Wallace Emerson-Junction (93),-79.44569863,43.66489681,508,-79.44569863000001,43.664896809999995
309,GO-20051072297,2005-06-19 12:00:00,2005,June,Sunday,2.0,Night,D51,0,1,75,Church-Yonge Corridor (75),-79.3763333,43.65225839,509,-79.37633329999998,43.65225839000001
310,GO-2005955520,2005-06-22 12:00:00,2005,June,Wednesday,19.0,Evening,D42,0,1,118,Tam O'Shanter-Sullivan (118),-79.30035398,43.7805088,510,-79.30035398,43.78050879999999
311,GO-20051000509,2005-06-24 12:00:00,2005,June,Friday,21.0,Evening,D31,1,0,24,Black Creek (24),-79.52183024,43.76677018,511,-79.52183024,43.766770179999995
312,GO-20051083309,2005-06-24 12:00:00,2005,June,Friday,20.0,Evening,D22,0,0,12,Markland Wood (12),-79.58024101,43.63635496,512,-79.58024101,43.63635495999999
313,GO-20051059938,2005-06-25 12:00:00,2005,June,Saturday,0.0,Night,D12,0,1,110,Keelesdale-Eglinton West (110),-79.46542406,43.68230861,513,-79.46542406,43.68230860999999
314,GO-20051038563,2005-06-26 12:00:00,2005,June,Sunday,3.0,Night,D42,0,1,117,L'Amoreaux (117),-79.30593908,43.79899784,514,-79.30593908,43.798997840000006
315,GO-2005815617,2005-06-26 12:00:00,2005,June,Sunday,21.0,Evening,D11,0,0,93,Dovercourt-Wallace Emerson-Junction (93),-79.44745102,43.66170967,515,-79.44745102,43.66170967
316,GO-2005740332,2005-06-27 12:00:00,2005,June,Monday,1.0,Night,D51,0,0,NSA,NSA,0.0,0.0,516,0.0,0.0
317,GO-20051055377,2005-06-28 12:00:00,2005,June,Tuesday,0.0,Night,D31,0,1,113,Weston (113),-79.5043662,43.70516046,517,-79.50436619999999,43.70516046000001
318,GO-20051086009,2005-06-29 12:00:00,2005,June,Wednesday,1.0,Night,D14,1,0,93,Dovercourt-Wallace Emerson-Junction (93),-79.438146,43.66642828,518,-79.438146,43.66642828
319,GO-2005847703,2005-07-02 12:00:00,2005,July,Saturday,19.0,Evening,D23,0,1,1,West Humber-Clairville (1),-79.59417116,43.7419265,519,-79.59417116,43.7419265
320,GO-2005743846,2005-07-04 12:00:00,2005,July,Monday,0.0,Night,D31,0,1,24,Black Creek (24),-79.50973955,43.76046034,520,-79.50973955,43.760460339999995
321,GO-2005858628,2005-07-05 12:00:00,2005,July,Tuesday,9.0,Morning,D51,0,0,72,Regent Park (72),-79.36399777,43.66258744,521,-79.36399777,43.66258744
322,GO-2005884293,2005-07-06 12:00:00,2005,July,Wednesday,0.0,Night,D23,1,0,3,Thistletown-Beaumond Heights (3),-79.56858062,43.74624912,522,-79.56858062000002,43.74624912
323,GO-20051024235,2005-07-06 12:00:00,2005,July,Wednesday,11.0,Morning,D14,0,1,75,Church-Yonge Corridor (75),-79.37758587,43.65456447,523,-79.37758587,43.65456446999999
324,GO-20051034499,2005-07-07 12:00:00,2005,July,Thursday,15.0,Afternoon,D41,0,0,120,Clairlea-Birchmount (120),-79.27837552,43.7230404,524,-79.27837552,43.7230404
325,GO-2005974984,2005-07-07 12:00:00,2005,July,Thursday,21.0,Evening,D23,0,1,1,West Humber-Clairville (1),-79.6034668,43.73266877,525,-79.6034668,43.73266876999999
326,GO-20051141661,2005-07-08 12:00:00,2005,July,Friday,0.0,Night,D31,0,0,78,Kensington-Chinatown (78),-79.38754192,43.65310778,526,-79.38754191999999,43.65310777999999
327,GO-20051051617,2005-07-08 12:00:00,2005,July,Friday,17.0,Afternoon,D31,0,1,25,Glenfield-Jane Heights (25),-79.50964031,43.73967319,527,-79.50964031,43.73967319000001
328,GO-2005813080,2005-07-11 12:00:00,2005,July,Monday,4.0,Night,D12,0,1,91,Weston-Pellam Park (91),-79.45873079,43.6686037,528,-79.45873079,43.668603700000006
329,GO-20051110621,2005-07-12 12:00:00,2005,July,Tuesday,1.0,Night,D42,0,1,117,L'Amoreaux (117),-79.33308972,43.79817569,529,-79.33308972,43.798175689999994
330,GO-20051154125,2005-07-12 12:00:00,2005,July,Tuesday,23.0,Evening,D42,0,0,118,Tam O'Shanter-Sullivan (118),-79.2993063,43.78359438,530,-79.2993063,43.78359437999999
331,GO-2005840492,2005-07-14 12:00:00,2005,July,Thursday,19.0,Evening,D55,0,0,44,Flemingdon Park (44),-79.33414521,43.71492666,531,-79.33414520999999,43.71492666
332,GO-2005985803,2005-07-14 12:00:00,2005,July,Thursday,23.0,Evening,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58527088,43.73226071,532,-79.58527088000001,43.732260709999984
333,GO-20051231037,2005-07-15 12:00:00,2005,July,Friday,0.0,Night,D31,0,0,26,Downsview-Roding-CFB (26),-79.50859475,43.72091645,533,-79.50859475000001,43.72091644999999
334,GO-20051135577,2005-07-15 12:00:00,2005,July,Friday,2.0,Night,D43,0,1,138,Eglinton East (138),-79.24370132,43.73763098,534,-79.24370132,43.737630980000006
335,GO-20051119487,2005-07-18 12:00:00,2005,July,Monday,23.0,Evening,D13,0,0,109,Caledonia-Fairbank (109),-79.45505937,43.69462616,535,-79.45505937000001,43.69462615999999
336,GO-20051000234,2005-07-19 12:00:00,2005,July,Tuesday,0.0,Night,D31,0,1,25,Glenfield-Jane Heights (25),-79.51040848,43.74922746,536,-79.51040848,43.749227459999986
337,GO-20051059962,2005-07-19 12:00:00,2005,July,Tuesday,20.0,Evening,D12,1,1,111,Rockcliffe-Smythe (111),-79.48210041,43.68063272,537,-79.48210041000002,43.68063271999999
338,GO-20051085328,2005-07-24 12:00:00,2005,July,Sunday,22.0,Evening,D32,0,1,32,Englemount-Lawrence (32),-79.44098195,43.72012757,538,-79.44098195,43.72012757
339,GO-2005791447,2005-07-25 12:00:00,2005,July,Monday,22.0,Evening,D51,0,1,75,Church-Yonge Corridor (75),-79.3771082,43.65650088,539,-79.3771082,43.65650088
340,GO-20051092479,2005-07-25 12:00:00,2005,July,Monday,23.0,Evening,D42,0,1,117,L'Amoreaux (117),-79.30348691,43.79334092,540,-79.30348691,43.79334092
341,GO-20051134984,2005-07-25 12:00:00,2005,July,Monday,21.0,Evening,D32,0,1,NSA,NSA,0.0,0.0,541,0.0,0.0
342,GO-2005812215,2005-07-25 12:00:00,2005,July,Monday,23.0,Evening,D31,0,2,22,Humbermede (22),-79.54156856,43.74823463,542,-79.54156856000002,43.74823462999999
343,GO-20051070044,2005-07-25 12:00:00,2005,July,Monday,22.0,Evening,D22,0,1,18,New Toronto (18),-79.50523674,43.60076237,543,-79.50523673999999,43.600762370000005
344,GO-2005847166,2005-07-26 12:00:00,2005,July,Tuesday,2.0,Night,D42,0,0,132,Malvern (132),-79.21239596,43.81207934,544,-79.21239595999998,43.81207933999998
345,GO-20051150832,2005-07-27 12:00:00,2005,July,Wednesday,22.0,Evening,D41,0,0,121,Oakridge (121),-79.285359,43.69699745,545,-79.285359,43.696997449999984
346,GO-20051172430,2005-07-27 12:00:00,2005,July,Wednesday,0.0,Night,D31,0,0,23,Pelmo Park-Humberlea (23),-79.52399345,43.71369247,546,-79.52399345,43.71369247
347,GO-20051033500,2005-07-28 12:00:00,2005,July,Thursday,23.0,Evening,D42,0,1,118,Tam O'Shanter-Sullivan (118),-79.29342081,43.7821167,547,-79.29342081,43.7821167
348,GO-20051135001,2005-07-30 12:00:00,2005,July,Saturday,17.0,Afternoon,D32,1,0,32,Englemount-Lawrence (32),-79.44098195,43.72012757,548,-79.44098195,43.72012757
349,GO-20051033503,2005-07-30 12:00:00,2005,July,Saturday,11.0,Morning,D42,1,0,117,L'Amoreaux (117),-79.31572385,43.79677275,549,-79.31572385,43.79677275
350,GO-20051167602,2005-07-30 12:00:00,2005,July,Saturday,15.0,Afternoon,D31,0,1,25,Glenfield-Jane Heights (25),-79.52424633,43.75592926,550,-79.52424633,43.755929259999995
351,GO-20051148137,2005-07-31 12:00:00,2005,July,Sunday,4.0,Night,D52,1,0,75,Church-Yonge Corridor (75),-79.37781507,43.65821091,551,-79.37781507,43.65821091
352,GO-2005812216,2005-08-02 12:00:00,2005,August,Tuesday,0.0,Night,D31,0,0,26,Downsview-Roding-CFB (26),-79.51318036,43.73938991,552,-79.51318036,43.739389909999986
353,GO-20051180813,2005-08-03 12:00:00,2005,August,Wednesday,0.0,Night,D31,0,4,25,Glenfield-Jane Heights (25),-79.52424633,43.75592926,553,-79.52424633,43.755929259999995
354,GO-20051041793,2005-08-03 12:00:00,2005,August,Wednesday,0.0,Night,D23,1,1,2,Mount Olive-Silverstone-Jamestown (2),-79.5825711,43.73397143,554,-79.58257110000001,43.733971430000004
355,GO-20051096487,2005-08-03 12:00:00,2005,August,Wednesday,0.0,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.51436666,43.74411904,555,-79.51436666000001,43.744119039999994
356,GO-20051102449,2005-08-05 12:00:00,2005,August,Friday,19.0,Evening,D42,1,0,117,L'Amoreaux (117),-79.33308972,43.79817569,556,-79.33308972,43.798175689999994
357,GO-2005962362,2005-08-06 12:00:00,2005,August,Saturday,3.0,Night,D41,0,0,126,Dorset Park (126),-79.26501171,43.7515207,557,-79.26501171,43.75152070000001
358,GO-2005776261,2005-08-07 12:00:00,2005,August,Sunday,23.0,Evening,D43,0,2,139,Scarborough Village (139),-79.21968694,43.74510157,558,-79.21968694,43.74510157
359,GO-20051068304,2005-08-08 12:00:00,2005,August,Monday,3.0,Night,D51,2,1,75,Church-Yonge Corridor (75),-79.38052643,43.67161072,559,-79.38052643,43.67161071999999
360,GO-20051064930,2005-08-11 12:00:00,2005,August,Thursday,21.0,Evening,D51,0,1,74,North St.James Town (74),-79.37538102,43.67127942,560,-79.37538102,43.67127942
361,GO-20051185571,2005-08-12 12:00:00,2005,August,Friday,19.0,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.52346138,43.74904436,561,-79.52346138,43.74904435999999
362,GO-2005985817,2005-08-13 12:00:00,2005,August,Saturday,20.0,Evening,D23,1,0,8,Humber Heights-Westmount (8),-79.52055006,43.69582217,562,-79.52055006,43.69582217
363,GO-20051079673,2005-08-13 12:00:00,2005,August,Saturday,22.0,Evening,D42,0,2,132,Malvern (132),-79.21192539,43.80333396,563,-79.21192538999999,43.803333959999996
364,GO-2005736154,2005-08-14 12:00:00,2005,August,Sunday,20.0,Evening,D43,0,1,136,West Hill (136),-79.17623866,43.77064733,564,-79.17623866,43.770647329999996
365,GO-20051059987,2005-08-14 12:00:00,2005,August,Sunday,16.0,Afternoon,D12,0,0,30,Brookhaven-Amesbury (30),-79.50001279,43.70361597,565,-79.50001278999999,43.70361597
366,GO-20051166826,2005-08-15 12:00:00,2005,August,Monday,23.0,Evening,D12,0,1,111,Rockcliffe-Smythe (111),-79.48210041,43.68063272,566,-79.48210041000002,43.68063271999999
367,GO-20051156816,2005-08-15 12:00:00,2005,August,Monday,3.0,Night,D51,1,0,74,North St.James Town (74),-79.37464369,43.66709416,567,-79.37464369000001,43.66709415999999
368,GO-20051072514,2005-08-16 12:00:00,2005,August,Tuesday,17.0,Afternoon,D55,1,0,44,Flemingdon Park (44),-79.33491684,43.71873068,568,-79.33491684,43.71873067999999
369,GO-20051166679,2005-08-17 12:00:00,2005,August,Wednesday,1.0,Night,D22,0,0,18,New Toronto (18),-79.50817169,43.60169138,569,-79.50817169,43.60169138
370,GO-20051196223,2005-08-20 12:00:00,2005,August,Saturday,18.0,Evening,D31,0,0,23,Pelmo Park-Humberlea (23),-79.50718536,43.71545763,570,-79.50718536,43.71545763
371,GO-20051098230,2005-08-20 12:00:00,2005,August,Saturday,4.0,Night,D52,0,1,77,Waterfront Communities-The Island (77),-79.3932382,43.64839265,571,-79.3932382,43.64839265
372,GO-20051117819,2005-08-21 12:00:00,2005,August,Sunday,17.0,Afternoon,D31,0,1,25,Glenfield-Jane Heights (25),-79.51769107,43.75723544,572,-79.51769107000001,43.757235439999995
373,GO-20051189864,2005-08-25 12:00:00,2005,August,Thursday,18.0,Evening,D43,1,0,139,Scarborough Village (139),-79.2205216,43.74283338,573,-79.22052159999998,43.74283338
374,GO-2005776264,2005-08-26 12:00:00,2005,August,Friday,21.0,Evening,D42,0,1,117,L'Amoreaux (117),-79.3316921,43.7985166,574,-79.3316921,43.7985166
375,GO-20051008718,2005-08-26 12:00:00,2005,August,Friday,13.0,Afternoon,D55,0,1,54,O'Connor-Parkview (54),-79.29638251,43.70438805,575,-79.29638251,43.70438804999999
376,GO-20051172399,2005-08-28 12:00:00,2005,August,Sunday,21.0,Evening,D14,0,0,81,Trinity-Bellwoods (81),-79.40679617,43.65428654,576,-79.40679617,43.654286539999994
377,GO-2005739592,2005-08-29 12:00:00,2005,August,Monday,10.0,Morning,D14,0,1,78,Kensington-Chinatown (78),-79.39875925,43.6493456,577,-79.39875925,43.64934559999998
378,GO-20051108904,2005-08-29 12:00:00,2005,August,Monday,15.0,Afternoon,D55,0,1,61,Taylor-Massey (61),-79.29718776,43.69354148,578,-79.29718775999999,43.69354148000001
379,GO-2005795636,2005-08-30 12:00:00,2005,August,Tuesday,0.0,Night,D14,0,1,93,Dovercourt-Wallace Emerson-Junction (93),-79.44527553,43.66696388,579,-79.44527553,43.66696388
380,GO-2005761120,2005-08-30 12:00:00,2005,August,Tuesday,17.0,Afternoon,D31,1,0,25,Glenfield-Jane Heights (25),-79.50948515,43.73912761,580,-79.50948515,43.73912760999999
381,GO-2005940171,2005-08-30 12:00:00,2005,August,Tuesday,0.0,Night,D12,0,1,30,Brookhaven-Amesbury (30),-79.49898255,43.69733295,581,-79.49898255,43.697332949999996
382,GO-2005739593,2005-08-31 12:00:00,2005,August,Wednesday,21.0,Evening,D14,0,1,82,Niagara (82),-79.40976252,43.64387708,582,-79.40976252000002,43.643877079999996
383,GO-2005823741,2005-09-05 12:00:00,2005,September,Monday,3.0,Night,D23,0,0,1,West Humber-Clairville (1),-79.60100144,43.73252745,583,-79.60100144,43.732527450000006
384,GO-20051101797,2005-09-08 12:00:00,2005,September,Thursday,17.0,Afternoon,D31,1,0,78,Kensington-Chinatown (78),-79.38754192,43.65310778,584,-79.38754191999999,43.65310777999999
385,GO-2005739598,2005-09-09 12:00:00,2005,September,Friday,14.0,Afternoon,D14,1,0,82,Niagara (82),-79.39916285,43.63523601,585,-79.39916285,43.63523601
386,GO-2005783530,2005-09-09 12:00:00,2005,September,Friday,16.0,Afternoon,D22,0,1,18,New Toronto (18),-79.50744533,43.60300448,586,-79.50744533,43.603004479999996
387,GO-20051186522,2005-09-09 12:00:00,2005,September,Friday,0.0,Night,D31,0,1,26,Downsview-Roding-CFB (26),-79.50859475,43.72091645,587,-79.50859475000001,43.72091644999999
388,GO-20051194486,2005-09-09 12:00:00,2005,September,Friday,19.0,Evening,D31,0,1,NSA,NSA,0.0,0.0,588,0.0,0.0
389,GO-20051096519,2005-09-10 12:00:00,2005,September,Saturday,14.0,Afternoon,D31,1,0,24,Black Creek (24),-79.51472666,43.76721178,589,-79.51472666,43.76721178
390,GO-2005755933,2005-09-12 12:00:00,2005,September,Monday,15.0,Afternoon,D14,0,1,84,Little Portugal (84),-79.43365029,43.64977259,590,-79.43365029000002,43.64977259
391,GO-20051203047,2005-09-13 12:00:00,2005,September,Tuesday,21.0,Evening,D31,1,0,25,Glenfield-Jane Heights (25),-79.51630349,43.75189346,591,-79.51630349,43.751893459999984
392,GO-20051166412,2005-09-14 12:00:00,2005,September,Wednesday,22.0,Evening,D31,0,1,29,Maple Leaf (29),-79.47963364,43.72186332,592,-79.47963363999999,43.72186332
393,GO-20051139553,2005-09-16 12:00:00,2005,September,Friday,2.0,Night,D14,1,0,85,South Parkdale (85),-79.4346862,43.63746024,593,-79.4346862,43.63746023999999
394,GO-20051156513,2005-09-16 12:00:00,2005,September,Friday,21.0,Evening,D23,3,0,5,Elms-Old Rexdale (5),-79.54949818,43.72765066,594,-79.54949817999999,43.727650659999995
395,GO-20051095265,2005-09-16 12:00:00,2005,September,Friday,11.0,Morning,D41,0,1,123,Cliffcrest (123),-79.23906782,43.71523432,595,-79.23906782,43.715234319999986
396,GO-20051217216,2005-09-18 12:00:00,2005,September,Sunday,0.0,Night,D52,0,0,77,Waterfront Communities-The Island (77),-79.38709792,43.64990598,596,-79.38709792,43.64990598
397,GO-2005805999,2005-09-21 12:00:00,2005,September,Wednesday,21.0,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.51717779,43.75061172,597,-79.51717779000002,43.75061172
398,GO-20051234246,2005-09-23 12:00:00,2005,September,Friday,23.0,Evening,D42,0,2,132,Malvern (132),-79.22088214,43.80557764,598,-79.22088214,43.805577639999996
399,GO-2005744320,2005-09-26 12:00:00,2005,September,Monday,0.0,Night,D12,0,0,110,Keelesdale-Eglinton West (110),-79.47040473,43.68545654,599,-79.47040473,43.68545653999999
400,GO-20051132167,2005-09-27 12:00:00,2005,September,Tuesday,14.0,Afternoon,D43,0,0,137,Woburn (137),-79.24014758,43.75666059,600,-79.24014758,43.756660589999996
2000,GO-20124427513,2012-07-19 12:00:00,2012,July,Thursday,1.0,Night,D32,1,0,32,Englemount-Lawrence (32),-79.44386942,43.71948624,1801,-79.44386942,43.719486239999995
1702,GO-20114040296,2011-06-04 12:00:00,2011,June,Saturday,18.0,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51040848,43.74922746,1802,-79.51040848,43.749227459999986
1703,GO-20113834217,2011-06-04 12:00:00,2011,June,Saturday,20.0,Evening,D32,0,2,32,Englemount-Lawrence (32),-79.44357638,43.72283271,1803,-79.44357638,43.72283271
1704,GO-20114032731,2011-06-05 12:00:00,2011,June,Sunday,19.0,Evening,D31,0,1,24,Black Creek (24),-79.51541122,43.76323038,1804,-79.51541122,43.76323037999999
1705,GO-20114045819,2011-06-08 12:00:00,2011,June,Wednesday,9.0,Morning,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58637766,43.73250887,1805,-79.58637766,43.73250886999999
1706,GO-20113350997,2011-06-10 12:00:00,2011,June,Friday,1.0,Night,D55,0,0,65,Greenwood-Coxwell (65),-79.33130898,43.68170912,1806,-79.33130898,43.68170911999998
1707,GO-20114158004,2011-06-10 12:00:00,2011,June,Friday,21.0,Evening,D42,0,1,118,Tam O'Shanter-Sullivan (118),-79.30350586,43.78210748,1807,-79.30350586,43.78210748
1708,GO-20114080798,2011-06-12 12:00:00,2011,June,Sunday,3.0,Night,D14,0,2,78,Kensington-Chinatown (78),-79.40648042,43.65672138,1808,-79.40648042,43.65672138
1709,GO-20114053088,2011-06-12 12:00:00,2011,June,Sunday,3.0,Night,D22,0,0,10,Princess-Rosethorn (10),-79.52658609,43.65112849,1809,-79.52658609,43.651128489999984
1710,GO-20114174664,2011-06-12 12:00:00,2011,June,Sunday,3.0,Night,D23,0,0,1,West Humber-Clairville (1),-79.59278328,43.73908012,1810,-79.59278327999999,43.73908012
1711,GO-20113516624,2011-06-13 12:00:00,2011,June,Monday,12.0,Afternoon,D41,0,0,119,Wexford/Maryvale (119),-79.30579697,43.74620553,1811,-79.30579697,43.74620552999999
1712,GO-20114040311,2011-06-16 12:00:00,2011,June,Thursday,23.0,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.50684467,43.74032482,1812,-79.50684466999999,43.74032482
1713,GO-20113582659,2011-06-16 12:00:00,2011,June,Thursday,22.0,Evening,D31,1,0,25,Glenfield-Jane Heights (25),-79.51644975,43.75250954,1813,-79.51644975,43.75250954
1714,GO-20114188798,2011-06-18 12:00:00,2011,June,Saturday,22.0,Evening,D42,0,0,132,Malvern (132),-79.21024367,43.81020263,1814,-79.21024367000001,43.81020262999998
1715,GO-20114113150,2011-06-18 12:00:00,2011,June,Saturday,23.0,Evening,D12,0,0,110,Keelesdale-Eglinton West (110),-79.46765674,43.69171645,1815,-79.46765673999998,43.69171645
1716,GO-20113963729,2011-06-18 12:00:00,2011,June,Saturday,2.0,Night,D23,0,0,1,West Humber-Clairville (1),-79.59278328,43.73908012,1816,-79.59278327999999,43.73908012
1717,GO-20114073115,2011-06-18 12:00:00,2011,June,Saturday,8.0,Morning,D55,0,0,65,Greenwood-Coxwell (65),-79.33130898,43.68170912,1817,-79.33130898,43.68170911999998
1718,GO-20113671853,2011-06-18 12:00:00,2011,June,Saturday,2.0,Night,D41,0,0,124,Kennedy Park (124),-79.26444717,43.7240927,1818,-79.26444717,43.7240927
1719,GO-20114102977,2011-06-19 12:00:00,2011,June,Sunday,1.0,Night,D32,0,0,31,Yorkdale-Glen Park (31),-79.44932805,43.72085817,1819,-79.44932805,43.72085817
1720,GO-20114126182,2011-06-21 12:00:00,2011,June,Tuesday,22.0,Evening,D42,0,0,132,Malvern (132),-79.21427022,43.80718713,1820,-79.21427022,43.80718712999999
1721,GO-20114186484,2011-06-23 12:00:00,2011,June,Thursday,1.0,Night,D32,0,1,31,Yorkdale-Glen Park (31),-79.44932805,43.72085817,1821,-79.44932805,43.72085817
1722,GO-20114046036,2011-06-25 12:00:00,2011,June,Saturday,3.0,Night,D14,0,2,81,Trinity-Bellwoods (81),-79.41703002,43.65006784,1822,-79.41703002,43.65006784
1723,GO-20114079712,2011-06-27 12:00:00,2011,June,Monday,22.0,Evening,D31,0,0,22,Humbermede (22),-79.53889406,43.74302453,1823,-79.53889406,43.74302452999999
1724,GO-20113962501,2011-07-01 12:00:00,2011,July,Friday,21.0,Evening,D33,0,0,53,Henry Farm (53),-79.34477913,43.77268778,1824,-79.34477912999999,43.77268777999999
1725,GO-20113756180,2011-07-03 12:00:00,2011,July,Sunday,19.0,Evening,D12,0,1,111,Rockcliffe-Smythe (111),-79.49567027,43.67620224,1825,-79.49567027000002,43.676202239999995
1726,GO-20114047578,2011-07-05 12:00:00,2011,July,Tuesday,14.0,Afternoon,D23,0,1,1,West Humber-Clairville (1),-79.59578589,43.71731928,1826,-79.59578589000002,43.71731927999999
1727,GO-20114184758,2011-07-11 12:00:00,2011,July,Monday,23.0,Evening,D14,0,1,85,South Parkdale (85),-79.4346862,43.63746024,1827,-79.4346862,43.63746023999999
1728,GO-20114057285,2011-07-11 12:00:00,2011,July,Monday,22.0,Evening,D14,0,1,83,Dufferin Grove (83),-79.43427392,43.65712246,1828,-79.43427392,43.65712245999999
1729,GO-20113601265,2011-07-13 12:00:00,2011,July,Wednesday,17.0,Afternoon,D42,0,1,132,Malvern (132),-79.21312328,43.80611958,1829,-79.21312328,43.80611958
1730,GO-20114138612,2011-07-14 12:00:00,2011,July,Thursday,23.0,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.51685836,43.75241579,1830,-79.51685836,43.75241579
1731,GO-20114250088,2011-07-18 12:00:00,2011,July,Monday,14.0,Afternoon,D31,0,0,24,Black Creek (24),-79.50973955,43.76046034,1831,-79.50973955,43.760460339999995
1732,GO-20113861820,2011-07-18 12:00:00,2011,July,Monday,14.0,Afternoon,D31,0,0,24,Black Creek (24),-79.50973955,43.76046034,1832,-79.50973955,43.760460339999995
1733,GO-20114038708,2011-07-18 12:00:00,2011,July,Monday,20.0,Evening,D53,0,1,55,Thorncliffe Park (55),-79.34358503,43.70747328,1833,-79.34358503,43.707473279999995
1734,GO-20114121579,2011-07-22 12:00:00,2011,July,Friday,18.0,Evening,D31,0,1,22,Humbermede (22),-79.55759297,43.74879602,1834,-79.55759297,43.74879602000001
1735,GO-20114091109,2011-07-22 12:00:00,2011,July,Friday,1.0,Night,D22,0,1,17,Mimico (includes Humber Bay Shores) (17),-79.47687625,43.63027025,1835,-79.47687625,43.630270249999995
1736,GO-20114289532,2011-07-22 12:00:00,2011,July,Friday,1.0,Night,D22,0,1,18,New Toronto (18),-79.51181147,43.59932753,1836,-79.51181147,43.59932752999999
1737,GO-20113676917,2011-07-23 12:00:00,2011,July,Saturday,22.0,Evening,D41,0,2,126,Dorset Park (126),-79.28185413,43.74927076,1837,-79.28185412999999,43.74927076
1738,GO-20114126199,2011-07-27 12:00:00,2011,July,Wednesday,23.0,Evening,D42,0,0,132,Malvern (132),-79.21024367,43.81020263,1838,-79.21024367000001,43.81020262999998
1739,GO-20114202758,2011-07-28 12:00:00,2011,July,Thursday,22.0,Evening,D14,0,0,93,Dovercourt-Wallace Emerson-Junction (93),-79.44642226,43.66672554,1839,-79.44642226,43.66672554
1740,GO-20114160830,2011-07-28 12:00:00,2011,July,Thursday,22.0,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58812551,43.74631642,1840,-79.58812551,43.74631641999999
1741,GO-20113429437,2011-07-29 12:00:00,2011,July,Friday,21.0,Evening,D22,1,0,14,Islington-City Centre West (14),-79.56318823,43.65265106,1841,-79.56318823,43.65265105999999
1742,GO-20114190763,2011-07-30 12:00:00,2011,July,Saturday,14.0,Afternoon,D14,0,0,82,Niagara (82),-79.40083942,43.63625332,1842,-79.40083942,43.63625332
1743,GO-20114128914,2011-07-30 12:00:00,2011,July,Saturday,8.0,Morning,D23,0,0,8,Humber Heights-Westmount (8),-79.5173064,43.69461525,1843,-79.5173064,43.69461525
1744,GO-20114119820,2011-07-31 12:00:00,2011,July,Sunday,23.0,Evening,D12,1,1,115,Mount Dennis (115),-79.50794345,43.69120603,1844,-79.50794345000001,43.69120602999999
1745,GO-20114098383,2011-08-01 12:00:00,2011,August,Monday,12.0,Afternoon,D32,0,0,33,Clanton Park (33),-79.44309953,43.74502106,1845,-79.44309953000001,43.74502106
