X,Y,Index_,Event_Unique_ID,Occurrence_Date,Occurrence_year,Month,Day_of_week,Occurrence_Hour,Time_Range,Division,Death,Injuries,Hood_ID,Neighbourhood,Longitude,Latitude,ObjectId
-8818691.45170414,5426067.63541128,2805,GO-2016372690,2016/03/03 05:00:00+00,2016,March,Thursday  ,4,Night,D43,0,0,139,Scarborough Village (139),-79.21965317,43.74501856,2805
-8837622.71036203,5411467.74774673,2806,GO-2016380233,2016/03/03 05:00:00+00,2016,March,Thursday  ,21,Evening,D52,0,0,77,Waterfront Communities-The Island (77),-79.38971556,43.65019548,2806
-8851826.05770071,5418304.17505823,2807,GO-2016384744,2016/03/04 05:00:00+00,2016,March,Friday    ,23,Evening,D23,0,0,8,Humber Heights-Westmount (8),-79.5173064,43.69461525,2807
-8843663.52709523,5421619.48519545,2808,GO-2016382416,2016/03/04 05:00:00+00,2016,March,Friday    ,15,Afternoon,D32,0,0,31,Yorkdale-Glen Park (31),-79.44398114,43.71614468,2808
-8857455.30401255,5423422.21555062,2809,GO-2016403171,2016/03/08 05:00:00+00,2016,March,Tuesday   ,1,Night,D23,0,1,4,Rexdale-Kipling (4),-79.56787478,43.72784826,2809
-8830997.51082996,5426426.99329447,2810,GO-2016416185,2016/03/09 05:00:00+00,2016,March,Wednesday ,12,Afternoon,D33,0,0,45,Parkwoods-Donalda (45),-79.33020038,43.74735062,2810
-8838655.8843672,5411685.20385937,2811,GO-2016431464,2016/03/12 05:00:00+00,2016,March,Saturday  ,3,Night,D14,0,0,78,Kensington-Chinatown (78),-79.39899672,43.65160891,2811
-8856284.99218709,5426546.96523165,2812,GO-2016434007,2016/03/12 05:00:00+00,2016,March,Saturday  ,20,Evening,D31,0,0,22,Humbermede (22),-79.55736169,43.74812916,2812
-8851366.74902892,5425200.3484347,2813,GO-2016443119,2016/03/14 04:00:00+00,2016,March,Monday    ,14,Afternoon,D31,0,0,26,Downsview-Roding-CFB (26),-79.51318036,43.73938991,2813
-8825985.00121379,5426601.32865546,2814,GO-2016445690,2016/03/14 04:00:00+00,2016,March,Monday    ,22,Evening,D41,0,1,119,Wexford/Maryvale (119),-79.28517224,43.74848194,2814
-8857625.07068879,5427866.7549221,2815,GO-2016445048,2016/03/14 04:00:00+00,2016,March,Monday    ,19,Evening,D31,0,0,21,Humber Summit (21),-79.56939982,43.75669307,2815
-8832821.80128674,5419627.83230624,2816,GO-2016446069,2016/03/15 04:00:00+00,2016,March,Tuesday   ,0,Night,D53,0,1,55,Thorncliffe Park (55),-79.34658826,43.70321193,2816
-8851154.83345388,5418878.35275941,2817,GO-2016451200,2016/03/15 04:00:00+00,2016,March,Tuesday   ,20,Evening,D12,0,1,113,Weston (113),-79.51127669,43.69834448,2817
-8831171.50653365,5427178.59496678,2818,GO-2016456958,2016/03/16 04:00:00+00,2016,March,Wednesday ,17,Afternoon,D33,0,0,45,Parkwoods-Donalda (45),-79.33176341,43.75222786,2818
-8843423.3864633,5422615.28259967,2819,GO-2016476668,2016/03/19 04:00:00+00,2016,March,Saturday  ,22,Evening,D32,0,0,32,Englemount-Lawrence (32),-79.44182392,43.72260982,2819
-8845180.58577618,5415242.04844719,2820,GO-2016475245,2016/03/19 04:00:00+00,2016,March,Saturday  ,17,Afternoon,D11,0,0,91,Weston-Pellam Park (91),-79.45760911,43.67472311,2820
-8853915.87853888,5420831.81559094,2821,GO-2016482468,2016/03/20 04:00:00+00,2016,March,Sunday    ,23,Evening,D12,0,0,23,Pelmo Park-Humberlea (23),-79.53607958,43.7110303,2821
-8827902.18667244,5434114.72459879,2822,GO-2016481311,2016/03/20 04:00:00+00,2016,March,Sunday    ,18,Evening,D42,1,0,117,L'Amoreaux (117),-79.30239461,43.79721854,2822
-8855313.86210011,5419337.54602033,2823,GO-2016477118,2016/03/20 04:00:00+00,2016,March,Sunday    ,22,Evening,D23,0,0,6,Kingsview Village-The Westway (6),-79.54863788,43.70132673,2823
-8838120.28510878,5433791.91484911,2824,GO-2016478141,2016/03/20 04:00:00+00,2016,March,Sunday    ,4,Night,D32,0,1,50,Newtonbrook East (50),-79.39418535,43.79512541,2824
-8857561.39705326,5427561.23688662,2825,GO-2016488165,2016/03/21 04:00:00+00,2016,March,Monday    ,21,Evening,D31,0,0,21,Humber Summit (21),-79.56882783,43.75471072,2825
-8832150.38668358,5413327.35252797,2826,GO-2016500861,2016/03/23 04:00:00+00,2016,March,Wednesday ,21,Evening,D55,1,0,70,South Riverdale (70),-79.34055684,43.66228154,2826
-8855701.26060724,5418486.33549972,2827,GO-2016501151,2016/03/23 04:00:00+00,2016,March,Wednesday ,23,Evening,D23,0,0,6,Kingsview Village-The Westway (6),-79.55211794,43.69579839,2827
-8842699.62498279,5410546.08806216,2828,GO-2016513186,2016/03/25 04:00:00+00,2016,March,Friday    ,4,Night,D11,0,1,86,Roncesvalles (86),-79.43532226,43.64420447,2828
-8831127.24590411,5421960.7831561,2829,GO-2016507646,2016/03/25 04:00:00+00,2016,March,Friday    ,1,Night,D54,0,0,44,Flemingdon Park (44),-79.33136581,43.71836061,2829
-8814965.81098627,5429672.2666882,2830,GO-2016513971,2016/03/26 04:00:00+00,2016,March,Saturday  ,2,Night,D43,0,0,136,West Hill (136),-79.18618517,43.76840677,2830
-8859973.60581593,5426222.39399666,2831,GO-2016522900,2016/03/27 04:00:00+00,2016,March,Sunday    ,22,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.59049707,43.74602288,2831
-8847181.25417375,5431393.84267614,2832,GO-2016529499,2016/03/29 04:00:00+00,2016,March,Tuesday   ,4,Night,D32,0,0,27,York University Heights (27),-79.47558142,43.77957378,2832
-8852086.74234467,5429287.29434993,2833,GO-2016549492,2016/04/01 04:00:00+00,2016,April,Friday    ,2,Night,D31,0,1,24,Black Creek (24),-79.51964817,43.76590936,2833
-8834807.11761334,5412301.63143617,2834,GO-2016556458,2016/04/02 04:00:00+00,2016,April,Saturday  ,2,Night,D51,1,0,73,Moss Park (73),-79.36442266,43.65561541,2834
-8843028.5930024,5409268.464381,2835,GO-2016600876,2016/04/09 04:00:00+00,2016,April,Saturday  ,2,Night,D14,0,0,85,South Parkdale (85),-79.43827743,43.63589862,2835
-8860965.98234092,5423893.90082026,2836,GO-2016607953,2016/04/10 04:00:00+00,2016,April,Sunday    ,7,Morning,D23,0,1,1,West Humber-Clairville (1),-79.59941174,43.73091013,2836
-8851684.80105926,5426948.94130608,2837,GO-2016607606,2016/04/10 04:00:00+00,2016,April,Sunday    ,4,Night,D31,0,1,25,Glenfield-Jane Heights (25),-79.51603747,43.75073765,2837
-8856331.48031964,5418733.9931837,2838,GO-2016619178,2016/04/12 04:00:00+00,2016,April,Tuesday   ,4,Night,D23,0,1,6,Kingsview Village-The Westway (6),-79.5577793,43.6974069,2838
-8837292.37645227,5414549.97204473,2839,GO-2016630918,2016/04/13 04:00:00+00,2016,April,Wednesday ,20,Evening,D53,1,0,76,Bay Street Corridor (76),-79.38674812,43.67022634,2839
-8828627.92518711,5420754.03147785,2840,GO-2016631762,2016/04/13 04:00:00+00,2016,April,Wednesday ,22,Evening,D54,0,0,54,O'Connor-Parkview (54),-79.30891403,43.71052522,2840
-8849533.59308789,5405629.71408986,2841,GO-2016632371,2016/04/14 04:00:00+00,2016,April,Thursday  ,2,Night,D22,1,0,17,Mimico (includes Humber Bay Shores) (17),-79.49671284,43.61223676,2841
-8856331.48031964,5418733.9931837,2842,GO-2016632413,2016/04/14 04:00:00+00,2016,April,Thursday  ,3,Night,D23,0,0,6,Kingsview Village-The Westway (6),-79.5577793,43.6974069,2842
-8820134.09664508,5438716.27171476,2843,GO-20161089381,2016/04/15 04:00:00+00,2016,April,Friday    ,0,Night,D42,0,0,131,Rouge (131),-79.23261267,43.82704745,2843
-8851162.98983297,5426856.11274016,2844,GO-2016638728,2016/04/15 04:00:00+00,2016,April,Friday    ,1,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.51134996,43.75013528,2844
-8857417.49212112,5427616.75292319,2845,GO-2016644747,2016/04/15 04:00:00+00,2016,April,Friday    ,22,Evening,D31,0,0,21,Humber Summit (21),-79.56753511,43.75507094,2845
-8817050.80501132,5438090.49161708,2846,GO-2016646092,2016/04/16 04:00:00+00,2016,April,Saturday  ,4,Night,D42,0,0,131,Rouge (131),-79.20491499,43.82299179,2846
-8830388.34831244,5416533.97070562,2847,GO-2016652097,2016/04/17 04:00:00+00,2016,April,Sunday    ,1,Night,D54,1,0,65,Greenwood-Coxwell (65),-79.32472818,43.68311648,2847
-8825524.6862138,5429270.66207461,2848,GO-2016652338,2016/04/17 04:00:00+00,2016,April,Sunday    ,2,Night,D41,0,1,126,Dorset Park (126),-79.28103716,43.76580146,2848
-8856547.28762408,5422965.3422014,2849,GO-2016663221,2016/04/18 04:00:00+00,2016,April,Monday    ,19,Evening,D23,0,1,4,Rexdale-Kipling (4),-79.55971793,43.72488239,2849
-8843249.68575626,5417953.60553662,2850,GO-2016660633,2016/04/18 04:00:00+00,2016,April,Monday    ,13,Afternoon,D13,0,0,107,Oakwood Village (107),-79.44026354,43.69233822,2850
-8837648.53203111,5410468.95047478,2851,GO-2016666265,2016/04/19 04:00:00+00,2016,April,Tuesday   ,3,Night,D52,0,0,77,Waterfront Communities-The Island (77),-79.38994752,43.64370303,2851
-8854017.06127684,5406622.11618861,2852,GO-2016673802,2016/04/20 04:00:00+00,2016,April,Wednesday ,12,Afternoon,D22,0,1,14,Islington-City Centre West (14),-79.53698852,43.61869102,2852
-8833373.82462283,5413009.99619991,2853,GO-2016677157,2016/04/20 04:00:00+00,2016,April,Wednesday ,23,Evening,D55,0,0,70,South Riverdale (70),-79.35154717,43.66021913,2853
-8860287.52232719,5425107.04134055,2854,GO-2016676640,2016/04/20 04:00:00+00,2016,April,Wednesday ,21,Evening,D23,0,0,1,West Humber-Clairville (1),-79.59331703,43.73878432,2854
-8850312.76273175,5415643.35545142,2855,GO-2016684253,2016/04/22 04:00:00+00,2016,April,Friday    ,2,Night,D12,0,0,111,Rockcliffe-Smythe (111),-79.50371224,43.67733045,2855
-8852086.74234467,5429287.29434993,2701,GO-20151989440,2015/11/20 05:00:00+00,2015,November,Friday    ,3,Night,D31,0,0,24,Black Creek (24),-79.51964817,43.76590936,2856
-8851538.88235753,5429488.05860748,2856,GO-2016691594,2016/04/23 04:00:00+00,2016,April,Saturday  ,6,Morning,D31,0,1,24,Black Creek (24),-79.51472666,43.76721178,2857
-8844140.49215146,5417740.72968575,2857,GO-2016694096,2016/04/23 04:00:00+00,2016,April,Saturday  ,14,Afternoon,D13,0,1,109,Caledonia-Fairbank (109),-79.44826579,43.6909555,2858
-8839978.69944227,5411638.94844812,2858,GO-2016702280,2016/04/24 04:00:00+00,2016,April,Sunday    ,0,Night,D14,0,1,81,Trinity-Bellwoods (81),-79.41087977,43.65130826,2859
-8850869.83885953,5426392.6973931,2859,GO-2016723030,2016/04/27 04:00:00+00,2016,April,Wednesday ,23,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.50871654,43.74712806,2860
-8847528.82813305,5419397.87991529,2860,GO-2016725269,2016/04/28 04:00:00+00,2016,April,Thursday  ,14,Afternoon,D12,0,0,30,Brookhaven-Amesbury (30),-79.47870373,43.70171856,2861
-8829070.248731,5428131.99596867,2861,GO-2016734521,2016/04/29 04:00:00+00,2016,April,Friday    ,21,Evening,D41,2,0,119,Wexford/Maryvale (119),-79.31288749,43.75841403,2862
-8859590.96510384,5426602.62926401,2862,GO-2016739353,2016/04/30 04:00:00+00,2016,April,Saturday  ,16,Afternoon,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58705975,43.74849038,2863
-8840075.51177702,5413995.0103338,2863,GO-2016743128,2016/05/01 04:00:00+00,2016,May,Sunday    ,6,Morning,D14,0,1,95,Annex (95),-79.41174945,43.66662023,2864
-8813241.9051067,5435291.84303878,2864,GO-2016750101,2016/05/02 04:00:00+00,2016,May,Monday    ,12,Afternoon,D42,0,0,131,Rouge (131),-79.17069906,43.80485047,2865
-8834535.87876846,5412607.40338958,2865,GO-2016766584,2016/05/04 04:00:00+00,2016,May,Wednesday ,21,Evening,D51,0,0,72,Regent Park (72),-79.36198608,43.65760269,2866
-8826114.63943999,5434010.31716404,2866,GO-2016760977,2016/05/04 04:00:00+00,2016,May,Wednesday ,1,Night,D42,0,0,128,Agincourt South-Malvern West (128),-79.2863368,43.79654156,2867
-8860421.15247033,5423425.60151382,2867,GO-2016773381,2016/05/05 04:00:00+00,2016,May,Thursday  ,20,Evening,D23,0,1,1,West Humber-Clairville (1),-79.59451745,43.72787024,2868
-8833503.10773985,5413182.60113854,2868,GO-2016767471,2016/05/05 04:00:00+00,2016,May,Thursday  ,0,Night,D55,0,0,70,South Riverdale (70),-79.35270854,43.66134085,2869
-8859091.29087149,5424365.5223886,2869,GO-2016788685,2016/05/08 04:00:00+00,2016,May,Sunday    ,5,Night,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.5825711,43.73397143,2870
-8856421.36635568,5421900.61733271,2870,GO-2016805076,2016/05/10 04:00:00+00,2016,May,Tuesday   ,19,Evening,D23,0,1,4,Rexdale-Kipling (4),-79.55858676,43.71796998,2871
-8851162.98983297,5426856.11274016,2871,GO-2016819499,2016/05/12 04:00:00+00,2016,May,Thursday  ,22,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51134996,43.75013528,2872
-8834922.71511217,5412694.96341721,2872,GO-2016819344,2016/05/12 04:00:00+00,2016,May,Thursday  ,1,Night,D51,0,0,73,Moss Park (73),-79.36546109,43.65817175,2873
-8843618.46941814,5422649.61529343,2873,GO-2016819582,2016/05/12 04:00:00+00,2016,May,Thursday  ,20,Evening,D32,0,0,32,Englemount-Lawrence (32),-79.44357638,43.72283271,2874
-8843331.61578828,5421594.84245354,2874,GO-2016820200,2016/05/13 04:00:00+00,2016,May,Friday    ,0,Night,D13,0,0,32,Englemount-Lawrence (32),-79.44099953,43.71598468,2875
-8832574.30132327,5424413.78126629,2875,GO-2016836014,2016/05/15 04:00:00+00,2016,May,Sunday    ,0,Night,D33,0,1,42,Banbury-Don Mills (42),-79.34436493,43.73428467,2876
-8859849.66492127,5424065.51848904,2876,GO-2016838159,2016/05/15 04:00:00+00,2016,May,Sunday    ,22,Evening,D23,2,0,1,West Humber-Clairville (1),-79.58938369,43.73202412,2877
-8850424.67889502,5421557.47956179,2877,GO-2016840500,2016/05/16 04:00:00+00,2016,May,Monday    ,21,Evening,D12,0,0,28,Rustic (28),-79.5047176,43.71574209,2878
-8858140.61351456,5423906.95701686,2878,GO-2016852723,2016/05/17 04:00:00+00,2016,May,Tuesday   ,21,Evening,D23,0,0,4,Rexdale-Kipling (4),-79.57403102,43.73099488,2879
-8843329.65879164,5422232.93971705,2879,GO-2016854531,2016/05/18 04:00:00+00,2016,May,Wednesday ,11,Morning,D23,0,0,32,Englemount-Lawrence (32),-79.44098195,43.72012757,2880
-8843329.65879164,5422232.93971705,2880,GO-2016859045,2016/05/19 04:00:00+00,2016,May,Thursday  ,1,Night,D32,0,0,32,Englemount-Lawrence (32),-79.44098195,43.72012757,2881
-8855701.26060724,5418486.33549972,2881,GO-2016869241,2016/05/20 04:00:00+00,2016,May,Friday    ,14,Afternoon,D23,0,0,6,Kingsview Village-The Westway (6),-79.55211794,43.69579839,2882
-8834426.43167151,5411089.83678897,2882,GO-2016879341,2016/05/22 04:00:00+00,2016,May,Sunday    ,2,Night,D51,0,1,77,Waterfront Communities-The Island (77),-79.3610029,43.64773904,2883
-8838829.60177217,5411112.57310131,2883,GO-2016885974,2016/05/23 04:00:00+00,2016,May,Monday    ,8,Morning,D14,0,0,77,Waterfront Communities-The Island (77),-79.40055725,43.64788683,2884
-8855313.86210011,5419337.54602033,2884,GO-2016888643,2016/05/23 04:00:00+00,2016,May,Monday    ,18,Evening,D23,0,0,6,Kingsview Village-The Westway (6),-79.54863788,43.70132673,2885
-8836141.44535015,5414710.95997794,2885,GO-2016889222,2016/05/23 04:00:00+00,2016,May,Monday    ,20,Evening,D51,0,2,74,North St.James Town (74),-79.37640913,43.67127239,2886
-8828155.45632512,5431712.63670377,2886,GO-2016894068,2016/05/24 04:00:00+00,2016,May,Tuesday   ,11,Morning,D42,0,0,118,Tam O'Shanter-Sullivan (118),-79.30466977,43.78164141,2887
-8858012.63394877,5422022.44648554,2887,GO-2016896346,2016/05/24 04:00:00+00,2016,May,Tuesday   ,19,Evening,D23,0,0,1,West Humber-Clairville (1),-79.57288136,43.71876096,2888
-8851983.63934549,5429788.97887656,2888,GO-2016904100,2016/05/25 04:00:00+00,2016,May,Wednesday ,22,Evening,D31,0,1,24,Black Creek (24),-79.51872198,43.76916389,2889
-8834782.08408625,5412837.78993432,2889,GO-2016907265,2016/05/26 04:00:00+00,2016,May,Thursday  ,4,Night,D51,0,0,72,Regent Park (72),-79.36419778,43.65909998,2890
-8843351.4184125,5418132.13948083,2890,GO-2016910751,2016/05/26 04:00:00+00,2016,May,Thursday  ,21,Evening,D13,0,0,107,Oakwood Village (107),-79.44117742,43.69349785,2891
-8843331.61578828,5421594.84245354,2891,GO-2016911278,2016/05/26 04:00:00+00,2016,May,Thursday  ,23,Evening,D13,0,0,32,Englemount-Lawrence (32),-79.44099953,43.71598468,2892
-8831716.16831182,5428788.96031246,2892,GO-2016911802,2016/05/27 04:00:00+00,2016,May,Friday    ,5,Night,D33,0,0,45,Parkwoods-Donalda (45),-79.33665619,43.76267639,2893
-8838110.97657296,5417298.52208786,2893,GO-2016927444,2016/05/29 04:00:00+00,2016,May,Sunday    ,10,Morning,D53,0,0,97,Yonge-St.Clair (97),-79.39410173,43.68808307,2894
-8825004.90434183,5418326.70896947,2894,GO-2016925735,2016/05/29 04:00:00+00,2016,May,Sunday    ,2,Night,D41,0,0,121,Oakridge (121),-79.27636788,43.69476161,2895
-8846916.90377897,5419829.37045331,2895,GO-2016926509,2016/05/29 04:00:00+00,2016,May,Sunday    ,6,Morning,D12,0,0,30,Brookhaven-Amesbury (30),-79.47320672,43.70452074,2896
-8832844.12863701,5413870.95564834,2896,GO-2016928365,2016/05/29 04:00:00+00,2016,May,Sunday    ,14,Afternoon,D55,0,0,70,South Riverdale (70),-79.34678883,43.6658141,2897
-8838745.69581918,5415188.35059729,2897,GO-2016941787,2016/05/29 04:00:00+00,2016,May,Sunday    ,0,Night,D53,0,0,95,Annex (95),-79.39980351,43.67437422,2898
-8857962.94315447,5424828.62020808,2898,GO-2016955134,2016/06/01 04:00:00+00,2016,June,Wednesday ,18,Evening,D23,0,0,3,Thistletown-Beaumond Heights (3),-79.57243498,43.73697725,2899
-8859927.5729801,5424901.64394871,2899,GO-2016947911,2016/06/01 04:00:00+00,2016,June,Wednesday ,12,Afternoon,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.59008355,43.73745121,2900
-8851662.89560986,5418954.29187097,2900,GO-2016946038,2016/06/01 04:00:00+00,2016,June,Wednesday ,2,Night,D12,0,0,113,Weston (113),-79.51584069,43.69883768,2901
-8851698.72824075,5419157.92478884,2702,GO-20151989132,2015/11/20 05:00:00+00,2015,November,Friday    ,17,Afternoon,D12,0,1,113,Weston (113),-79.51616258,43.70016019,2902
-8859412.72144838,5422409.38307806,2703,GO-20152001861,2015/11/22 05:00:00+00,2015,November,Sunday    ,1,Night,D23,0,1,1,West Humber-Clairville (1),-79.58545856,43.72127309,2903
-8824415.95076467,5421313.43008727,2704,GO-20152002375,2015/11/22 05:00:00+00,2015,November,Sunday    ,0,Night,D41,0,0,120,Clairlea-Birchmount (120),-79.27107722,43.7141575,2904
-8859646.18736364,5424815.00343052,2705,GO-20152018272,2015/11/24 05:00:00+00,2015,November,Tuesday   ,20,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58755582,43.73688887,2905
-8826022.79974689,5429748.35789751,2706,GO-20152013089,2015/11/24 05:00:00+00,2015,November,Tuesday   ,0,Night,D41,0,0,126,Dorset Park (126),-79.28551179,43.76890038,2906
-8850853.47489438,5406402.60647648,2707,GO-20152116915,2015/11/26 05:00:00+00,2015,November,Thursday  ,0,Night,D22,0,0,17,Mimico (includes Humber Bay Shores) (17),-79.50856954,43.61726346,2907
-8831306.74746982,5433197.74146965,2708,GO-20152038064,2015/11/27 05:00:00+00,2015,November,Friday    ,22,Evening,D33,0,0,46,Pleasant View (46),-79.3329783,43.79127254,2908
-8851538.88235753,5429488.05860748,2709,GO-20152047923,2015/11/29 05:00:00+00,2015,November,Sunday    ,9,Morning,D31,0,0,24,Black Creek (24),-79.51472666,43.76721178,2909
-8850424.67889502,5421557.47956179,2710,GO-20152045485,2015/11/29 05:00:00+00,2015,November,Sunday    ,5,Night,D12,0,1,28,Rustic (28),-79.5047176,43.71574209,2910
-8839622.86891634,5412434.88766746,2711,GO-20152044639,2015/11/29 05:00:00+00,2015,November,Sunday    ,0,Night,D14,0,0,81,Trinity-Bellwoods (81),-79.40768329,43.65648148,2911
-8859036.218893,5425797.4412688,2712,GO-20152050484,2015/11/30 05:00:00+00,2015,November,Monday    ,0,Night,D23,1,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58207638,43.74326507,2912
-8857065.75592606,5426421.00198116,2713,GO-20152061166,2015/12/01 05:00:00+00,2015,December,Tuesday   ,19,Evening,D31,0,1,22,Humbermede (22),-79.56437541,43.74731174,2913
-8850368.1263673,5419822.29473155,2714,GO-20152082456,2015/12/05 05:00:00+00,2015,December,Saturday  ,2,Night,D12,0,0,113,Weston (113),-79.50420958,43.70447479,2914
-8848084.45822064,5415785.91510661,2715,GO-20152099185,2015/12/05 05:00:00+00,2015,December,Saturday  ,2,Night,D12,0,0,111,Rockcliffe-Smythe (111),-79.48369504,43.67825665,2915
-8838055.15096152,5410785.70418376,2716,GO-20152093346,2015/12/07 05:00:00+00,2015,December,Monday    ,1,Night,D52,0,0,77,Waterfront Communities-The Island (77),-79.39360024,43.64576209,2916
-8825960.5788307,5422449.22469984,2717,GO-20152124164,2015/12/11 05:00:00+00,2015,December,Friday    ,10,Morning,D41,0,0,120,Clairlea-Birchmount (120),-79.28495285,43.72153175,2917
-8832213.97237672,5430875.82261705,2718,GO-20152125474,2015/12/11 05:00:00+00,2015,December,Friday    ,0,Night,D33,1,0,53,Henry Farm (53),-79.34112804,43.77621386,2918
-8837968.21489199,5411025.38036294,2719,GO-20152123843,2015/12/11 05:00:00+00,2015,December,Friday    ,16,Afternoon,D52,1,0,77,Waterfront Communities-The Island (77),-79.39281928,43.64732006,2919
-8819481.94810619,5423757.02831584,2720,GO-20152127147,2015/12/12 05:00:00+00,2015,December,Saturday  ,3,Night,D43,0,2,123,Cliffcrest (123),-79.22675432,43.73002166,2920
-8846492.68189748,5417813.37714418,2721,GO-20152131552,2015/12/12 05:00:00+00,2015,December,Saturday  ,20,Evening,D12,0,4,110,Keelesdale-Eglinton West (110),-79.46939587,43.69142738,2921
-8850690.87830655,5425437.71038064,2722,GO-20152133374,2015/12/13 05:00:00+00,2015,December,Sunday    ,2,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.50710891,43.74093043,2922
-8859927.5729801,5424901.64394871,2723,GO-20152138255,2015/12/13 05:00:00+00,2015,December,Sunday    ,23,Evening,D23,0,2,2,Mount Olive-Silverstone-Jamestown (2),-79.59008355,43.73745121,2923
-8850424.67889502,5421557.47956179,2724,GO-20152148716,2015/12/15 05:00:00+00,2015,December,Tuesday   ,14,Afternoon,D12,0,0,28,Rustic (28),-79.5047176,43.71574209,2924
-8857918.6446763,5427756.25496906,2725,GO-20152149617,2015/12/15 05:00:00+00,2015,December,Tuesday   ,16,Afternoon,D31,1,0,21,Humber Summit (21),-79.57203704,43.7559761,2925
-8835605.41305891,5429612.03821508,2726,GO-20152164454,2015/12/17 05:00:00+00,2015,December,Thursday  ,11,Morning,D33,0,1,52,Bayview Village (52),-79.37159387,43.76801606,2926
-8852086.74234467,5429287.29434993,2727,GO-20152163517,2015/12/17 05:00:00+00,2015,December,Thursday  ,19,Evening,D31,0,0,24,Black Creek (24),-79.51964817,43.76590936,2927
-8843618.46941814,5422649.61529343,2728,GO-20152192561,2015/12/22 05:00:00+00,2015,December,Tuesday   ,18,Evening,D32,0,1,32,Englemount-Lawrence (32),-79.44357638,43.72283271,2928
-8843416.59820075,5423902.49865101,2729,GO-20152226548,2015/12/24 05:00:00+00,2015,December,Thursday  ,18,Evening,D32,0,0,32,Englemount-Lawrence (32),-79.44176294,43.73096594,2929
-8850139.51954781,5413635.92680915,2730,GO-20152213125,2015/12/26 05:00:00+00,2015,December,Saturday  ,4,Night,D11,0,0,114,Lambton Baby Point (114),-79.50215597,43.66428681,2930
-8853915.87853888,5420831.81559094,2731,GO-20152209017,2015/12/26 05:00:00+00,2015,December,Saturday  ,0,Night,D12,0,0,23,Pelmo Park-Humberlea (23),-79.53607958,43.7110303,2931
-8845782.0294002,5415059.38868808,2732,GO-20152214037,2015/12/27 05:00:00+00,2015,December,Sunday    ,2,Night,D12,0,0,91,Weston-Pellam Park (91),-79.46301197,43.67353631,2932
-8855409.63025804,5423391.77582808,2733,GO-20152214055,2015/12/27 05:00:00+00,2015,December,Sunday    ,2,Night,D23,0,0,5,Elms-Old Rexdale (5),-79.54949818,43.72765066,2933
-8850186.03884982,5418889.80055589,2734,GO-20152228440,2015/12/29 05:00:00+00,2015,December,Tuesday   ,16,Afternoon,D12,0,0,30,Brookhaven-Amesbury (30),-79.50257386,43.69841883,2934
-8852086.74234467,5429287.29434993,2735,GO-20152224023,2015/12/29 05:00:00+00,2015,December,Tuesday   ,0,Night,D31,0,0,24,Black Creek (24),-79.51964817,43.76590936,2935
-8831127.24590411,5421960.7831561,2736,GO-20152229038,2015/12/29 05:00:00+00,2015,December,Tuesday   ,20,Evening,D54,0,0,44,Flemingdon Park (44),-79.33136581,43.71836061,2936
-8821704.31928843,5427646.22023511,2737,GO-20151858,2015/12/31 05:00:00+00,2015,December,Thursday  ,20,Evening,D43,0,1,127,Bendale (127),-79.24671822,43.75526214,2937
-8861138.55983431,5424467.59443394,2738,GO-20152239403,2015/12/31 05:00:00+00,2015,December,Thursday  ,16,Afternoon,D23,0,2,1,West Humber-Clairville (1),-79.60096203,43.73463396,2938
-8847899.08900457,5423236.54712862,2739,GO-20152239926,2015/12/31 05:00:00+00,2015,December,Thursday  ,18,Evening,D31,0,2,26,Downsview-Roding-CFB (26),-79.48202984,43.72664298,2939
-8831249.74855095,5431282.27515702,2740,GO-20162005,2016/01/01 05:00:00+00,2016,January,Friday    ,6,Morning,D33,0,0,46,Pleasant View (46),-79.33246627,43.77885016,2940
-8835538.42210255,5412713.82926057,2741,GO-20163248,2016/01/01 05:00:00+00,2016,January,Friday    ,14,Afternoon,D51,0,1,73,Moss Park (73),-79.37099208,43.65829436,2941
-8826662.47493683,5418077.65811069,2742,GO-201620700,2016/01/04 05:00:00+00,2016,January,Monday    ,18,Evening,D54,1,0,61,Taylor-Massey (61),-79.29125809,43.69314398,2942
-8852086.74234467,5429287.29434993,2743,GO-201620968,2016/01/04 05:00:00+00,2016,January,Monday    ,18,Evening,D31,0,1,24,Black Creek (24),-79.51964817,43.76590936,2943
-8815870.78946584,5432889.79224107,2744,GO-201620147,2016/01/04 05:00:00+00,2016,January,Monday    ,13,Afternoon,D43,0,1,135,Morningside (135),-79.19431473,43.78927557,2944
-8821515.33107572,5425791.89413495,2745,GO-201628219,2016/01/05 05:00:00+00,2016,January,Tuesday   ,23,Evening,D43,0,1,138,Eglinton East (138),-79.24502051,43.74322907,2945
-8857213.74962309,5425010.57821424,2746,GO-201632318,2016/01/06 05:00:00+00,2016,January,Wednesday ,15,Afternoon,D23,0,0,3,Thistletown-Beaumond Heights (3),-79.56570486,43.73815824,2946
