X,Y,Index_,Event_Unique_ID,Occurrence_Date,Occurrence_year,Month,Day_of_week,Occurrence_Hour,Time_Range,Division,Death,Injuries,Hood_ID,Neighbourhood,Longitude,Latitude,ObjectId
-8833521.15040292,5413924.23187869,832,GO-20072371208,2007/10/21 04:00:00+00,2007,October,Sunday    ,15,Afternoon,D55,1,0,68,North Riverdale (68),-79.35287062,43.6661603,632
-8858404.30378476,5425056.35986294,833,GO-20072384939,2007/10/23 04:00:00+00,2007,October,Tuesday   ,12,Afternoon,D23,0,0,3,Thistletown-Beaumond Heights (3),-79.57639979,43.73845538,633
-8851058.18475878,5426716.21439604,834,GO-20072497008,2007/10/27 04:00:00+00,2007,October,Saturday  ,15,Afternoon,D31,0,1,25,Glenfield-Jane Heights (25),-79.51040848,43.74922746,634
-8853296.696154,5410941.54368319,835,GO-20072404032,2007/10/27 04:00:00+00,2007,October,Saturday  ,20,Evening,D22,1,0,14,Islington-City Centre West (14),-79.53051737,43.6467751,635
-8853296.696154,5410941.54368319,836,GO-20072389603,2007/10/27 04:00:00+00,2007,October,Saturday  ,20,Evening,D22,0,1,14,Islington-City Centre West (14),-79.53051737,43.6467751,636
-8849786.25604934,5418722.60716802,837,GO-20072389601,2007/10/27 04:00:00+00,2007,October,Saturday  ,0,Night,D12,0,0,30,Brookhaven-Amesbury (30),-79.49898255,43.69733295,637
-8861462.90141588,5425855.5122562,838,GO-20072394232,2007/10/28 04:00:00+00,2007,October,Sunday    ,0,Night,D23,0,1,1,West Humber-Clairville (1),-79.60387564,43.74364194,638
-8837968.21489199,5411025.38036294,839,GO-20072554320,2007/10/30 04:00:00+00,2007,October,Tuesday   ,3,Night,D52,0,1,77,Waterfront Communities-The Island (77),-79.39281928,43.64732006,639
-8841619.58101921,5413281.69825284,840,GO-20072323011,2007/10/31 04:00:00+00,2007,October,Wednesday ,23,Evening,D14,0,1,80,Palmerston-Little Italy (80),-79.42562006,43.66198485,640
-8813378.46406564,5432866.28053353,841,GO-20073753967,2007/11/01 04:00:00+00,2007,November,Thursday  ,0,Night,D43,0,0,134,Highland Creek (134),-79.17192579,43.7891231,641
-8859449.42237129,5426985.90840782,842,GO-20072579979,2007/11/04 04:00:00+00,2007,November,Sunday    ,14,Afternoon,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58578825,43.75097753,642
-8835084.36214475,5412437.6864582,843,GO-20072403226,2007/11/06 05:00:00+00,2007,November,Tuesday   ,20,Evening,D51,1,0,73,Moss Park (73),-79.36691319,43.65649967,643
-8858046.87805053,5416518.8576228,844,GO-20072452027,2007/11/08 05:00:00+00,2007,November,Thursday  ,22,Evening,D33,0,0,7,Willowridge-Martingrove-Richview (7),-79.57318898,43.6830183,644
0,0,845,GO-20072389399,2007/11/10 05:00:00+00,2007,November,Saturday  ,14,Afternoon,D12,0,1,NSA,NSA,0,0,645
-8852381.25475549,5427544.31182084,846,GO-20072540432,2007/11/10 05:00:00+00,2007,November,Saturday  ,3,Night,D31,0,1,25,Glenfield-Jane Heights (25),-79.52229382,43.7546009,646
-8851983.63934549,5429788.97887656,847,GO-20072595629,2007/11/11 05:00:00+00,2007,November,Sunday    ,0,Night,D31,0,1,24,Black Creek (24),-79.51872198,43.76916389,647
-8817883.58278236,5436406.93380276,848,GO-20072566049,2007/11/14 05:00:00+00,2007,November,Wednesday ,17,Afternoon,D42,0,1,132,Malvern (132),-79.21239596,43.81207934,648
-8847551.09091802,5418934.26002116,849,GO-20072476644,2007/11/17 05:00:00+00,2007,November,Saturday  ,0,Night,D31,0,1,30,Brookhaven-Amesbury (30),-79.47890372,43.69870758,649
-8848513.72621465,5426774.81203754,850,GO-20072434650,2007/11/17 05:00:00+00,2007,November,Saturday  ,0,Night,D31,0,1,27,York University Heights (27),-79.48755122,43.74960771,650
-8847895.66036426,5426278.50448716,851,GO-20072345724,2007/11/17 05:00:00+00,2007,November,Saturday  ,17,Afternoon,D31,0,1,26,Downsview-Roding-CFB (26),-79.48199904,43.74638701,651
-8840881.72315159,5412231.10905338,852,GO-20072448878,2007/11/18 05:00:00+00,2007,November,Sunday    ,4,Night,D14,0,1,81,Trinity-Bellwoods (81),-79.41899177,43.65515706,652
-8827558.39757583,5432013.76219878,853,GO-20072528917,2007/11/23 05:00:00+00,2007,November,Friday    ,13,Afternoon,D42,1,0,118,Tam O'Shanter-Sullivan (118),-79.2993063,43.78359438,653
-8820387.57557839,5433720.22869279,854,GO-20072507368,2007/11/23 05:00:00+00,2007,November,Friday    ,19,Evening,D42,1,0,132,Malvern (132),-79.23488971,43.79466058,654
-8851538.88235753,5429488.05860748,855,GO-20072345729,2007/11/25 05:00:00+00,2007,November,Sunday    ,19,Evening,D31,1,0,24,Black Creek (24),-79.51472666,43.76721178,655
-8828720.25691236,5425040.75056627,856,GO-20072441671,2007/11/26 05:00:00+00,2007,November,Monday    ,12,Afternoon,D33,0,0,43,Victoria Village (43),-79.30974346,43.73835407,656
-8818235.07741413,5435746.49702136,857,GO-20072478775,2007/11/27 05:00:00+00,2007,November,Tuesday   ,0,Night,D42,0,1,132,Malvern (132),-79.21555349,43.80779799,657
-8850062.18812395,5425525.58170354,858,GO-20072552605,2007/11/27 05:00:00+00,2007,November,Tuesday   ,20,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.50146129,43.74150072,658
-8815990.66608589,5432204.08212514,859,GO-20072370103,2007/11/28 05:00:00+00,2007,November,Wednesday ,0,Night,D43,1,0,135,Morningside (135),-79.1953916,43.78482868,659
-8834105.73580326,5413160.58141167,860,GO-20072532041,2007/12/02 05:00:00+00,2007,December,Sunday    ,17,Afternoon,D51,0,1,72,Regent Park (72),-79.35812204,43.66119775,660
-8817883.58278236,5436406.93380276,861,GO-20072101272,2007/12/02 05:00:00+00,2007,December,Sunday    ,1,Night,D42,1,0,132,Malvern (132),-79.21239596,43.81207934,661
-8850456.86915217,5425314.08424704,862,GO-20072514754,2007/12/05 05:00:00+00,2007,December,Wednesday ,0,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.50500677,43.74012808,662
-8850066.62754524,5425866.17361578,863,GO-20072432924,2007/12/05 05:00:00+00,2007,December,Wednesday ,8,Morning,D31,0,0,25,Glenfield-Jane Heights (25),-79.50150117,43.74371113,663
-8850273.60053489,5425460.27558376,864,GO-20072387161,2007/12/08 05:00:00+00,2007,December,Saturday  ,21,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.50336044,43.74107688,664
-8817226.06307804,5435832.01708684,865,GO-20072484252,2007/12/09 05:00:00+00,2007,December,Sunday    ,22,Evening,D42,0,0,132,Malvern (132),-79.20648936,43.8083524,665
-8843874.2771552,5417302.01048831,866,GO-20072383439,2007/12/09 05:00:00+00,2007,December,Sunday    ,0,Night,D13,0,1,107,Oakwood Village (107),-79.44587434,43.68810573,666
-8817725.53582211,5437305.78760365,867,GO-20072311686,2007/12/14 05:00:00+00,2007,December,Friday    ,12,Afternoon,D42,1,0,131,Rouge (131),-79.2109762,43.81790576,667
-8848603.10018103,5414727.77534133,868,GO-20072531827,2007/12/15 05:00:00+00,2007,December,Saturday  ,22,Evening,D12,0,0,111,Rockcliffe-Smythe (111),-79.48835408,43.67138165,668
-8848526.83965067,5423214.92549133,869,GO-20072494811,2007/12/19 05:00:00+00,2007,December,Wednesday ,21,Evening,D31,0,0,26,Downsview-Roding-CFB (26),-79.48766902,43.72650262,669
-8815806.12063406,5428848.7595299,870,GO-20072377293,2007/12/19 05:00:00+00,2007,December,Wednesday ,13,Afternoon,D43,0,0,136,West Hill (136),-79.1937338,43.76306435,670
-8835412.60658767,5410780.01684016,871,GO-20072522958,2007/12/20 05:00:00+00,2007,December,Thursday  ,23,Evening,D51,0,1,77,Waterfront Communities-The Island (77),-79.36986186,43.64572512,671
-8834255.2367662,5412714.86787553,872,GO-20072428698,2007/12/23 05:00:00+00,2007,December,Sunday    ,14,Afternoon,D51,1,0,72,Regent Park (72),-79.35946503,43.65830111,672
-8818679.54497141,5433746.50774307,873,GO-20072457255,2007/12/27 05:00:00+00,2007,December,Thursday  ,22,Evening,D42,0,1,132,Malvern (132),-79.21954621,43.79483098,673
-8851616.42194885,5428047.9806705,874,GO-20072494819,2007/12/29 05:00:00+00,2007,December,Saturday  ,21,Evening,D31,0,0,24,Black Creek (24),-79.51542321,43.75786892,674
-8851364.94899275,5423063.06249087,875,GO-20072248250,2007/12/30 05:00:00+00,2007,December,Sunday    ,1,Night,D31,0,0,26,Downsview-Roding-CFB (26),-79.51316419,43.72551677,675
-8851616.42194885,5428047.9806705,876,GO-20082484879,2008/01/01 05:00:00+00,2008,January,Tuesday   ,0,Night,D31,0,0,24,Black Creek (24),-79.51542321,43.75786892,676
-8829371.38353832,5426976.35994597,877,GO-20082533459,2008/01/01 05:00:00+00,2008,January,Tuesday   ,3,Night,D33,0,1,45,Parkwoods-Donalda (45),-79.31559263,43.75091557,677
-8843019.67074521,5423796.58921692,878,GO-20082353009,2008/01/02 05:00:00+00,2008,January,Wednesday ,23,Evening,D32,0,1,32,Englemount-Lawrence (32),-79.43819728,43.73027846,678
-8832564.84807212,5431610.01417614,879,GO-20082533456,2008/01/03 05:00:00+00,2008,January,Thursday  ,22,Evening,D33,0,1,47,Don Valley Village (47),-79.34428001,43.78097583,679
-8848513.72621465,5426774.81203754,880,GO-20082607472,2008/01/05 05:00:00+00,2008,January,Saturday  ,4,Night,D31,0,1,27,York University Heights (27),-79.48755122,43.74960771,680
-8849131.8232345,5417332.84270993,881,GO-20082316440,2008/01/07 05:00:00+00,2008,January,Monday    ,18,Evening,D12,0,0,115,Mount Dennis (115),-79.49310368,43.68830601,681
-8837054.48670044,5411505.4513834,882,GO-20082643285,2008/01/11 05:00:00+00,2008,January,Friday    ,22,Evening,D52,0,1,76,Bay Street Corridor (76),-79.38461112,43.65044055,682
-8819529.40137872,5438462.14246313,883,GO-20082601995,2008/01/12 05:00:00+00,2008,January,Saturday  ,1,Night,D51,1,0,131,Rouge (131),-79.2271806,43.82540048,683
-8841733.79370357,5419250.21247043,884,GO-20082378901,2008/01/12 05:00:00+00,2008,January,Saturday  ,21,Evening,D13,0,1,106,Humewood-Cedarvale (106),-79.42664605,43.70075955,684
-8849231.36623636,5430714.72664351,885,GO-20082573771,2008/01/13 05:00:00+00,2008,January,Sunday    ,23,Evening,D31,0,1,27,York University Heights (27),-79.49399789,43.77516894,685
-8859449.42237129,5426985.90840782,886,GO-20082536836,2008/01/13 05:00:00+00,2008,January,Sunday    ,1,Night,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58578825,43.75097753,686
-8848513.72621465,5426774.81203754,887,GO-20082484895,2008/01/13 05:00:00+00,2008,January,Sunday    ,4,Night,D31,0,0,27,York University Heights (27),-79.48755122,43.74960771,687
-8833136.79425747,5413922.74531073,888,GO-20082532076,2008/01/17 05:00:00+00,2008,January,Thursday  ,18,Evening,D55,1,0,70,South Riverdale (70),-79.34941789,43.66615064,688
-8851579.08093885,5426387.59524146,889,GO-20082386663,2008/01/17 05:00:00+00,2008,January,Thursday  ,20,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51508777,43.74709495,689
-8851579.08093885,5426387.59524146,890,GO-20082426053,2008/01/17 05:00:00+00,2008,January,Thursday  ,21,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51508777,43.74709495,690
-8850964.55059549,5422967.239972,891,GO-20082605959,2008/01/22 05:00:00+00,2008,January,Tuesday   ,22,Evening,D31,1,0,26,Downsview-Roding-CFB (26),-79.50956735,43.72489471,691
-8819390.7384814,5433719.74752778,892,GO-20082314192,2008/01/23 05:00:00+00,2008,January,Wednesday ,22,Evening,D42,0,1,132,Malvern (132),-79.22593497,43.79465746,692
-8850152.26006354,5421681.21709299,893,GO-20082595690,2008/01/23 05:00:00+00,2008,January,Wednesday ,22,Evening,D31,0,0,28,Rustic (28),-79.50227042,43.71654549,693
-8842212.32836462,5415241.99150013,894,GO-20082529811,2008/01/25 05:00:00+00,2008,January,Friday    ,23,Evening,D13,0,1,94,Wychwood (94),-79.4309448,43.67472274,694
-8821477.42567591,5426032.0973314,895,GO-20082520381,2008/02/01 05:00:00+00,2008,February,Friday    ,13,Afternoon,D43,2,0,138,Eglinton East (138),-79.24468,43.74478793,695
-8851055.71235289,5422948.5303123,896,GO-20082387163,2008/02/06 05:00:00+00,2008,February,Wednesday ,23,Evening,D31,0,1,26,Downsview-Roding-CFB (26),-79.51038627,43.72477325,696
-8823376.86124176,5424322.38787942,897,GO-20082421615,2008/02/09 05:00:00+00,2008,February,Saturday  ,23,Evening,D41,0,1,124,Kennedy Park (124),-79.26174292,43.73369145,697
-8820034.22747711,5430909.88081115,898,GO-20082619810,2008/02/17 05:00:00+00,2008,February,Sunday    ,3,Night,D43,0,0,137,Woburn (137),-79.23171553,43.77643477,698
-8851431.34105026,5422187.33380336,899,GO-20082723790,2008/02/17 05:00:00+00,2008,February,Sunday    ,2,Night,D31,0,0,26,Downsview-Roding-CFB (26),-79.5137606,43.71983148,699
-8819901.07712097,5436637.91389634,900,GO-20082428060,2008/02/17 05:00:00+00,2008,February,Sunday    ,6,Morning,D42,1,0,132,Malvern (132),-79.23051942,43.81357662,700
-8816229.78814448,5428217.39301483,901,GO-20082377423,2008/02/22 05:00:00+00,2008,February,Friday    ,21,Evening,D43,1,0,136,West Hill (136),-79.19753967,43.7589681,701
-8857889.69047675,5421484.39449261,902,GO-20082671625,2008/02/23 05:00:00+00,2008,February,Saturday  ,21,Evening,D23,0,1,1,West Humber-Clairville (1),-79.57177694,43.71526756,702
-8851698.72824075,5419157.92478884,903,GO-20082634859,2008/02/23 05:00:00+00,2008,February,Saturday  ,0,Night,D12,0,0,113,Weston (113),-79.51616258,43.70016019,703
-8840167.50731741,5412278.11981245,904,GO-20082697781,2008/02/24 05:00:00+00,2008,February,Sunday    ,0,Night,D14,0,2,81,Trinity-Bellwoods (81),-79.41257586,43.6554626,704
-8840097.95935234,5429248.4312897,905,GO-20082723694,2008/02/25 05:00:00+00,2008,February,Monday    ,6,Morning,D32,0,1,38,Lansing-Westgate (38),-79.4119511,43.76565724,705
-8828343.50611452,5416974.58689793,906,GO-20082615345,2008/02/25 05:00:00+00,2008,February,Monday    ,19,Evening,D55,1,0,62,East End-Danforth (62),-79.30635905,43.68597881,706
-8850322.43528231,5419576.63581028,907,GO-20082724309,2008/02/29 05:00:00+00,2008,February,Friday    ,2,Night,D31,0,2,113,Weston (113),-79.50379913,43.70287945,707
-8834535.87876846,5412607.40338958,908,GO-20082539904,2008/03/09 05:00:00+00,2008,March,Sunday    ,4,Night,D51,0,1,72,Regent Park (72),-79.36198608,43.65760269,708
-8840261.21940434,5428659.7111069,909,GO-20082708532,2008/03/10 04:00:00+00,2008,March,Monday    ,2,Night,D32,0,1,38,Lansing-Westgate (38),-79.41341769,43.76183785,709
-8812795.20002766,5433269.41585142,910,GO-20082711908,2008/03/11 04:00:00+00,2008,March,Tuesday   ,11,Morning,D43,0,0,134,Highland Creek (134),-79.16668624,43.79173732,710
-8853915.87853888,5420831.81559094,911,GO-20082605782,2008/03/11 04:00:00+00,2008,March,Tuesday   ,15,Afternoon,D31,0,1,23,Pelmo Park-Humberlea (23),-79.53607958,43.7110303,711
-8848695.1001742,5427815.19366094,912,GO-20082704738,2008/03/14 04:00:00+00,2008,March,Friday    ,21,Evening,D32,1,5,27,York University Heights (27),-79.48918053,43.75635852,712
-8833266.17422245,5410374.84453615,913,GO-20082437074,2008/03/15 04:00:00+00,2008,March,Saturday  ,0,Night,D51,0,0,70,South Riverdale (70),-79.35058013,43.64309128,713
-8832262.8583311,5413721.643802,914,GO-20082371247,2008/03/18 04:00:00+00,2008,March,Tuesday   ,16,Afternoon,D55,1,0,70,South Riverdale (70),-79.34156719,43.66484383,714
-8819318.23721025,5428348.88939739,915,GO-20082665472,2008/03/20 04:00:00+00,2008,March,Thursday  ,19,Evening,D43,0,1,137,Woburn (137),-79.22528368,43.75982126,715
-8856308.74108726,5417912.47777127,916,GO-20082693708,2008/03/21 04:00:00+00,2008,March,Friday    ,1,Night,D23,0,4,7,Willowridge-Martingrove-Richview (7),-79.55757503,43.69207108,716
-8855279.8706936,5426647.07659245,917,GO-20082714259,2008/03/22 04:00:00+00,2008,March,Saturday  ,3,Night,D31,0,0,22,Humbermede (22),-79.54833253,43.74877881,717
-8850716.34709284,5429897.45908716,918,GO-20082380237,2008/03/26 04:00:00+00,2008,March,Wednesday ,3,Night,D22,0,1,27,York University Heights (27),-79.5073377,43.7698676,718
-8822679.05724011,5435641.36925089,919,GO-20082566127,2008/03/27 04:00:00+00,2008,March,Thursday  ,23,Evening,D42,0,0,129,Agincourt North (129),-79.25547444,43.80711646,719
-8839353.77408485,5414562.59180909,920,GO-20082688987,2008/03/28 04:00:00+00,2008,March,Friday    ,20,Evening,D53,0,2,95,Annex (95),-79.40526597,43.67030834,720
-8850423.81839535,5425879.99996446,921,GO-20082736642,2008/03/31 04:00:00+00,2008,March,Monday    ,21,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.50470987,43.74380086,721
-8817883.58278236,5436406.93380276,922,GO-20082753875,2008/03/31 04:00:00+00,2008,March,Monday    ,18,Evening,D42,0,0,132,Malvern (132),-79.21239596,43.81207934,722
-8814619.25337392,5429486.35680519,923,GO-20082767005,2008/04/04 04:00:00+00,2008,April,Friday    ,0,Night,D43,0,0,136,West Hill (136),-79.18307199,43.76720074,723
-8822340.55359292,5423413.83229312,924,GO-20082679783,2008/04/08 04:00:00+00,2008,April,Tuesday   ,0,Night,D41,0,2,124,Kennedy Park (124),-79.25243361,43.72779384,724
-8820271.73317669,5431728.61038425,925,GO-20082628445,2008/04/09 04:00:00+00,2008,April,Wednesday ,0,Night,D43,0,1,137,Woburn (137),-79.23384908,43.78174501,725
-8818695.21096334,5426080.42656481,926,GO-20082387812,2008/04/12 04:00:00+00,2008,April,Saturday  ,0,Night,D43,0,2,139,Scarborough Village (139),-79.21968694,43.74510157,726
-8855187.58238295,5422606.41948972,927,GO-20082693721,2008/04/13 04:00:00+00,2008,April,Sunday    ,20,Evening,D23,0,1,5,Elms-Old Rexdale (5),-79.54750349,43.72255228,727
-8850219.69073189,5419731.20857956,928,GO-20082720891,2008/04/16 04:00:00+00,2008,April,Wednesday ,0,Night,D31,0,1,28,Rustic (28),-79.50287616,43.70388327,728
-8828813.90666038,5421259.06084811,929,GO-20082781526,2008/04/19 04:00:00+00,2008,April,Saturday  ,0,Night,D54,0,0,54,O'Connor-Parkview (54),-79.31058473,43.71380448,729
-8848800.23252769,5418583.60498772,930,GO-20082762288,2008/04/20 04:00:00+00,2008,April,Sunday    ,23,Evening,D12,0,0,30,Brookhaven-Amesbury (30),-79.49012495,43.69643015,730
-8851696.39387103,5428351.89492761,931,GO-20082778547,2008/04/21 04:00:00+00,2008,April,Monday    ,19,Evening,D31,0,0,24,Black Creek (24),-79.51614161,43.75984076,731
-8839622.36575224,5410346.68293382,201,GO-2005920738,2005/01/21 05:00:00+00,2005,January,Friday    ,21,Evening,D14,2,0,82,Niagara (82),-79.40767877,43.64290821,732
-8837647.75613426,5430725.96867441,932,GO-20082736328,2008/04/22 04:00:00+00,2008,April,Tuesday   ,0,Night,D33,0,1,51,Willowdale East (51),-79.38994055,43.77524186,733
-8821515.33107572,5425791.89413495,933,GO-20082377444,2008/04/24 04:00:00+00,2008,April,Thursday  ,21,Evening,D43,0,1,138,Eglinton East (138),-79.24502051,43.74322907,734
-8827698.88833919,5418267.66765219,934,GO-20082715011,2008/04/25 04:00:00+00,2008,April,Friday    ,23,Evening,D54,0,0,61,Taylor-Massey (61),-79.30056835,43.69437813,735
-8847351.41714738,5420673.95955672,935,GO-20082736676,2008/04/28 04:00:00+00,2008,April,Monday    ,16,Afternoon,D31,0,0,29,Maple Leaf (29),-79.47711002,43.71000528,736
-8832564.84807212,5431610.01417614,936,GO-20082748249,2008/04/29 04:00:00+00,2008,April,Tuesday   ,17,Afternoon,D33,0,1,47,Don Valley Village (47),-79.34428001,43.78097583,737
-8823461.33826374,5423109.29814406,937,GO-20082785320,2008/04/30 04:00:00+00,2008,April,Wednesday ,22,Evening,D41,0,1,124,Kennedy Park (124),-79.26250179,43.72581692,738
-8825943.14063247,5426452.80159909,938,GO-20082785321,2008/05/01 04:00:00+00,2008,May,Thursday  ,16,Afternoon,D41,0,1,119,Wexford/Maryvale (119),-79.2847962,43.7475181,739
-8825943.14063247,5426452.80159909,939,GO-20082657234,2008/05/01 04:00:00+00,2008,May,Thursday  ,17,Afternoon,D41,0,1,119,Wexford/Maryvale (119),-79.2847962,43.7475181,740
-8850757.51526693,5421809.66930981,940,GO-20082790971,2008/05/02 04:00:00+00,2008,May,Friday    ,12,Afternoon,D32,0,1,23,Pelmo Park-Humberlea (23),-79.50770752,43.71737949,741
-8819481.94810619,5423757.02831584,941,GO-20082577121,2008/05/03 04:00:00+00,2008,May,Saturday  ,10,Morning,D43,0,1,123,Cliffcrest (123),-79.22675432,43.73002166,742
-8836882.98677973,5413187.39593717,942,GO-20082732602,2008/05/05 04:00:00+00,2008,May,Monday    ,17,Afternoon,D54,0,2,76,Bay Street Corridor (76),-79.38307051,43.66137201,743
-8830757.52493212,5421537.6792465,943,GO-20082433936,2008/05/09 04:00:00+00,2008,May,Friday    ,23,Evening,D54,0,1,44,Flemingdon Park (44),-79.32804455,43.71561353,744
-8857561.39705326,5427561.23688662,944,GO-20082763089,2008/05/10 04:00:00+00,2008,May,Saturday  ,23,Evening,D31,0,1,21,Humber Summit (21),-79.56882783,43.75471072,745
-8835844.06646245,5414098.85295627,945,GO-20082761985,2008/05/14 04:00:00+00,2008,May,Wednesday ,22,Evening,D51,0,0,71,Cabbagetown-South St.James Town (71),-79.37373773,43.66729501,746
-8818031.74679822,5425962.73352056,946,GO-20082694031,2008/05/14 04:00:00+00,2008,May,Wednesday ,0,Night,D43,0,0,139,Scarborough Village (139),-79.21372694,43.74433778,747
-8847906.94482104,5416151.64717462,947,GO-20082727173,2008/05/24 04:00:00+00,2008,May,Saturday  ,21,Evening,D12,0,1,111,Rockcliffe-Smythe (111),-79.48210041,43.68063272,748
-8851194.46875858,5429307.80650317,948,GO-20082747937,2008/05/24 04:00:00+00,2008,May,Saturday  ,0,Night,D31,0,1,24,Black Creek (24),-79.51163274,43.76604243,749
-8843086.47357163,5424044.11829296,949,GO-20082838326,2008/05/24 04:00:00+00,2008,May,Saturday  ,22,Evening,D32,0,0,32,Englemount-Lawrence (32),-79.43879738,43.73188521,750
-8859646.18736364,5424815.00343052,950,GO-20082732406,2008/05/25 04:00:00+00,2008,May,Sunday    ,4,Night,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58755582,43.73688887,751
-8827315.1322058,5432093.66586753,951,GO-20082855091,2008/05/28 04:00:00+00,2008,May,Wednesday ,23,Evening,D42,1,0,118,Tam O'Shanter-Sullivan (118),-79.29712101,43.78411259,752
-8843039.58580211,5418108.45905152,952,GO-20082822279,2008/05/28 04:00:00+00,2008,May,Wednesday ,0,Night,D13,0,1,107,Oakwood Village (107),-79.43837618,43.69334404,753
-8818049.96534608,5436170.47090714,953,GO-20082853575,2008/05/28 04:00:00+00,2008,May,Wednesday ,10,Morning,D42,1,0,132,Malvern (132),-79.2138906,43.81054648,754
-8827551.67610498,5421700.40010126,954,GO-20082709711,2008/05/30 04:00:00+00,2008,May,Friday    ,23,Evening,D54,1,0,43,Victoria Village (43),-79.29924592,43.71667004,755
-8813355.63577767,5430172.12532304,955,GO-20082843488,2008/06/06 04:00:00+00,2008,June,Friday    ,21,Evening,D43,0,1,136,West Hill (136),-79.17172072,43.77164932,756
-8857656.88913885,5428187.33511256,956,GO-20082843296,2008/06/08 04:00:00+00,2008,June,Sunday    ,22,Evening,D31,0,0,21,Humber Summit (21),-79.56968565,43.75877308,757
-8856329.71256613,5429607.04527058,957,GO-20082750469,2008/06/08 04:00:00+00,2008,June,Sunday    ,4,Night,D31,0,0,21,Humber Summit (21),-79.55776342,43.76798367,758
-8835764.36059384,5413467.12042614,958,GO-20082612697,2008/06/10 04:00:00+00,2008,June,Tuesday   ,11,Morning,D51,0,1,73,Moss Park (73),-79.37302172,43.66318983,759
-8834346.74918,5413503.4842162,959,GO-20082708746,2008/06/11 04:00:00+00,2008,June,Wednesday ,16,Afternoon,D51,0,2,72,Regent Park (72),-79.3602871,43.66342614,760
-8822146.93782897,5426126.2397191,960,GO-20082832880,2008/06/12 04:00:00+00,2008,June,Thursday  ,20,Evening,D43,0,0,127,Bendale (127),-79.25069433,43.74539888,761
-8839818.38045121,5410670.31348211,961,GO-20082555616,2008/06/13 04:00:00+00,2008,June,Friday    ,0,Night,D14,2,0,82,Niagara (82),-79.4094396,43.645012,762
-8850287.69358242,5417605.90664398,962,GO-20082655948,2008/06/13 04:00:00+00,2008,June,Friday    ,23,Evening,D12,0,0,115,Mount Dennis (115),-79.50348704,43.69007975,763
-8826680.89497297,5423290.91415534,963,GO-20082969293,2008/06/14 04:00:00+00,2008,June,Saturday  ,22,Evening,D43,0,1,120,Clairlea-Birchmount (120),-79.29142356,43.72699591,764
-8849200.15670392,5414772.65647486,964,GO-20082399394,2008/06/15 04:00:00+00,2008,June,Sunday    ,1,Night,D12,1,0,111,Rockcliffe-Smythe (111),-79.49371753,43.67167327,765
-8819481.94810619,5423757.02831584,965,GO-20082788738,2008/06/15 04:00:00+00,2008,June,Sunday    ,0,Night,D43,0,3,123,Cliffcrest (123),-79.22675432,43.73002166,766
-8854304.9201217,5429763.80251189,966,GO-20082826103,2008/06/15 04:00:00+00,2008,June,Sunday    ,5,Night,D31,0,1,21,Humber Summit (21),-79.5395744,43.76900057,767
-8844151.87902217,5421476.06073995,967,GO-20082667532,2008/06/18 04:00:00+00,2008,June,Wednesday ,23,Evening,D32,0,1,31,Yorkdale-Glen Park (31),-79.44836808,43.71521345,768
-8848603.10018103,5414727.77534133,968,GO-20082806952,2008/06/22 04:00:00+00,2008,June,Sunday    ,23,Evening,D12,0,0,111,Rockcliffe-Smythe (111),-79.48835408,43.67138165,769
-8847955.47566625,5412898.56607746,969,GO-20082634970,2008/06/25 04:00:00+00,2008,June,Wednesday ,0,Night,D11,0,0,89,Runnymede-Bloor West Village (89),-79.48253637,43.65949496,770
-8820873.76345443,5425385.09492032,970,GO-20082763727,2008/06/30 04:00:00+00,2008,June,Monday    ,20,Evening,D43,0,0,138,Eglinton East (138),-79.23925721,43.74058895,771
-8838674.3778742,5409166.54789451,971,GO-20082733072,2008/07/01 04:00:00+00,2008,July,Tuesday   ,19,Evening,D14,0,0,82,Niagara (82),-79.39916285,43.63523601,772
-8849807.13513303,5413826.49900833,972,GO-20082791262,2008/07/02 04:00:00+00,2008,July,Wednesday ,1,Night,D11,0,0,114,Lambton Baby Point (114),-79.49917011,43.66552521,773
-8850958.52932423,5428208.76804218,973,GO-20082801596,2008/07/04 04:00:00+00,2008,July,Friday    ,14,Afternoon,D31,0,0,25,Glenfield-Jane Heights (25),-79.50951326,43.75891214,774
-8820186.43906965,5425527.76197198,974,GO-20082832903,2008/07/05 04:00:00+00,2008,July,Saturday  ,11,Morning,D43,0,0,138,Eglinton East (138),-79.23308287,43.74151487,775
-8826005.79124189,5418670.95070801,975,GO-20082791934,2008/07/05 04:00:00+00,2008,July,Saturday  ,20,Evening,D41,0,1,121,Oakridge (121),-79.285359,43.69699745,776
-8852598.60717445,5427749.03599928,976,GO-20082909545,2008/07/06 04:00:00+00,2008,July,Sunday    ,23,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.52424633,43.75592926,777
