district,All_Apartments_Listed,All_Apartments_Leased,Bachelor_Total_Leased,Bachelor_Avg_Lease_Rate,One_Bedroom_Total_Leased,One_Bedroom_Avg_Lease_Rate,Two_Bedroom_Total_Leased,Two_Bedroom_Avg_Lease_Rate,Three_Bedroom_Total_Leased,Three_Bedroom_Avg_Lease_Rate,Year,Quarter,YearQuarter,All_Apartments_Leased_vs_Listed,Bachelor_Total_Leased_Per_Room,Bachelor_Avg_Lease_Rate_Per_Room,One_Bedroom_Total_Leased_Per_Room,One_Bedroom_Avg_Lease_Rate_Per_Room,Two_Bedroom_Total_Leased_Per_Room,Two_Bedroom_Avg_Lease_Rate_Per_Room,Three_Bedroom_Total_Leased_Per_Room,Three_Bedroom_Avg_Lease_Rate_Per_Room
E02,24.0,18.0,,,8.0,1763.0,10.0,2655.0,,,2017,2,2017Q2,0.75,,,8.0,1763.0,20.0,1327.5,,
E02,41.0,25.0,1.0,1300.0,8.0,2034.0,15.0,2893.0,1.0,1995.0,2017,3,2017Q3,0.6097560975609756,1.0,1300.0,8.0,2034.0,30.0,1446.5,3.0,665.0
E02,41.0,19.0,2.0,1375.0,8.0,1912.0,9.0,2894.0,,,2017,4,2017Q4,0.4634146341463415,2.0,1375.0,8.0,1912.0,18.0,1447.0,,
E02,30.0,19.0,1.0,1500.0,9.0,1958.0,9.0,2305.0,,,2018,1,2018Q1,0.6333333333333333,1.0,1500.0,9.0,1958.0,18.0,1152.5,,
E02,43.0,22.0,1.0,,9.0,2019.0,11.0,2654.0,1.0,5700.0,2018,2,2018Q2,0.5116279069767442,1.0,,9.0,2019.0,22.0,1327.0,3.0,1900.0
E02,32.0,19.0,2.0,1480.0,11.0,2112.0,6.0,2424.0,,,2018,3,2018Q3,0.59375,2.0,1480.0,11.0,2112.0,12.0,1212.0,,
E02,25.0,19.0,3.0,1498.0,12.0,2266.0,4.0,2750.0,,,2018,4,2018Q4,0.76,3.0,1498.0,12.0,2266.0,8.0,1375.0,,
E02,34.0,13.0,1.0,1550.0,6.0,2097.0,6.0,3067.0,,,2019,1,2019Q1,0.38235294117647056,1.0,1550.0,6.0,2097.0,12.0,1533.5,,
E02,52.0,28.0,,,18.0,2153.0,10.0,2745.0,,,2019,2,2019Q2,0.5384615384615384,,,18.0,2153.0,20.0,1372.5,,
E02,51.0,30.0,,,15.0,2222.0,15.0,2787.0,,,2019,3,2019Q3,0.5882352941176471,,,15.0,2222.0,30.0,1393.5,,
E02,35.0,18.0,,,9.0,2177.0,8.0,3106.0,1.0,4950.0,2019,4,2019Q4,0.5142857142857142,,,9.0,2177.0,16.0,1553.0,3.0,1650.0
E02,27.0,11.0,,,8.0,2340.0,3.0,2383.0,,,2020,1,2020Q1,0.4074074074074074,,,8.0,2340.0,6.0,1191.5,,
E02,66.0,24.0,4.0,1463.0,9.0,2207.0,10.0,2813.0,1.0,5550.0,2020,2,2020Q2,0.36363636363636365,4.0,1463.0,9.0,2207.0,20.0,1406.5,3.0,1850.0
E02,126.0,58.0,1.0,1500.0,31.0,1961.0,26.0,2587.0,,,2020,3,2020Q3,0.4603174603174603,1.0,1500.0,31.0,1961.0,52.0,1293.5,,
E02,133.0,51.0,1.0,1350.0,20.0,1818.0,29.0,2522.0,1.0,2500.0,2020,4,2020Q4,0.38345864661654133,1.0,1350.0,20.0,1818.0,58.0,1261.0,3.0,833.3333333333334
E02,92.0,45.0,2.0,1250.0,31.0,1997.0,11.0,2450.0,1.0,3600.0,2021,1,2021Q1,0.4891304347826087,2.0,1250.0,31.0,1997.0,22.0,1225.0,3.0,1200.0
E02,60.0,33.0,4.0,1425.0,16.0,1932.0,13.0,2865.0,,,2021,2,2021Q2,0.55,4.0,1425.0,16.0,1932.0,26.0,1432.5,,
E02,64.0,38.0,1.0,1250.0,24.0,2004.0,12.0,2688.0,1.0,2500.0,2021,3,2021Q3,0.59375,1.0,1250.0,24.0,2004.0,24.0,1344.0,3.0,833.3333333333334
E02,60.0,36.0,2.0,1475.0,21.0,1996.0,13.0,2811.0,,,2021,4,2021Q4,0.6,2.0,1475.0,21.0,1996.0,26.0,1405.5,,
E03,4.0,2.0,,,2.0,1423.0,,,,,2012,1,2012Q1,0.5,,,2.0,1423.0,,,,
E03,26.0,13.0,3.0,900.0,3.0,1417.0,7.0,2321.0,,,2012,2,2012Q2,0.5,3.0,900.0,3.0,1417.0,14.0,1160.5,,
E03,18.0,11.0,,,5.0,1240.0,6.0,1663.0,,,2012,3,2012Q3,0.6111111111111112,,,5.0,1240.0,12.0,831.5,,
E03,9.0,5.0,,,2.0,1375.0,3.0,1983.0,,,2012,4,2012Q4,0.5555555555555556,,,2.0,1375.0,6.0,991.5,,
E03,4.0,3.0,,,,,3.0,2133.0,,,2013,1,2013Q1,0.75,,,,,6.0,1066.5,,
E03,6.0,2.0,,,1.0,1500.0,1.0,2500.0,,,2013,2,2013Q2,0.3333333333333333,,,1.0,1500.0,2.0,1250.0,,
E03,9.0,5.0,,,2.0,1550.0,2.0,2150.0,1.0,1900.0,2013,3,2013Q3,0.5555555555555556,,,2.0,1550.0,4.0,1075.0,3.0,633.3333333333334
E03,5.0,,,,,,,,,,2013,4,2013Q4,,,,,,,,,
E03,6.0,3.0,,,,,3.0,1933.0,,,2014,1,2014Q1,0.5,,,,,6.0,966.5,,
E03,7.0,2.0,,,1.0,1600.0,1.0,2300.0,,,2014,2,2014Q2,0.2857142857142857,,,1.0,1600.0,2.0,1150.0,,
E03,12.0,5.0,,,2.0,1400.0,3.0,1782.0,,,2014,3,2014Q3,0.4166666666666667,,,2.0,1400.0,6.0,891.0,,
E03,18.0,5.0,,,3.0,1425.0,2.0,1475.0,,,2014,4,2014Q4,0.2777777777777778,,,3.0,1425.0,4.0,737.5,,
E03,19.0,8.0,,,2.0,850.0,5.0,1510.0,1.0,1600.0,2015,1,2015Q1,0.42105263157894735,,,2.0,850.0,10.0,755.0,3.0,533.3333333333334
E03,16.0,8.0,,,4.0,1149.0,3.0,1417.0,1.0,1725.0,2015,2,2015Q2,0.5,,,4.0,1149.0,6.0,708.5,3.0,575.0
E03,9.0,5.0,,,1.0,1150.0,3.0,1717.0,1.0,1600.0,2015,3,2015Q3,0.5555555555555556,,,1.0,1150.0,6.0,858.5,3.0,533.3333333333334
E03,12.0,3.0,,,2.0,1363.0,1.0,1525.0,,,2015,4,2015Q4,0.25,,,2.0,1363.0,2.0,762.5,,
E03,13.0,6.0,,,3.0,1567.0,3.0,1567.0,,,2016,1,2016Q1,0.46153846153846156,,,3.0,1567.0,6.0,783.5,,
E03,12.0,8.0,,,2.0,1675.0,4.0,2131.0,2.0,1900.0,2016,2,2016Q2,0.6666666666666666,,,2.0,1675.0,8.0,1065.5,6.0,633.3333333333334
E03,12.0,9.0,,,6.0,1533.0,2.0,2563.0,1.0,1875.0,2016,3,2016Q3,0.75,,,6.0,1533.0,4.0,1281.5,3.0,625.0
E03,9.0,6.0,,,2.0,1438.0,4.0,1550.0,,,2016,4,2016Q4,0.6666666666666666,,,2.0,1438.0,8.0,775.0,,
E03,7.0,4.0,,,1.0,1100.0,3.0,1867.0,,,2017,1,2017Q1,0.5714285714285714,,,1.0,1100.0,6.0,933.5,,
E03,7.0,6.0,,,1.0,1450.0,5.0,1960.0,,,2017,2,2017Q2,0.8571428571428571,,,1.0,1450.0,10.0,980.0,,
E03,16.0,13.0,,,7.0,1787.0,5.0,2189.0,1.0,2700.0,2017,3,2017Q3,0.8125,,,7.0,1787.0,10.0,1094.5,3.0,900.0
E03,12.0,9.0,,,6.0,1463.0,2.0,1988.0,1.0,2800.0,2017,4,2017Q4,0.75,,,6.0,1463.0,4.0,994.0,3.0,933.3333333333334
E03,12.0,6.0,,,2.0,1700.0,4.0,2270.0,,,2018,1,2018Q1,0.5,,,2.0,1700.0,8.0,1135.0,,
E03,22.0,14.0,1.0,1150.0,6.0,1783.0,7.0,2020.0,,,2018,2,2018Q2,0.6363636363636364,1.0,1150.0,6.0,1783.0,14.0,1010.0,,
E03,11.0,6.0,,,5.0,2025.0,1.0,2950.0,,,2018,3,2018Q3,0.5454545454545454,,,5.0,2025.0,2.0,1475.0,,
E03,14.0,6.0,,,4.0,1769.0,2.0,2125.0,,,2018,4,2018Q4,0.42857142857142855,,,4.0,1769.0,4.0,1062.5,,
E03,10.0,6.0,,,1.0,1800.0,5.0,2110.0,,,2019,1,2019Q1,0.6,,,1.0,1800.0,10.0,1055.0,,
E03,25.0,7.0,,,4.0,2112.0,3.0,2100.0,,,2019,2,2019Q2,0.28,,,4.0,2112.0,6.0,1050.0,,
E03,27.0,11.0,,,3.0,1950.0,7.0,2443.0,1.0,2450.0,2019,3,2019Q3,0.4074074074074074,,,3.0,1950.0,14.0,1221.5,3.0,816.6666666666666
E03,23.0,7.0,,,4.0,2019.0,3.0,2420.0,,,2019,4,2019Q4,0.30434782608695654,,,4.0,2019.0,6.0,1210.0,,
E03,16.0,5.0,,,4.0,1838.0,1.0,2500.0,,,2020,1,2020Q1,0.3125,,,4.0,1838.0,2.0,1250.0,,
E03,26.0,5.0,,,3.0,1825.0,2.0,3300.0,,,2020,2,2020Q2,0.19230769230769232,,,3.0,1825.0,4.0,1650.0,,
E03,25.0,3.0,,,1.0,1900.0,2.0,2478.0,,,2020,3,2020Q3,0.12,,,1.0,1900.0,4.0,1239.0,,
E03,40.0,7.0,,,4.0,1945.0,2.0,2350.0,1.0,2650.0,2020,4,2020Q4,0.175,,,4.0,1945.0,4.0,1175.0,3.0,883.3333333333334
E03,72.0,14.0,1.0,1595.0,5.0,1755.0,7.0,1914.0,1.0,2800.0,2021,1,2021Q1,0.19444444444444445,1.0,1595.0,5.0,1755.0,14.0,957.0,3.0,933.3333333333334
E03,81.0,29.0,2.0,1431.0,11.0,1759.0,16.0,2102.0,,,2021,2,2021Q2,0.35802469135802467,2.0,1431.0,11.0,1759.0,32.0,1051.0,,
E03,75.0,24.0,2.0,1425.0,13.0,1765.0,9.0,2228.0,,,2021,3,2021Q3,0.32,2.0,1425.0,13.0,1765.0,18.0,1114.0,,
E03,75.0,31.0,4.0,1463.0,19.0,1884.0,8.0,2197.0,,,2021,4,2021Q4,0.41333333333333333,4.0,1463.0,19.0,1884.0,16.0,1098.5,,
E04,27.0,12.0,,,3.0,1217.0,9.0,1344.0,,,2012,1,2012Q1,0.4444444444444444,,,3.0,1217.0,18.0,672.0,,
E04,34.0,17.0,,,7.0,1196.0,8.0,1391.0,2.0,1275.0,2012,2,2012Q2,0.5,,,7.0,1196.0,16.0,695.5,6.0,425.0
E04,36.0,15.0,,,5.0,1215.0,9.0,1488.0,1.0,1450.0,2012,3,2012Q3,0.4166666666666667,,,5.0,1215.0,18.0,744.0,3.0,483.3333333333333
E04,20.0,10.0,,,1.0,1000.0,9.0,1334.0,,,2012,4,2012Q4,0.5,,,1.0,1000.0,18.0,667.0,,
E04,26.0,17.0,,,4.0,1187.0,12.0,1362.0,1.0,1200.0,2013,1,2013Q1,0.6538461538461539,,,4.0,1187.0,24.0,681.0,3.0,400.0
E04,27.0,9.0,,,2.0,1150.0,7.0,1436.0,,,2013,2,2013Q2,0.3333333333333333,,,2.0,1150.0,14.0,718.0,,
E04,34.0,22.0,,,6.0,1264.0,15.0,1465.0,1.0,1550.0,2013,3,2013Q3,0.6470588235294118,,,6.0,1264.0,30.0,732.5,3.0,516.6666666666666
E04,32.0,17.0,,,8.0,1259.0,8.0,1431.0,1.0,1350.0,2013,4,2013Q4,0.53125,,,8.0,1259.0,16.0,715.5,3.0,450.0
E04,16.0,10.0,,,5.0,1315.0,5.0,1510.0,,,2014,1,2014Q1,0.625,,,5.0,1315.0,10.0,755.0,,
E04,20.0,11.0,,,4.0,1219.0,7.0,1461.0,,,2014,2,2014Q2,0.55,,,4.0,1219.0,14.0,730.5,,
E04,36.0,23.0,,,9.0,1183.0,12.0,1460.0,2.0,1625.0,2014,3,2014Q3,0.6388888888888888,,,9.0,1183.0,24.0,730.0,6.0,541.6666666666666
E04,24.0,10.0,,,4.0,1138.0,6.0,1513.0,,,2014,4,2014Q4,0.4166666666666667,,,4.0,1138.0,12.0,756.5,,
E04,31.0,14.0,,,6.0,1268.0,7.0,1513.0,1.0,1650.0,2015,1,2015Q1,0.45161290322580644,,,6.0,1268.0,14.0,756.5,3.0,550.0
E04,29.0,15.0,,,9.0,1213.0,6.0,1426.0,,,2015,2,2015Q2,0.5172413793103449,,,9.0,1213.0,12.0,713.0,,
E04,28.0,22.0,,,12.0,1298.0,9.0,1525.0,1.0,1300.0,2015,3,2015Q3,0.7857142857142857,,,12.0,1298.0,18.0,762.5,3.0,433.3333333333333
E04,36.0,17.0,,,10.0,1308.0,6.0,1517.0,1.0,1650.0,2015,4,2015Q4,0.4722222222222222,,,10.0,1308.0,12.0,758.5,3.0,550.0
E04,66.0,41.0,,,19.0,1336.0,19.0,1601.0,3.0,1850.0,2016,1,2016Q1,0.6212121212121212,,,19.0,1336.0,38.0,800.5,9.0,616.6666666666666
E04,38.0,31.0,,,11.0,1360.0,16.0,1547.0,4.0,1975.0,2016,2,2016Q2,0.8157894736842105,,,11.0,1360.0,32.0,773.5,12.0,658.3333333333334
E04,30.0,20.0,,,11.0,1418.0,7.0,1742.0,2.0,1900.0,2016,3,2016Q3,0.6666666666666666,,,11.0,1418.0,14.0,871.0,6.0,633.3333333333334
E04,30.0,14.0,,,8.0,1344.0,5.0,1678.0,1.0,1700.0,2016,4,2016Q4,0.4666666666666667,,,8.0,1344.0,10.0,839.0,3.0,566.6666666666666
E04,27.0,18.0,,,6.0,1450.0,11.0,1659.0,1.0,1700.0,2017,1,2017Q1,0.6666666666666666,,,6.0,1450.0,22.0,829.5,3.0,566.6666666666666
E04,24.0,18.0,,,9.0,1448.0,9.0,1733.0,,,2017,2,2017Q2,0.75,,,9.0,1448.0,18.0,866.5,,
E04,34.0,20.0,,,11.0,1579.0,8.0,1791.0,1.0,2000.0,2017,3,2017Q3,0.5882352941176471,,,11.0,1579.0,16.0,895.5,3.0,666.6666666666666
E04,33.0,23.0,,,8.0,1500.0,13.0,1754.0,2.0,1800.0,2017,4,2017Q4,0.696969696969697,,,8.0,1500.0,26.0,877.0,6.0,600.0
E04,26.0,18.0,,,6.0,1621.0,11.0,1836.0,1.0,1900.0,2018,1,2018Q1,0.6923076923076923,,,6.0,1621.0,22.0,918.0,3.0,633.3333333333334
E04,26.0,17.0,,,8.0,1659.0,8.0,1969.0,1.0,2400.0,2018,2,2018Q2,0.6538461538461539,,,8.0,1659.0,16.0,984.5,3.0,800.0
E04,36.0,29.0,,,15.0,1749.0,12.0,1977.0,2.0,1740.0,2018,3,2018Q3,0.8055555555555556,,,15.0,1749.0,24.0,988.5,6.0,580.0
E04,22.0,14.0,,,5.0,1874.0,8.0,1978.0,1.0,2200.0,2018,4,2018Q4,0.6363636363636364,,,5.0,1874.0,16.0,989.0,3.0,733.3333333333334
E04,32.0,26.0,,,18.0,1765.0,6.0,2170.0,2.0,2365.0,2019,1,2019Q1,0.8125,,,18.0,1765.0,12.0,1085.0,6.0,788.3333333333334
E04,30.0,22.0,,,9.0,1811.0,13.0,2079.0,,,2019,2,2019Q2,0.7333333333333333,,,9.0,1811.0,26.0,1039.5,,
E04,35.0,23.0,,,11.0,1895.0,11.0,2223.0,1.0,2400.0,2019,3,2019Q3,0.6571428571428571,,,11.0,1895.0,22.0,1111.5,3.0,800.0
E04,55.0,26.0,,,15.0,1888.0,10.0,2150.0,1.0,2400.0,2019,4,2019Q4,0.4727272727272727,,,15.0,1888.0,20.0,1075.0,3.0,800.0
E04,59.0,25.0,,,12.0,1699.0,13.0,2222.0,,,2020,1,2020Q1,0.423728813559322,,,12.0,1699.0,26.0,1111.0,,
E04,51.0,26.0,,,17.0,1830.0,8.0,2189.0,1.0,2350.0,2020,2,2020Q2,0.5098039215686274,,,17.0,1830.0,16.0,1094.5,3.0,783.3333333333334
E04,58.0,23.0,,,13.0,1800.0,9.0,2017.0,1.0,2700.0,2020,3,2020Q3,0.39655172413793105,,,13.0,1800.0,18.0,1008.5,3.0,900.0
E04,82.0,25.0,,,8.0,1769.0,16.0,2037.0,1.0,2350.0,2020,4,2020Q4,0.3048780487804878,,,8.0,1769.0,32.0,1018.5,3.0,783.3333333333334
E04,79.0,25.0,,,9.0,1675.0,15.0,2020.0,1.0,2300.0,2021,1,2021Q1,0.31645569620253167,,,9.0,1675.0,30.0,1010.0,3.0,766.6666666666666
E04,64.0,28.0,,,13.0,1658.0,14.0,2019.0,1.0,2000.0,2021,2,2021Q2,0.4375,,,13.0,1658.0,28.0,1009.5,3.0,666.6666666666666
E04,88.0,48.0,,,14.0,1808.0,30.0,2178.0,4.0,2890.0,2021,3,2021Q3,0.5454545454545454,,,14.0,1808.0,60.0,1089.0,12.0,963.3333333333334
E04,79.0,42.0,,,17.0,1846.0,21.0,2142.0,4.0,3118.0,2021,4,2021Q4,0.5316455696202531,,,17.0,1846.0,42.0,1071.0,12.0,1039.3333333333333
E05,60.0,30.0,,,4.0,1356.0,22.0,1591.0,4.0,1800.0,2012,1,2012Q1,0.5,,,4.0,1356.0,44.0,795.5,12.0,600.0
E05,58.0,29.0,,,10.0,1406.0,16.0,1626.0,3.0,1983.0,2012,2,2012Q2,0.5,,,10.0,1406.0,32.0,813.0,9.0,661.0
E05,76.0,26.0,,,10.0,1330.0,12.0,1688.0,4.0,1994.0,2012,3,2012Q3,0.34210526315789475,,,10.0,1330.0,24.0,844.0,12.0,664.6666666666666
E05,62.0,33.0,,,9.0,1343.0,21.0,1630.0,3.0,1883.0,2012,4,2012Q4,0.532258064516129,,,9.0,1343.0,42.0,815.0,9.0,627.6666666666666
E05,56.0,32.0,,,7.0,1300.0,22.0,1678.0,3.0,1850.0,2013,1,2013Q1,0.5714285714285714,,,7.0,1300.0,44.0,839.0,9.0,616.6666666666666
E05,40.0,27.0,,,6.0,1312.0,20.0,1627.0,1.0,2100.0,2013,2,2013Q2,0.675,,,6.0,1312.0,40.0,813.5,3.0,700.0
E05,47.0,28.0,,,11.0,1420.0,17.0,1765.0,,,2013,3,2013Q3,0.5957446808510638,,,11.0,1420.0,34.0,882.5,,
E05,52.0,26.0,,,8.0,1416.0,17.0,1787.0,1.0,2200.0,2013,4,2013Q4,0.5,,,8.0,1416.0,34.0,893.5,3.0,733.3333333333334
E05,57.0,22.0,,,6.0,1357.0,13.0,1672.0,3.0,1863.0,2014,1,2014Q1,0.38596491228070173,,,6.0,1357.0,26.0,836.0,9.0,621.0
E05,52.0,27.0,,,5.0,1420.0,19.0,1661.0,3.0,2153.0,2014,2,2014Q2,0.5192307692307693,,,5.0,1420.0,38.0,830.5,9.0,717.6666666666666
E05,64.0,33.0,,,10.0,1354.0,21.0,1728.0,2.0,1825.0,2014,3,2014Q3,0.515625,,,10.0,1354.0,42.0,864.0,6.0,608.3333333333334
E05,47.0,23.0,,,6.0,1433.0,13.0,1676.0,4.0,1555.0,2014,4,2014Q4,0.48936170212765956,,,6.0,1433.0,26.0,838.0,12.0,518.3333333333334
E05,98.0,42.0,,,20.0,1280.0,19.0,1638.0,3.0,1808.0,2015,1,2015Q1,0.42857142857142855,,,20.0,1280.0,38.0,819.0,9.0,602.6666666666666
E05,89.0,52.0,,,23.0,1373.0,27.0,1669.0,2.0,1825.0,2015,2,2015Q2,0.5842696629213483,,,23.0,1373.0,54.0,834.5,6.0,608.3333333333334
E05,92.0,57.0,,,27.0,1389.0,25.0,1758.0,5.0,2280.0,2015,3,2015Q3,0.6195652173913043,,,27.0,1389.0,50.0,879.0,15.0,760.0
E05,64.0,37.0,,,8.0,1382.0,24.0,1626.0,5.0,1970.0,2015,4,2015Q4,0.578125,,,8.0,1382.0,48.0,813.0,15.0,656.6666666666666
E05,64.0,35.0,,,11.0,1419.0,18.0,1767.0,6.0,1833.0,2016,1,2016Q1,0.546875,,,11.0,1419.0,36.0,883.5,18.0,611.0
E05,63.0,39.0,,,15.0,1446.0,22.0,1674.0,2.0,1875.0,2016,2,2016Q2,0.6190476190476191,,,15.0,1446.0,44.0,837.0,6.0,625.0
E05,69.0,53.0,,,19.0,1512.0,27.0,1817.0,7.0,1897.0,2016,3,2016Q3,0.7681159420289855,,,19.0,1512.0,54.0,908.5,21.0,632.3333333333334
E05,44.0,24.0,,,12.0,1428.0,9.0,1844.0,3.0,2100.0,2016,4,2016Q4,0.5454545454545454,,,12.0,1428.0,18.0,922.0,9.0,700.0
E05,43.0,32.0,,,13.0,1492.0,15.0,1864.0,4.0,2215.0,2017,1,2017Q1,0.7441860465116279,,,13.0,1492.0,30.0,932.0,12.0,738.3333333333334
E05,45.0,30.0,,,9.0,1601.0,19.0,1940.0,2.0,1950.0,2017,2,2017Q2,0.6666666666666666,,,9.0,1601.0,38.0,970.0,6.0,650.0
E05,61.0,45.0,,,21.0,1631.0,15.0,2043.0,9.0,2056.0,2017,3,2017Q3,0.7377049180327869,,,21.0,1631.0,30.0,1021.5,27.0,685.3333333333334
E05,50.0,26.0,,,9.0,1714.0,13.0,1989.0,4.0,1838.0,2017,4,2017Q4,0.52,,,9.0,1714.0,26.0,994.5,12.0,612.6666666666666
E05,75.0,41.0,,,15.0,1733.0,19.0,2049.0,7.0,1921.0,2018,1,2018Q1,0.5466666666666666,,,15.0,1733.0,38.0,1024.5,21.0,640.3333333333334
E05,75.0,50.0,,,19.0,1730.0,30.0,2079.0,1.0,2225.0,2018,2,2018Q2,0.6666666666666666,,,19.0,1730.0,60.0,1039.5,3.0,741.6666666666666
E05,62.0,52.0,,,12.0,1870.0,32.0,2214.0,8.0,2375.0,2018,3,2018Q3,0.8387096774193549,,,12.0,1870.0,64.0,1107.0,24.0,791.6666666666666
E05,37.0,27.0,,,10.0,1803.0,13.0,2262.0,4.0,2395.0,2018,4,2018Q4,0.7297297297297297,,,10.0,1803.0,26.0,1131.0,12.0,798.3333333333334
E05,43.0,31.0,,,12.0,1893.0,18.0,2244.0,1.0,2500.0,2019,1,2019Q1,0.7209302325581395,,,12.0,1893.0,36.0,1122.0,3.0,833.3333333333334
E05,63.0,49.0,,,19.0,1941.0,25.0,2237.0,5.0,2310.0,2019,2,2019Q2,0.7777777777777778,,,19.0,1941.0,50.0,1118.5,15.0,770.0
E05,63.0,43.0,,,6.0,2033.0,31.0,2316.0,6.0,2542.0,2019,3,2019Q3,0.6825396825396826,,,6.0,2033.0,62.0,1158.0,18.0,847.3333333333334
E05,57.0,37.0,,,16.0,1875.0,16.0,2311.0,5.0,2440.0,2019,4,2019Q4,0.6491228070175439,,,16.0,1875.0,32.0,1155.5,15.0,813.3333333333334
E05,48.0,32.0,,,12.0,1977.0,17.0,2292.0,3.0,2427.0,2020,1,2020Q1,0.6666666666666666,,,12.0,1977.0,34.0,1146.0,9.0,809.0
E05,60.0,22.0,,,7.0,1836.0,12.0,2325.0,3.0,2500.0,2020,2,2020Q2,0.36666666666666664,,,7.0,1836.0,24.0,1162.5,9.0,833.3333333333334
E05,103.0,52.0,,,13.0,1875.0,33.0,2228.0,6.0,2483.0,2020,3,2020Q3,0.5048543689320388,,,13.0,1875.0,66.0,1114.0,18.0,827.6666666666666
E05,105.0,50.0,,,21.0,1808.0,22.0,2125.0,7.0,2427.0,2020,4,2020Q4,0.47619047619047616,,,21.0,1808.0,44.0,1062.5,21.0,809.0
E05,87.0,38.0,,,11.0,1686.0,22.0,2177.0,5.0,2310.0,2021,1,2021Q1,0.4367816091954023,,,11.0,1686.0,44.0,1088.5,15.0,770.0
E05,128.0,98.0,,,45.0,1757.0,49.0,2164.0,4.0,2363.0,2021,2,2021Q2,0.765625,,,45.0,1757.0,98.0,1082.0,12.0,787.6666666666666
E05,91.0,60.0,,,18.0,1846.0,39.0,2286.0,3.0,2867.0,2021,3,2021Q3,0.6593406593406593,,,18.0,1846.0,78.0,1143.0,9.0,955.6666666666666
E05,84.0,62.0,,,22.0,1910.0,32.0,2333.0,8.0,2694.0,2021,4,2021Q4,0.7380952380952381,,,22.0,1910.0,64.0,1166.5,24.0,898.0
E06,,,,,,,,,,,2012,1,2012Q1,,,,,,,,,
E06,2.0,,,,,,,,,,2012,2,2012Q2,,,,,,,,,
E06,1.0,1.0,,,1.0,1200.0,,,,,2012,3,2012Q3,1.0,,,1.0,1200.0,,,,
E06,,,,,,,,,,,2012,4,2012Q4,,,,,,,,,
E06,,,,,,,,,,,2013,1,2013Q1,,,,,,,,,
E06,,,,,,,,,,,2013,2,2013Q2,,,,,,,,,
E06,5.0,1.0,,,1.0,1250.0,,,,,2013,3,2013Q3,0.2,,,1.0,1250.0,,,,
E06,1.0,1.0,,,1.0,1750.0,,,,,2013,4,2013Q4,1.0,,,1.0,1750.0,,,,
E06,4.0,,,,,,,,,,2014,1,2014Q1,,,,,,,,,
E06,1.0,,,,,,,,,,2014,2,2014Q2,,,,,,,,,
E06,17.0,4.0,,,4.0,1338.0,,,,,2014,3,2014Q3,0.23529411764705882,,,4.0,1338.0,,,,
E06,14.0,3.0,,,1.0,1350.0,2.0,1850.0,,,2014,4,2014Q4,0.21428571428571427,,,1.0,1350.0,4.0,925.0,,
E06,9.0,3.0,,,3.0,1550.0,,,,,2015,1,2015Q1,0.3333333333333333,,,3.0,1550.0,,,,
E06,8.0,1.0,,,,,1.0,1700.0,,,2015,2,2015Q2,0.125,,,,,2.0,850.0,,
E06,5.0,2.0,,,1.0,1430.0,1.0,1750.0,,,2015,3,2015Q3,0.4,,,1.0,1430.0,2.0,875.0,,
E06,3.0,2.0,,,1.0,1875.0,1.0,2500.0,,,2015,4,2015Q4,0.6666666666666666,,,1.0,1875.0,2.0,1250.0,,
E06,1.0,,,,,,,,,,2016,1,2016Q1,,,,,,,,,
E06,2.0,,,,,,,,,,2016,2,2016Q2,,,,,,,,,
E06,3.0,2.0,,,2.0,1438.0,,,,,2016,3,2016Q3,0.6666666666666666,,,2.0,1438.0,,,,
E06,1.0,,,,,,,,,,2016,4,2016Q4,,,,,,,,,
E06,2.0,2.0,,,1.0,1425.0,1.0,1900.0,,,2017,1,2017Q1,1.0,,,1.0,1425.0,2.0,950.0,,
E06,,,,,,,,,,,2017,2,2017Q2,,,,,,,,,
E06,4.0,2.0,,,2.0,1725.0,,,,,2017,3,2017Q3,0.5,,,2.0,1725.0,,,,
E06,4.0,4.0,,,3.0,1608.0,1.0,1850.0,,,2017,4,2017Q4,1.0,,,3.0,1608.0,2.0,925.0,,
E06,1.0,,,,,,,,,,2018,1,2018Q1,,,,,,,,,
E06,7.0,3.0,,,2.0,1750.0,1.0,2250.0,,,2018,2,2018Q2,0.42857142857142855,,,2.0,1750.0,2.0,1125.0,,
E06,15.0,8.0,1.0,1325.0,4.0,1763.0,3.0,2325.0,,,2018,3,2018Q3,0.5333333333333333,1.0,1325.0,4.0,1763.0,6.0,1162.5,,
E06,18.0,9.0,1.0,1400.0,4.0,1850.0,3.0,2017.0,1.0,3800.0,2018,4,2018Q4,0.5,1.0,1400.0,4.0,1850.0,6.0,1008.5,3.0,1266.6666666666667
E06,8.0,3.0,,,3.0,1980.0,,,,,2019,1,2019Q1,0.375,,,3.0,1980.0,,,,
E06,21.0,13.0,,,5.0,1820.0,7.0,2450.0,1.0,2450.0,2019,2,2019Q2,0.6190476190476191,,,5.0,1820.0,14.0,1225.0,3.0,816.6666666666666
E06,23.0,18.0,1.0,1450.0,13.0,1913.0,4.0,2300.0,,,2019,3,2019Q3,0.782608695652174,1.0,1450.0,13.0,1913.0,8.0,1150.0,,
E06,24.0,13.0,1.0,1325.0,5.0,1925.0,7.0,2529.0,,,2019,4,2019Q4,0.5416666666666666,1.0,1325.0,5.0,1925.0,14.0,1264.5,,
E06,21.0,7.0,,,3.0,2017.0,4.0,2263.0,,,2020,1,2020Q1,0.3333333333333333,,,3.0,2017.0,8.0,1131.5,,
