district,All_Apartments_Listed,All_Apartments_Leased,Bachelor_Total_Leased,Bachelor_Avg_Lease_Rate,One_Bedroom_Total_Leased,One_Bedroom_Avg_Lease_Rate,Two_Bedroom_Total_Leased,Two_Bedroom_Avg_Lease_Rate,Three_Bedroom_Total_Leased,Three_Bedroom_Avg_Lease_Rate,Year,Quarter,YearQuarter,All_Apartments_Leased_vs_Listed,Bachelor_Total_Leased_Per_Room,Bachelor_Avg_Lease_Rate_Per_Room,One_Bedroom_Total_Leased_Per_Room,One_Bedroom_Avg_Lease_Rate_Per_Room,Two_Bedroom_Total_Leased_Per_Room,Two_Bedroom_Avg_Lease_Rate_Per_Room,Three_Bedroom_Total_Leased_Per_Room,Three_Bedroom_Avg_Lease_Rate_Per_Room
E06,24.0,10.0,,,4.0,1825.0,6.0,2247.0,,,2020,2,2020Q2,0.4166666666666667,,,4.0,1825.0,12.0,1123.5,,
E06,25.0,13.0,,,4.0,1906.0,9.0,2283.0,,,2020,3,2020Q3,0.52,,,4.0,1906.0,18.0,1141.5,,
E06,28.0,13.0,,,8.0,1934.0,5.0,2550.0,,,2020,4,2020Q4,0.4642857142857143,,,8.0,1934.0,10.0,1275.0,,
E06,21.0,9.0,,,2.0,1825.0,7.0,2468.0,,,2021,1,2021Q1,0.42857142857142855,,,2.0,1825.0,14.0,1234.0,,
E06,20.0,16.0,,,3.0,2042.0,13.0,2171.0,,,2021,2,2021Q2,0.8,,,3.0,2042.0,26.0,1085.5,,
E06,18.0,8.0,,,2.0,1875.0,6.0,2325.0,,,2021,3,2021Q3,0.4444444444444444,,,2.0,1875.0,12.0,1162.5,,
E06,19.0,14.0,,,6.0,1771.0,8.0,2359.0,,,2021,4,2021Q4,0.7368421052631579,,,6.0,1771.0,16.0,1179.5,,
E07,88.0,35.0,,,9.0,1254.0,24.0,1410.0,2.0,1350.0,2012,1,2012Q1,0.3977272727272727,,,9.0,1254.0,48.0,705.0,6.0,450.0
E07,78.0,43.0,,,13.0,1259.0,28.0,1438.0,2.0,1750.0,2012,2,2012Q2,0.5512820512820513,,,13.0,1259.0,56.0,719.0,6.0,583.3333333333334
E07,130.0,58.0,,,30.0,1286.0,26.0,1481.0,2.0,1500.0,2012,3,2012Q3,0.4461538461538462,,,30.0,1286.0,52.0,740.5,6.0,500.0
E07,141.0,80.0,,,32.0,1292.0,40.0,1476.0,8.0,1585.0,2012,4,2012Q4,0.5673758865248227,,,32.0,1292.0,80.0,738.0,24.0,528.3333333333334
E07,139.0,83.0,,,35.0,1298.0,43.0,1473.0,5.0,1682.0,2013,1,2013Q1,0.5971223021582733,,,35.0,1298.0,86.0,736.5,15.0,560.6666666666666
E07,142.0,90.0,,,43.0,1307.0,43.0,1502.0,4.0,1619.0,2013,2,2013Q2,0.6338028169014085,,,43.0,1307.0,86.0,751.0,12.0,539.6666666666666
E07,142.0,107.0,,,40.0,1340.0,64.0,1493.0,3.0,1650.0,2013,3,2013Q3,0.7535211267605634,,,40.0,1340.0,128.0,746.5,9.0,550.0
E07,108.0,44.0,,,15.0,1328.0,29.0,1469.0,,,2013,4,2013Q4,0.4074074074074074,,,15.0,1328.0,58.0,734.5,,
E07,148.0,49.0,,,16.0,1292.0,29.0,1506.0,4.0,1712.0,2014,1,2014Q1,0.3310810810810811,,,16.0,1292.0,58.0,753.0,12.0,570.6666666666666
E07,172.0,118.0,,,57.0,1288.0,58.0,1500.0,3.0,1800.0,2014,2,2014Q2,0.686046511627907,,,57.0,1288.0,116.0,750.0,9.0,600.0
E07,116.0,82.0,,,35.0,1327.0,46.0,1544.0,1.0,1400.0,2014,3,2014Q3,0.7068965517241379,,,35.0,1327.0,92.0,772.0,3.0,466.6666666666667
E07,93.0,53.0,,,27.0,1299.0,24.0,1524.0,2.0,1825.0,2014,4,2014Q4,0.5698924731182796,,,27.0,1299.0,48.0,762.0,6.0,608.3333333333334
E07,95.0,46.0,,,21.0,1325.0,23.0,1527.0,2.0,1600.0,2015,1,2015Q1,0.4842105263157895,,,21.0,1325.0,46.0,763.5,6.0,533.3333333333334
E07,112.0,65.0,,,33.0,1335.0,28.0,1521.0,4.0,1763.0,2015,2,2015Q2,0.5803571428571429,,,33.0,1335.0,56.0,760.5,12.0,587.6666666666666
E07,138.0,79.0,,,30.0,1367.0,47.0,1585.0,2.0,1775.0,2015,3,2015Q3,0.572463768115942,,,30.0,1367.0,94.0,792.5,6.0,591.6666666666666
E07,97.0,63.0,,,26.0,1342.0,36.0,1557.0,1.0,1750.0,2015,4,2015Q4,0.6494845360824743,,,26.0,1342.0,72.0,778.5,3.0,583.3333333333334
E07,92.0,53.0,,,22.0,1363.0,30.0,1587.0,1.0,1700.0,2016,1,2016Q1,0.5760869565217391,,,22.0,1363.0,60.0,793.5,3.0,566.6666666666666
E07,101.0,72.0,,,28.0,1397.0,39.0,1645.0,5.0,1790.0,2016,2,2016Q2,0.7128712871287128,,,28.0,1397.0,78.0,822.5,15.0,596.6666666666666
E07,90.0,71.0,,,27.0,1455.0,40.0,1705.0,4.0,1845.0,2016,3,2016Q3,0.7888888888888889,,,27.0,1455.0,80.0,852.5,12.0,615.0
E07,66.0,45.0,,,25.0,1451.0,16.0,1749.0,4.0,1763.0,2016,4,2016Q4,0.6818181818181818,,,25.0,1451.0,32.0,874.5,12.0,587.6666666666666
E07,93.0,70.0,,,39.0,1501.0,29.0,1688.0,2.0,1900.0,2017,1,2017Q1,0.7526881720430108,,,39.0,1501.0,58.0,844.0,6.0,633.3333333333334
E07,79.0,55.0,,,25.0,1521.0,28.0,1831.0,2.0,1850.0,2017,2,2017Q2,0.6962025316455697,,,25.0,1521.0,56.0,915.5,6.0,616.6666666666666
E07,105.0,83.0,,,28.0,1643.0,51.0,1894.0,4.0,2025.0,2017,3,2017Q3,0.7904761904761904,,,28.0,1643.0,102.0,947.0,12.0,675.0
E07,75.0,48.0,,,20.0,1616.0,22.0,1883.0,6.0,1818.0,2017,4,2017Q4,0.64,,,20.0,1616.0,44.0,941.5,18.0,606.0
E07,78.0,59.0,,,23.0,1681.0,32.0,1892.0,4.0,1970.0,2018,1,2018Q1,0.7564102564102564,,,23.0,1681.0,64.0,946.0,12.0,656.6666666666666
E07,83.0,63.0,,,29.0,1694.0,31.0,2001.0,3.0,1967.0,2018,2,2018Q2,0.7590361445783133,,,29.0,1694.0,62.0,1000.5,9.0,655.6666666666666
E07,133.0,109.0,,,43.0,1774.0,60.0,2125.0,6.0,2304.0,2018,3,2018Q3,0.8195488721804511,,,43.0,1774.0,120.0,1062.5,18.0,768.0
E07,85.0,57.0,,,28.0,1799.0,28.0,2089.0,1.0,2150.0,2018,4,2018Q4,0.6705882352941176,,,28.0,1799.0,56.0,1044.5,3.0,716.6666666666666
E07,69.0,45.0,,,20.0,1759.0,23.0,2092.0,2.0,2150.0,2019,1,2019Q1,0.6521739130434783,,,20.0,1759.0,46.0,1046.0,6.0,716.6666666666666
E07,87.0,67.0,,,35.0,1880.0,31.0,2200.0,1.0,2400.0,2019,2,2019Q2,0.7701149425287356,,,35.0,1880.0,62.0,1100.0,3.0,800.0
E07,136.0,93.0,,,46.0,1907.0,43.0,2309.0,4.0,2289.0,2019,3,2019Q3,0.6838235294117647,,,46.0,1907.0,86.0,1154.5,12.0,763.0
E07,145.0,60.0,,,27.0,1868.0,32.0,2185.0,1.0,2400.0,2019,4,2019Q4,0.41379310344827586,,,27.0,1868.0,64.0,1092.5,3.0,800.0
E07,212.0,103.0,,,59.0,1868.0,41.0,2133.0,3.0,2583.0,2020,1,2020Q1,0.4858490566037736,,,59.0,1868.0,82.0,1066.5,9.0,861.0
E07,116.0,64.0,,,26.0,1850.0,33.0,2181.0,5.0,2240.0,2020,2,2020Q2,0.5517241379310345,,,26.0,1850.0,66.0,1090.5,15.0,746.6666666666666
E07,204.0,103.0,,,49.0,1822.0,53.0,2146.0,1.0,2350.0,2020,3,2020Q3,0.5049019607843137,,,49.0,1822.0,106.0,1073.0,3.0,783.3333333333334
E07,192.0,78.0,,,39.0,1703.0,38.0,2026.0,1.0,2400.0,2020,4,2020Q4,0.40625,,,39.0,1703.0,76.0,1013.0,3.0,800.0
E07,193.0,85.0,,,45.0,1650.0,37.0,1995.0,3.0,2250.0,2021,1,2021Q1,0.44041450777202074,,,45.0,1650.0,74.0,997.5,9.0,750.0
E07,167.0,97.0,,,54.0,1714.0,41.0,2087.0,2.0,2275.0,2021,2,2021Q2,0.5808383233532934,,,54.0,1714.0,82.0,1043.5,6.0,758.3333333333334
E07,183.0,135.0,,,69.0,1774.0,62.0,2216.0,4.0,2325.0,2021,3,2021Q3,0.7377049180327869,,,69.0,1774.0,124.0,1108.0,12.0,775.0
E07,125.0,99.0,,,41.0,1976.0,54.0,2408.0,4.0,2645.0,2021,4,2021Q4,0.792,,,41.0,1976.0,108.0,1204.0,12.0,881.6666666666666
E08,5.0,4.0,,,,,4.0,1219.0,,,2012,1,2012Q1,0.8,,,,,8.0,609.5,,
E08,15.0,3.0,,,1.0,1600.0,2.0,1400.0,,,2012,2,2012Q2,0.2,,,1.0,1600.0,4.0,700.0,,
E08,22.0,10.0,,,3.0,1107.0,7.0,1379.0,,,2012,3,2012Q3,0.45454545454545453,,,3.0,1107.0,14.0,689.5,,
E08,18.0,7.0,,,3.0,1075.0,3.0,1375.0,1.0,1400.0,2012,4,2012Q4,0.3888888888888889,,,3.0,1075.0,6.0,687.5,3.0,466.6666666666667
E08,14.0,7.0,,,1.0,1600.0,5.0,1458.0,1.0,1700.0,2013,1,2013Q1,0.5,,,1.0,1600.0,10.0,729.0,3.0,566.6666666666666
E08,8.0,2.0,,,1.0,1600.0,1.0,1398.0,,,2013,2,2013Q2,0.25,,,1.0,1600.0,2.0,699.0,,
E08,6.0,3.0,,,1.0,1125.0,2.0,1400.0,,,2013,3,2013Q3,0.5,,,1.0,1125.0,4.0,700.0,,
E08,15.0,10.0,,,3.0,1110.0,6.0,1425.0,1.0,1700.0,2013,4,2013Q4,0.6666666666666666,,,3.0,1110.0,12.0,712.5,3.0,566.6666666666666
E08,11.0,6.0,,,2.0,1248.0,4.0,1344.0,,,2014,1,2014Q1,0.5454545454545454,,,2.0,1248.0,8.0,672.0,,
E08,15.0,9.0,,,,,8.0,1440.0,1.0,1500.0,2014,2,2014Q2,0.6,,,,,16.0,720.0,3.0,500.0
E08,14.0,8.0,,,2.0,1193.0,6.0,1542.0,,,2014,3,2014Q3,0.5714285714285714,,,2.0,1193.0,12.0,771.0,,
E08,15.0,8.0,,,2.0,1175.0,6.0,1478.0,,,2014,4,2014Q4,0.5333333333333333,,,2.0,1175.0,12.0,739.0,,
E08,14.0,8.0,,,1.0,1100.0,7.0,1476.0,,,2015,1,2015Q1,0.5714285714285714,,,1.0,1100.0,14.0,738.0,,
E08,11.0,6.0,,,3.0,1042.0,3.0,1533.0,,,2015,2,2015Q2,0.5454545454545454,,,3.0,1042.0,6.0,766.5,,
E08,18.0,10.0,,,3.0,1358.0,7.0,1560.0,,,2015,3,2015Q3,0.5555555555555556,,,3.0,1358.0,14.0,780.0,,
E08,16.0,7.0,,,3.0,1333.0,4.0,1538.0,,,2015,4,2015Q4,0.4375,,,3.0,1333.0,8.0,769.0,,
E08,13.0,7.0,,,2.0,1263.0,5.0,1500.0,,,2016,1,2016Q1,0.5384615384615384,,,2.0,1263.0,10.0,750.0,,
E08,17.0,9.0,,,3.0,1283.0,6.0,1670.0,,,2016,2,2016Q2,0.5294117647058824,,,3.0,1283.0,12.0,835.0,,
E08,19.0,14.0,,,6.0,1449.0,7.0,1729.0,1.0,1750.0,2016,3,2016Q3,0.7368421052631579,,,6.0,1449.0,14.0,864.5,3.0,583.3333333333334
E08,8.0,6.0,,,1.0,1300.0,3.0,1633.0,2.0,1625.0,2016,4,2016Q4,0.75,,,1.0,1300.0,6.0,816.5,6.0,541.6666666666666
E08,15.0,9.0,,,5.0,1374.0,4.0,1706.0,,,2017,1,2017Q1,0.6,,,5.0,1374.0,8.0,853.0,,
E08,9.0,7.0,,,5.0,1490.0,2.0,1675.0,,,2017,2,2017Q2,0.7777777777777778,,,5.0,1490.0,4.0,837.5,,
E08,13.0,11.0,,,3.0,1597.0,8.0,1803.0,,,2017,3,2017Q3,0.8461538461538461,,,3.0,1597.0,16.0,901.5,,
E08,14.0,9.0,,,4.0,1419.0,5.0,1810.0,,,2017,4,2017Q4,0.6428571428571429,,,4.0,1419.0,10.0,905.0,,
E08,10.0,9.0,1.0,1200.0,4.0,1638.0,4.0,1994.0,,,2018,1,2018Q1,0.9,1.0,1200.0,4.0,1638.0,8.0,997.0,,
E08,3.0,2.0,,,,,2.0,1990.0,,,2018,2,2018Q2,0.6666666666666666,,,,,4.0,995.0,,
E08,15.0,8.0,,,5.0,1640.0,3.0,2317.0,,,2018,3,2018Q3,0.5333333333333333,,,5.0,1640.0,6.0,1158.5,,
E08,22.0,15.0,,,6.0,1817.0,6.0,2088.0,3.0,2083.0,2018,4,2018Q4,0.6818181818181818,,,6.0,1817.0,12.0,1044.0,9.0,694.3333333333334
E08,23.0,11.0,,,4.0,1619.0,6.0,2016.0,1.0,2300.0,2019,1,2019Q1,0.4782608695652174,,,4.0,1619.0,12.0,1008.0,3.0,766.6666666666666
E08,23.0,15.0,,,3.0,1800.0,10.0,2105.0,2.0,2350.0,2019,2,2019Q2,0.6521739130434783,,,3.0,1800.0,20.0,1052.5,6.0,783.3333333333334
E08,29.0,20.0,,,7.0,1923.0,12.0,2181.0,1.0,2450.0,2019,3,2019Q3,0.6896551724137931,,,7.0,1923.0,24.0,1090.5,3.0,816.6666666666666
E08,30.0,12.0,1.0,1600.0,5.0,1829.0,5.0,2265.0,1.0,2200.0,2019,4,2019Q4,0.4,1.0,1600.0,5.0,1829.0,10.0,1132.5,3.0,733.3333333333334
E08,30.0,12.0,,,1.0,1800.0,11.0,2168.0,,,2020,1,2020Q1,0.4,,,1.0,1800.0,22.0,1084.0,,
E08,27.0,6.0,,,2.0,1995.0,4.0,2163.0,,,2020,2,2020Q2,0.2222222222222222,,,2.0,1995.0,8.0,1081.5,,
E08,50.0,17.0,1.0,1380.0,5.0,1720.0,11.0,2229.0,,,2020,3,2020Q3,0.34,1.0,1380.0,5.0,1720.0,22.0,1114.5,,
E08,65.0,28.0,1.0,1425.0,12.0,1723.0,12.0,2202.0,3.0,2300.0,2020,4,2020Q4,0.4307692307692308,1.0,1425.0,12.0,1723.0,24.0,1101.0,9.0,766.6666666666666
E08,59.0,18.0,,,11.0,1691.0,7.0,2057.0,,,2021,1,2021Q1,0.3050847457627119,,,11.0,1691.0,14.0,1028.5,,
E08,65.0,26.0,,,10.0,1717.0,15.0,2125.0,1.0,2350.0,2021,2,2021Q2,0.4,,,10.0,1717.0,30.0,1062.5,3.0,783.3333333333334
E08,75.0,41.0,,,12.0,1771.0,27.0,2134.0,2.0,2600.0,2021,3,2021Q3,0.5466666666666666,,,12.0,1771.0,54.0,1067.0,6.0,866.6666666666666
E08,73.0,35.0,,,12.0,1824.0,16.0,2215.0,7.0,2543.0,2021,4,2021Q4,0.4794520547945205,,,12.0,1824.0,32.0,1107.5,21.0,847.6666666666666
E09,162.0,93.0,,,51.0,1272.0,35.0,1520.0,7.0,1868.0,2012,1,2012Q1,0.5740740740740741,,,51.0,1272.0,70.0,760.0,21.0,622.6666666666666
E09,247.0,120.0,1.0,990.0,66.0,1286.0,50.0,1575.0,3.0,1800.0,2012,2,2012Q2,0.48582995951417,1.0,990.0,66.0,1286.0,100.0,787.5,9.0,600.0
E09,259.0,175.0,1.0,950.0,91.0,1292.0,79.0,1621.0,4.0,1970.0,2012,3,2012Q3,0.6756756756756757,1.0,950.0,91.0,1292.0,158.0,810.5,12.0,656.6666666666666
E09,179.0,109.0,,,60.0,1316.0,43.0,1573.0,6.0,1800.0,2012,4,2012Q4,0.6089385474860335,,,60.0,1316.0,86.0,786.5,18.0,600.0
E09,179.0,93.0,,,56.0,1300.0,34.0,1561.0,3.0,1917.0,2013,1,2013Q1,0.5195530726256983,,,56.0,1300.0,68.0,780.5,9.0,639.0
E09,195.0,137.0,2.0,985.0,72.0,1312.0,59.0,1611.0,4.0,1975.0,2013,2,2013Q2,0.7025641025641025,2.0,985.0,72.0,1312.0,118.0,805.5,12.0,658.3333333333334
E09,236.0,180.0,1.0,1050.0,90.0,1358.0,84.0,1685.0,5.0,1910.0,2013,3,2013Q3,0.7627118644067796,1.0,1050.0,90.0,1358.0,168.0,842.5,15.0,636.6666666666666
E09,283.0,133.0,17.0,915.0,72.0,1326.0,39.0,1705.0,5.0,1926.0,2013,4,2013Q4,0.46996466431095407,17.0,915.0,72.0,1326.0,78.0,852.5,15.0,642.0
E09,321.0,163.0,4.0,953.0,107.0,1298.0,48.0,1605.0,4.0,1850.0,2014,1,2014Q1,0.5077881619937694,4.0,953.0,107.0,1298.0,96.0,802.5,12.0,616.6666666666666
E09,239.0,175.0,7.0,1068.0,95.0,1344.0,64.0,1648.0,9.0,1983.0,2014,2,2014Q2,0.7322175732217573,7.0,1068.0,95.0,1344.0,128.0,824.0,27.0,661.0
E09,236.0,185.0,6.0,1128.0,99.0,1374.0,71.0,1735.0,9.0,2067.0,2014,3,2014Q3,0.7838983050847458,6.0,1128.0,99.0,1374.0,142.0,867.5,27.0,689.0
E09,158.0,97.0,5.0,995.0,58.0,1379.0,31.0,1695.0,3.0,2117.0,2014,4,2014Q4,0.6139240506329114,5.0,995.0,58.0,1379.0,62.0,847.5,9.0,705.6666666666666
E09,204.0,99.0,2.0,1100.0,55.0,1374.0,39.0,1686.0,3.0,2200.0,2015,1,2015Q1,0.4852941176470588,2.0,1100.0,55.0,1374.0,78.0,843.0,9.0,733.3333333333334
E09,293.0,181.0,7.0,1046.0,100.0,1358.0,71.0,1713.0,3.0,2117.0,2015,2,2015Q2,0.6177474402730375,7.0,1046.0,100.0,1358.0,142.0,856.5,9.0,705.6666666666666
E09,246.0,194.0,4.0,1175.0,112.0,1427.0,75.0,1754.0,3.0,2263.0,2015,3,2015Q3,0.7886178861788617,4.0,1175.0,112.0,1427.0,150.0,877.0,9.0,754.3333333333334
E09,149.0,92.0,5.0,1085.0,50.0,1433.0,36.0,1740.0,1.0,1875.0,2015,4,2015Q4,0.6174496644295302,5.0,1085.0,50.0,1433.0,72.0,870.0,3.0,625.0
E09,142.0,96.0,4.0,1020.0,54.0,1387.0,35.0,1758.0,3.0,1867.0,2016,1,2016Q1,0.676056338028169,4.0,1020.0,54.0,1387.0,70.0,879.0,9.0,622.3333333333334
E09,201.0,160.0,5.0,1127.0,91.0,1449.0,60.0,1880.0,4.0,2238.0,2016,2,2016Q2,0.7960199004975125,5.0,1127.0,91.0,1449.0,120.0,940.0,12.0,746.0
E09,240.0,203.0,5.0,1215.0,111.0,1541.0,78.0,1927.0,9.0,2331.0,2016,3,2016Q3,0.8458333333333333,5.0,1215.0,111.0,1541.0,156.0,963.5,27.0,777.0
E09,142.0,97.0,2.0,1250.0,55.0,1543.0,36.0,1868.0,4.0,2438.0,2016,4,2016Q4,0.6830985915492958,2.0,1250.0,55.0,1543.0,72.0,934.0,12.0,812.6666666666666
E09,165.0,107.0,5.0,1266.0,63.0,1553.0,38.0,1891.0,1.0,1850.0,2017,1,2017Q1,0.6484848484848484,5.0,1266.0,63.0,1553.0,76.0,945.5,3.0,616.6666666666666
E09,208.0,150.0,6.0,1292.0,79.0,1601.0,55.0,1989.0,10.0,2269.0,2017,2,2017Q2,0.7211538461538461,6.0,1292.0,79.0,1601.0,110.0,994.5,30.0,756.3333333333334
E09,235.0,193.0,6.0,1366.0,98.0,1665.0,79.0,2113.0,10.0,2553.0,2017,3,2017Q3,0.8212765957446808,6.0,1366.0,98.0,1665.0,158.0,1056.5,30.0,851.0
E09,162.0,101.0,2.0,1425.0,62.0,1677.0,34.0,2036.0,3.0,2383.0,2017,4,2017Q4,0.6234567901234568,2.0,1425.0,62.0,1677.0,68.0,1018.0,9.0,794.3333333333334
E09,167.0,109.0,5.0,1465.0,63.0,1735.0,38.0,2050.0,3.0,2500.0,2018,1,2018Q1,0.6526946107784432,5.0,1465.0,63.0,1735.0,76.0,1025.0,9.0,833.3333333333334
E09,202.0,160.0,4.0,1493.0,74.0,1777.0,68.0,2179.0,14.0,2529.0,2018,2,2018Q2,0.7920792079207921,4.0,1493.0,74.0,1777.0,136.0,1089.5,42.0,843.0
E09,208.0,178.0,3.0,1592.0,109.0,1942.0,60.0,2360.0,6.0,2733.0,2018,3,2018Q3,0.8557692307692307,3.0,1592.0,109.0,1942.0,120.0,1180.0,18.0,911.0
E09,129.0,97.0,3.0,1618.0,61.0,1923.0,33.0,2207.0,,,2018,4,2018Q4,0.751937984496124,3.0,1618.0,61.0,1923.0,66.0,1103.5,,
E09,145.0,104.0,3.0,1617.0,57.0,1934.0,40.0,2365.0,4.0,2763.0,2019,1,2019Q1,0.7172413793103448,3.0,1617.0,57.0,1934.0,80.0,1182.5,12.0,921.0
E09,218.0,157.0,4.0,1600.0,75.0,1957.0,68.0,2454.0,10.0,2975.0,2019,2,2019Q2,0.7201834862385321,4.0,1600.0,75.0,1957.0,136.0,1227.0,30.0,991.6666666666666
E09,292.0,212.0,9.0,1742.0,113.0,2021.0,80.0,2591.0,10.0,3010.0,2019,3,2019Q3,0.726027397260274,9.0,1742.0,113.0,2021.0,160.0,1295.5,30.0,1003.3333333333334
E09,252.0,129.0,3.0,1627.0,73.0,1971.0,47.0,2345.0,6.0,2653.0,2019,4,2019Q4,0.5119047619047619,3.0,1627.0,73.0,1971.0,94.0,1172.5,18.0,884.3333333333334
E09,232.0,124.0,6.0,1669.0,61.0,1973.0,55.0,2359.0,2.0,2900.0,2020,1,2020Q1,0.5344827586206896,6.0,1669.0,61.0,1973.0,110.0,1179.5,6.0,966.6666666666666
E09,243.0,87.0,5.0,1681.0,46.0,1919.0,34.0,2414.0,2.0,2975.0,2020,2,2020Q2,0.35802469135802467,5.0,1681.0,46.0,1919.0,68.0,1207.0,6.0,991.6666666666666
E09,540.0,205.0,6.0,1513.0,117.0,1846.0,74.0,2250.0,8.0,2562.0,2020,3,2020Q3,0.37962962962962965,6.0,1513.0,117.0,1846.0,148.0,1125.0,24.0,854.0
E09,521.0,178.0,4.0,1350.0,87.0,1724.0,82.0,2074.0,5.0,2320.0,2020,4,2020Q4,0.3416506717850288,4.0,1350.0,87.0,1724.0,164.0,1037.0,15.0,773.3333333333334
E09,391.0,195.0,11.0,1339.0,102.0,1688.0,73.0,2069.0,9.0,2401.0,2021,1,2021Q1,0.49872122762148335,11.0,1339.0,102.0,1688.0,146.0,1034.5,27.0,800.3333333333334
E09,324.0,181.0,7.0,1379.0,91.0,1767.0,72.0,2202.0,11.0,2531.0,2021,2,2021Q2,0.558641975308642,7.0,1379.0,91.0,1767.0,144.0,1101.0,33.0,843.6666666666666
E09,373.0,281.0,7.0,1471.0,139.0,1854.0,115.0,2323.0,20.0,2709.0,2021,3,2021Q3,0.7533512064343163,7.0,1471.0,139.0,1854.0,230.0,1161.5,60.0,903.0
E09,226.0,188.0,5.0,1698.0,111.0,2080.0,68.0,2770.0,4.0,3275.0,2021,4,2021Q4,0.831858407079646,5.0,1698.0,111.0,2080.0,136.0,1385.0,12.0,1091.6666666666667
E10,11.0,4.0,,,1.0,1050.0,2.0,1100.0,1.0,1295.0,2012,1,2012Q1,0.36363636363636365,,,1.0,1050.0,4.0,550.0,3.0,431.6666666666667
E10,5.0,1.0,,,,,1.0,1450.0,,,2012,2,2012Q2,0.2,,,,,2.0,725.0,,
E10,7.0,2.0,,,1.0,1050.0,,,1.0,1250.0,2012,3,2012Q3,0.2857142857142857,,,1.0,1050.0,,,3.0,416.6666666666667
E10,6.0,,,,,,,,,,2012,4,2012Q4,,,,,,,,,
E10,7.0,,,,,,,,,,2013,1,2013Q1,,,,,,,,,
E10,6.0,3.0,,,2.0,1200.0,1.0,1075.0,,,2013,2,2013Q2,0.5,,,2.0,1200.0,2.0,537.5,,
E10,3.0,2.0,,,,,1.0,1280.0,1.0,1500.0,2013,3,2013Q3,0.6666666666666666,,,,,2.0,640.0,3.0,500.0
E10,2.0,,,,,,,,,,2013,4,2013Q4,,,,,,,,,
E10,1.0,1.0,,,,,1.0,1450.0,,,2014,1,2014Q1,1.0,,,,,2.0,725.0,,
E10,1.0,1.0,,,1.0,1100.0,,,,,2014,2,2014Q2,1.0,,,1.0,1100.0,,,,
E10,4.0,2.0,,,1.0,1150.0,1.0,1200.0,,,2014,3,2014Q3,0.5,,,1.0,1150.0,2.0,600.0,,
E10,5.0,1.0,,,,,1.0,1450.0,,,2014,4,2014Q4,0.2,,,,,2.0,725.0,,
E10,10.0,3.0,,,1.0,1300.0,2.0,1425.0,,,2015,1,2015Q1,0.3,,,1.0,1300.0,4.0,712.5,,
E10,8.0,4.0,,,,,3.0,1347.0,1.0,1500.0,2015,2,2015Q2,0.5,,,,,6.0,673.5,3.0,500.0
E10,3.0,1.0,,,,,,,1.0,1390.0,2015,3,2015Q3,0.3333333333333333,,,,,,,3.0,463.3333333333333
E10,4.0,2.0,,,,,2.0,1313.0,,,2015,4,2015Q4,0.5,,,,,4.0,656.5,,
E10,2.0,1.0,,,,,1.0,1350.0,,,2016,1,2016Q1,0.5,,,,,2.0,675.0,,
E10,2.0,2.0,,,1.0,1475.0,1.0,1250.0,,,2016,2,2016Q2,1.0,,,1.0,1475.0,2.0,625.0,,
E10,,,,,,,,,,,2016,3,2016Q3,,,,,,,,,
E10,3.0,2.0,,,,,1.0,1250.0,1.0,1600.0,2016,4,2016Q4,0.6666666666666666,,,,,2.0,625.0,3.0,533.3333333333334
E10,5.0,2.0,,,2.0,1500.0,,,,,2017,1,2017Q1,0.4,,,2.0,1500.0,,,,
E10,5.0,5.0,,,1.0,1300.0,4.0,1437.0,,,2017,2,2017Q2,1.0,,,1.0,1300.0,8.0,718.5,,
E10,6.0,3.0,,,,,2.0,1500.0,1.0,1350.0,2017,3,2017Q3,0.5,,,,,4.0,750.0,3.0,450.0
E10,2.0,2.0,,,1.0,950.0,1.0,1400.0,,,2017,4,2017Q4,1.0,,,1.0,950.0,2.0,700.0,,
E10,2.0,,,,,,,,,,2018,1,2018Q1,,,,,,,,,
E10,3.0,2.0,,,1.0,1700.0,1.0,1600.0,,,2018,2,2018Q2,0.6666666666666666,,,1.0,1700.0,2.0,800.0,,
E10,4.0,4.0,,,,,4.0,1800.0,,,2018,3,2018Q3,1.0,,,,,8.0,900.0,,
E10,,,,,,,,,,,2018,4,2018Q4,,,,,,,,,
E10,5.0,3.0,,,1.0,1250.0,2.0,1938.0,,,2019,1,2019Q1,0.6,,,1.0,1250.0,4.0,969.0,,
E10,3.0,2.0,,,1.0,1550.0,1.0,1850.0,,,2019,2,2019Q2,0.6666666666666666,,,1.0,1550.0,2.0,925.0,,
E10,2.0,1.0,,,,,1.0,2100.0,,,2019,3,2019Q3,0.5,,,,,2.0,1050.0,,
E10,7.0,4.0,,,,,1.0,2100.0,3.0,2067.0,2019,4,2019Q4,0.5714285714285714,,,,,2.0,1050.0,9.0,689.0
E10,4.0,1.0,,,,,1.0,1700.0,,,2020,1,2020Q1,0.25,,,,,2.0,850.0,,
E10,7.0,3.0,,,1.0,1800.0,2.0,2000.0,,,2020,2,2020Q2,0.42857142857142855,,,1.0,1800.0,4.0,1000.0,,
E10,9.0,3.0,,,,,1.0,2150.0,2.0,2125.0,2020,3,2020Q3,0.3333333333333333,,,,,2.0,1075.0,6.0,708.3333333333334
E10,13.0,3.0,,,,,3.0,1992.0,,,2020,4,2020Q4,0.23076923076923078,,,,,6.0,996.0,,
E10,25.0,7.0,,,6.0,1771.0,,,1.0,2175.0,2021,1,2021Q1,0.28,,,6.0,1771.0,,,3.0,725.0
